Trainee_ID,Age,Gender,State,District,Rural_Urban,Education_Level,Data_Origin
TRN-SIH26135-011883,40,Male,Rajasthan,Kota,Urban,12th,illustrative_source
TRN-SIH26135-011884,19,Male,Rajasthan,Jodhpur,Rural,ITI,illustrative_source
TRN-SIH26135-011885,28,Female,Kerala,Thiruvananthapuram,Urban,Graduate,illustrative_source
TRN-SIH26135-011886,34,Male,West Bengal,Howrah,Urban,Graduate,illustrative_source
TRN-SIH26135-011887,23,Male,Tamil Nadu,Madurai,Urban,Diploma,illustrative_source
TRN-SIH26135-011888,23,Female,Kerala,Kochi,Rural,Postgraduate,illustrative_source
TRN-SIH26135-011889,24,Male,Punjab,Amritsar,Rural,Graduate,illustrative_source
TRN-SIH26135-011890,30,Female,Odisha,Ganjam,Urban,12th,illustrative_source
TRN-SIH26135-011891,25,Male,Karnataka,Hubballi,Urban,12th,illustrative_source
TRN-SIH26135-011892,30,Male,Telangana,Hyderabad,Rural,Graduate,illustrative_source
TRN-SIH26135-011893,23,Male,Maharashtra,Pune,Urban,10th,illustrative_source
TRN-SIH26135-011894,35,Male,Odisha,Sundargarh,Rural,Postgraduate,illustrative_source
TRN-SIH26135-011895,30,Male,Gujarat,Surat,Rural,Diploma,illustrative_source
TRN-SIH26135-011896,18,Other,Uttar Pradesh,Noida,Urban,12th,illustrative_source
TRN-SIH26135-011897,31,Male,Gujarat,Rajkot,Urban,Postgraduate,illustrative_source
TRN-SIH26135-011898,18,Male,Tamil Nadu,Salem,Rural,12th,illustrative_source
TRN-SIH26135-011899,23,Female,Kerala,Kochi,Rural,ITI,illustrative_source
TRN-SIH26135-011900,26,Female,Rajasthan,Udaipur,Urban,Graduate,illustrative_source
TRN-SIH26135-011901,23,Other,Punjab,Jalandhar,Rural,10th,illustrative_source
TRN-SIH26135-011902,32,Male,Tamil Nadu,Salem,Urban,12th,illustrative_source
TRN-SIH26135-011903,41,Male,Maharashtra,Pune,Urban,10th,illustrative_source
TRN-SIH26135-011904,18,Female,Karnataka,Hubballi,Rural,12th,illustrative_source
TRN-SIH26135-011905,23,Female,Gujarat,Vadodara,Rural,10th,illustrative_source
TRN-SIH26135-011906,28,Male,Karnataka,Hubballi,Rural,12th,illustrative_source
TRN-SIH26135-011907,26,Female,Kerala,Kozhikode,Urban,10th,illustrative_source
TRN-SIH26135-011908,18,Female,Odisha,Sambalpur,Rural,Graduate,illustrative_source
TRN-SIH26135-011909,36,Male,Gujarat,Ahmedabad,Urban,12th,illustrative_source
TRN-SIH26135-011910,28,Female,Karnataka,Bengaluru,Urban,12th,illustrative_source
TRN-SIH26135-011911,32,Male,Maharashtra,Nagpur,Urban,Graduate,illustrative_source
TRN-SIH26135-011912,31,Male,Rajasthan,Jodhpur,Urban,12th,illustrative_source
TRN-SIH26135-011913,25,Male,Kerala,Kochi,Rural,10th,illustrative_source
TRN-SIH26135-011914,18,Male,Gujarat,Vadodara,Urban,12th,illustrative_source
TRN-SIH26135-011915,28,Male,West Bengal,Durgapur,Urban,12th,illustrative_source
TRN-SIH26135-011916,18,Female,Odisha,Ganjam,Urban,Diploma,illustrative_source
TRN-SIH26135-011917,34,Female,Karnataka,Mangaluru,Urban,Graduate,illustrative_source
TRN-SIH26135-011918,35,Male,Uttar Pradesh,Varanasi,Urban,ITI,illustrative_source
TRN-SIH26135-011919,30,Male,Telangana,Warangal,Urban,Graduate,illustrative_source
TRN-SIH26135-011920,26,Female,Telangana,Nizamabad,Rural,Graduate,illustrative_source
TRN-SIH26135-011921,34,Male,Punjab,Jalandhar,Urban,Diploma,illustrative_source
TRN-SIH26135-011922,36,Male,Odisha,Khordha,Urban,ITI,illustrative_source
TRN-SIH26135-011923,31,Male,Odisha,Cuttack,Rural,Postgraduate,illustrative_source
TRN-SIH26135-011924,36,Female,West Bengal,Kolkata,Urban,12th,illustrative_source
TRN-SIH26135-011925,36,Female,Bihar,Muzaffarpur,Rural,ITI,illustrative_source
TRN-SIH26135-011926,38,Male,Karnataka,Mangaluru,Rural,10th,illustrative_source
TRN-SIH26135-011927,36,Female,West Bengal,Siliguri,Rural,Graduate,illustrative_source
TRN-SIH26135-011928,18,Female,Telangana,Warangal,Urban,ITI,illustrative_source
TRN-SIH26135-011929,30,Other,Bihar,Gaya,Urban,12th,illustrative_source
TRN-SIH26135-011930,28,Female,Uttar Pradesh,Agra,Urban,Graduate,illustrative_source
TRN-SIH26135-011931,33,Male,Maharashtra,Pune,Rural,Graduate,illustrative_source
TRN-SIH26135-011932,18,Male,Maharashtra,Nagpur,Urban,10th,illustrative_source
TRN-SIH26135-011933,19,Male,Odisha,Sambalpur,Rural,Graduate,illustrative_source
TRN-SIH26135-011934,40,Male,Kerala,Kochi,Rural,Postgraduate,illustrative_source
TRN-SIH26135-011935,32,Male,West Bengal,Siliguri,Urban,Diploma,illustrative_source
TRN-SIH26135-011936,29,Male,Telangana,Hyderabad,Rural,ITI,illustrative_source
TRN-SIH26135-011937,23,Female,Tamil Nadu,Chennai,Rural,12th,illustrative_source
TRN-SIH26135-011938,20,Male,Rajasthan,Jodhpur,Urban,ITI,illustrative_source
TRN-SIH26135-011939,22,Female,Rajasthan,Kota,Urban,Graduate,illustrative_source
TRN-SIH26135-011940,22,Male,Kerala,Thiruvananthapuram,Urban,12th,illustrative_source
TRN-SIH26135-011941,32,Female,Telangana,Warangal,Urban,10th,illustrative_source
TRN-SIH26135-011942,29,Female,Tamil Nadu,Salem,Urban,10th,illustrative_source
TRN-SIH26135-011943,21,Female,Tamil Nadu,Salem,Urban,Graduate,illustrative_source
TRN-SIH26135-011944,34,Male,Odisha,Sundargarh,Rural,12th,illustrative_source
TRN-SIH26135-011945,18,Female,Uttar Pradesh,Lucknow,Rural,ITI,illustrative_source
TRN-SIH26135-011946,18,Female,Gujarat,Rajkot,Rural,Diploma,illustrative_source
TRN-SIH26135-011947,32,Female,Karnataka,Mysuru,Rural,12th,illustrative_source
TRN-SIH26135-011948,39,Male,Bihar,Gaya,Rural,Graduate,illustrative_source
TRN-SIH26135-011949,18,Male,Maharashtra,Nagpur,Urban,12th,illustrative_source
TRN-SIH26135-011950,24,Female,Bihar,Patna,Urban,10th,illustrative_source
TRN-SIH26135-011951,40,Male,Uttar Pradesh,Varanasi,Urban,Graduate,illustrative_source
TRN-SIH26135-011952,18,Female,Maharashtra,Nagpur,Urban,12th,illustrative_source
TRN-SIH26135-011953,34,Female,Uttar Pradesh,Lucknow,Urban,12th,illustrative_source
TRN-SIH26135-011954,25,Male,Kerala,Kochi,Urban,Diploma,illustrative_source
TRN-SIH26135-011955,34,Male,Tamil Nadu,Salem,Rural,Diploma,illustrative_source
TRN-SIH26135-011956,36,Male,Tamil Nadu,Chennai,Urban,Postgraduate,illustrative_source
TRN-SIH26135-011957,30,Male,Punjab,Amritsar,Urban,ITI,illustrative_source
TRN-SIH26135-011958,21,Male,West Bengal,Howrah,Rural,Graduate,illustrative_source
TRN-SIH26135-011959,20,Male,Odisha,Cuttack,Urban,12th,illustrative_source
TRN-SIH26135-011960,24,Male,Rajasthan,Jodhpur,Rural,Diploma,illustrative_source
TRN-SIH26135-011961,18,Male,Punjab,Jalandhar,Urban,Postgraduate,illustrative_source
TRN-SIH26135-011962,32,Male,Gujarat,Ahmedabad,Rural,12th,illustrative_source
TRN-SIH26135-011963,18,Male,West Bengal,Durgapur,Rural,Graduate,illustrative_source
TRN-SIH26135-011964,37,Male,Gujarat,Vadodara,Urban,Diploma,illustrative_source
TRN-SIH26135-011965,21,Other,Telangana,Nizamabad,Urban,Graduate,illustrative_source
TRN-SIH26135-011966,25,Male,Kerala,Thiruvananthapuram,Rural,Diploma,illustrative_source
TRN-SIH26135-011967,23,Male,Rajasthan,Kota,Urban,Graduate,illustrative_source
TRN-SIH26135-011968,39,Female,Tamil Nadu,Chennai,Urban,ITI,illustrative_source
TRN-SIH26135-011969,31,Male,Rajasthan,Udaipur,Urban,Diploma,illustrative_source
TRN-SIH26135-011970,34,Female,Uttar Pradesh,Varanasi,Urban,Diploma,illustrative_source
TRN-SIH26135-011971,23,Male,Uttar Pradesh,Agra,Rural,Graduate,illustrative_source
TRN-SIH26135-011972,32,Male,Tamil Nadu,Chennai,Urban,ITI,illustrative_source
TRN-SIH26135-011973,32,Male,Gujarat,Vadodara,Urban,10th,illustrative_source
TRN-SIH26135-011974,27,Female,Odisha,Ganjam,Rural,Diploma,illustrative_source
TRN-SIH26135-011975,29,Female,Tamil Nadu,Chennai,Rural,Diploma,illustrative_source
TRN-SIH26135-011976,29,Male,Tamil Nadu,Madurai,Rural,Graduate,illustrative_source
TRN-SIH26135-011977,29,Male,Gujarat,Surat,Urban,ITI,illustrative_source
TRN-SIH26135-011978,33,Female,Bihar,Gaya,Urban,Graduate,illustrative_source
TRN-SIH26135-011979,21,Female,Bihar,Muzaffarpur,Rural,12th,illustrative_source
TRN-SIH26135-011980,18,Male,Karnataka,Mangaluru,Urban,Diploma,illustrative_source
TRN-SIH26135-011981,22,Male,Rajasthan,Udaipur,Urban,Postgraduate,illustrative_source
TRN-SIH26135-011982,22,Female,West Bengal,Howrah,Urban,10th,illustrative_source
TRN-SIH26135-011983,29,Male,Karnataka,Hubballi,Urban,Diploma,illustrative_source
TRN-SIH26135-011984,28,Female,Uttar Pradesh,Noida,Rural,Postgraduate,illustrative_source
TRN-SIH26135-011985,23,Female,Uttar Pradesh,Noida,Rural,ITI,illustrative_source
TRN-SIH26135-011986,18,Male,Bihar,Gaya,Rural,Graduate,illustrative_source
TRN-SIH26135-011987,23,Male,Karnataka,Mysuru,Urban,10th,illustrative_source
TRN-SIH26135-011988,29,Male,Punjab,Amritsar,Urban,12th,illustrative_source
TRN-SIH26135-011989,36,Female,Bihar,Muzaffarpur,Urban,Graduate,illustrative_source
TRN-SIH26135-011990,22,Female,Gujarat,Ahmedabad,Rural,12th,illustrative_source
TRN-SIH26135-011991,26,Female,West Bengal,Siliguri,Urban,Graduate,illustrative_source
TRN-SIH26135-011992,25,Male,Tamil Nadu,Coimbatore,Rural,Diploma,illustrative_source
TRN-SIH26135-011993,19,Female,Kerala,Kochi,Urban,12th,illustrative_source
TRN-SIH26135-011994,33,Female,Gujarat,Ahmedabad,Urban,10th,illustrative_source
TRN-SIH26135-011995,30,Female,Bihar,Patna,Urban,12th,illustrative_source
TRN-SIH26135-011996,45,Male,Kerala,Thiruvananthapuram,Rural,10th,illustrative_source
TRN-SIH26135-011997,19,Male,Odisha,Ganjam,Rural,ITI,illustrative_source
TRN-SIH26135-011998,26,Male,Punjab,Amritsar,Rural,Graduate,illustrative_source
TRN-SIH26135-011999,27,Female,Tamil Nadu,Coimbatore,Rural,Postgraduate,illustrative_source
TRN-SIH26135-012000,21,Female,Kerala,Kozhikode,Rural,10th,illustrative_source
TRN-SIH26135-012001,35,Female,Gujarat,Surat,Urban,Postgraduate,illustrative_source
TRN-SIH26135-012002,24,Female,Karnataka,Hubballi,Urban,ITI,illustrative_source
TRN-SIH26135-012003,22,Male,Odisha,Sambalpur,Rural,12th,illustrative_source
TRN-SIH26135-012004,33,Male,West Bengal,Siliguri,Rural,Graduate,illustrative_source
TRN-SIH26135-012005,20,Male,Rajasthan,Jaipur,Rural,12th,illustrative_source
TRN-SIH26135-012006,29,Male,Gujarat,Rajkot,Rural,12th,illustrative_source
TRN-SIH26135-012007,21,Male,Gujarat,Rajkot,Rural,Diploma,illustrative_source
TRN-SIH26135-012008,25,Male,West Bengal,Siliguri,Urban,Graduate,illustrative_source
TRN-SIH26135-012009,27,Female,Gujarat,Surat,Urban,10th,illustrative_source
TRN-SIH26135-012010,31,Male,Odisha,Sundargarh,Rural,Diploma,illustrative_source
TRN-SIH26135-012011,27,Female,West Bengal,Siliguri,Urban,Graduate,illustrative_source
TRN-SIH26135-012012,23,Male,Karnataka,Hubballi,Urban,12th,illustrative_source
TRN-SIH26135-012013,30,Female,Rajasthan,Udaipur,Urban,Diploma,illustrative_source
TRN-SIH26135-012014,21,Female,Rajasthan,Kota,Urban,ITI,illustrative_source
TRN-SIH26135-012015,34,Male,Bihar,Muzaffarpur,Rural,ITI,illustrative_source
TRN-SIH26135-012016,47,Male,Punjab,Jalandhar,Rural,Graduate,illustrative_source
TRN-SIH26135-012017,27,Female,Tamil Nadu,Coimbatore,Urban,Diploma,illustrative_source
TRN-SIH26135-012018,31,Female,Kerala,Kozhikode,Urban,12th,illustrative_source
TRN-SIH26135-012019,18,Female,West Bengal,Durgapur,Rural,Diploma,illustrative_source
TRN-SIH26135-012020,26,Male,Punjab,Amritsar,Urban,Diploma,illustrative_source
TRN-SIH26135-012021,32,Female,Tamil Nadu,Chennai,Urban,12th,illustrative_source
TRN-SIH26135-012022,30,Female,Kerala,Kozhikode,Urban,Diploma,illustrative_source
TRN-SIH26135-012023,22,Male,Bihar,Gaya,Urban,Graduate,illustrative_source
TRN-SIH26135-012024,23,Female,Uttar Pradesh,Kanpur,Rural,12th,illustrative_source
TRN-SIH26135-012025,25,Male,Bihar,Gaya,Urban,Graduate,illustrative_source
TRN-SIH26135-012026,25,Male,Odisha,Khordha,Rural,Graduate,illustrative_source
TRN-SIH26135-012027,21,Female,Maharashtra,Nashik,Rural,ITI,illustrative_source
TRN-SIH26135-012028,35,Male,Rajasthan,Jaipur,Urban,Postgraduate,illustrative_source
TRN-SIH26135-012029,33,Male,Gujarat,Surat,Rural,10th,illustrative_source
TRN-SIH26135-012030,18,Male,West Bengal,Siliguri,Rural,Graduate,illustrative_source
TRN-SIH26135-012031,41,Female,Uttar Pradesh,Varanasi,Urban,12th,illustrative_source
TRN-SIH26135-012032,33,Male,Odisha,Khordha,Rural,12th,illustrative_source
TRN-SIH26135-012033,23,Other,Bihar,Gaya,Urban,Postgraduate,illustrative_source
TRN-SIH26135-012034,25,Female,West Bengal,Kolkata,Rural,Postgraduate,illustrative_source
TRN-SIH26135-012035,26,Male,Karnataka,Hubballi,Urban,10th,illustrative_source
TRN-SIH26135-012036,19,Male,Kerala,Thiruvananthapuram,Urban,12th,illustrative_source
TRN-SIH26135-012037,18,Female,Gujarat,Surat,Urban,Diploma,illustrative_source
TRN-SIH26135-012038,23,Female,Uttar Pradesh,Varanasi,Rural,Graduate,illustrative_source
TRN-SIH26135-012039,34,Male,Uttar Pradesh,Lucknow,Rural,Diploma,illustrative_source
TRN-SIH26135-012040,18,Male,Bihar,Patna,Urban,12th,illustrative_source
TRN-SIH26135-012041,26,Male,Karnataka,Hubballi,Rural,ITI,illustrative_source
TRN-SIH26135-012042,24,Male,Bihar,Gaya,Urban,Postgraduate,illustrative_source
TRN-SIH26135-012043,23,Male,Gujarat,Ahmedabad,Urban,10th,illustrative_source
TRN-SIH26135-012044,24,Male,Punjab,Amritsar,Rural,12th,illustrative_source
TRN-SIH26135-012045,32,Male,Uttar Pradesh,Agra,Rural,12th,illustrative_source
TRN-SIH26135-012046,21,Female,West Bengal,Durgapur,Urban,Graduate,illustrative_source
TRN-SIH26135-012047,24,Male,Rajasthan,Jodhpur,Urban,12th,illustrative_source
TRN-SIH26135-012048,30,Male,Punjab,Amritsar,Urban,Graduate,illustrative_source
TRN-SIH26135-012049,21,Male,West Bengal,Durgapur,Urban,12th,illustrative_source
TRN-SIH26135-012050,32,Male,Punjab,Ludhiana,Rural,Diploma,illustrative_source
TRN-SIH26135-012051,36,Male,West Bengal,Durgapur,Urban,12th,illustrative_source
TRN-SIH26135-012052,23,Female,Punjab,Jalandhar,Urban,10th,illustrative_source
TRN-SIH26135-012053,35,Female,Kerala,Thiruvananthapuram,Urban,Postgraduate,illustrative_source
TRN-SIH26135-012054,22,Male,West Bengal,Durgapur,Urban,12th,illustrative_source
TRN-SIH26135-012055,18,Female,Uttar Pradesh,Lucknow,Urban,12th,illustrative_source
TRN-SIH26135-012056,39,Female,West Bengal,Howrah,Rural,Graduate,illustrative_source
TRN-SIH26135-012057,27,Female,Gujarat,Surat,Urban,10th,illustrative_source
TRN-SIH26135-012058,28,Female,Bihar,Patna,Urban,Graduate,illustrative_source
TRN-SIH26135-012059,23,Female,Maharashtra,Nagpur,Urban,Postgraduate,illustrative_source
TRN-SIH26135-012060,20,Male,Maharashtra,Nagpur,Rural,Graduate,illustrative_source
TRN-SIH26135-012061,27,Female,Karnataka,Mysuru,Rural,Graduate,illustrative_source
TRN-SIH26135-012062,42,Male,Tamil Nadu,Salem,Urban,10th,illustrative_source
TRN-SIH26135-012063,24,Male,Odisha,Cuttack,Rural,12th,illustrative_source
TRN-SIH26135-012064,34,Male,Karnataka,Hubballi,Rural,10th,illustrative_source
TRN-SIH26135-012065,42,Male,Telangana,Warangal,Rural,12th,illustrative_source
TRN-SIH26135-012066,26,Female,West Bengal,Durgapur,Urban,10th,illustrative_source
TRN-SIH26135-012067,28,Male,Telangana,Hyderabad,Rural,Graduate,illustrative_source
TRN-SIH26135-012068,25,Female,Odisha,Sambalpur,Rural,ITI,illustrative_source
TRN-SIH26135-012069,23,Female,Punjab,Ludhiana,Rural,Graduate,illustrative_source
TRN-SIH26135-012070,23,Female,Bihar,Muzaffarpur,Urban,Graduate,illustrative_source
TRN-SIH26135-012071,18,Female,Tamil Nadu,Salem,Urban,Diploma,illustrative_source
TRN-SIH26135-012072,24,Female,Punjab,Ludhiana,Urban,12th,illustrative_source
TRN-SIH26135-012073,22,Female,Karnataka,Bengaluru,Urban,Diploma,illustrative_source
TRN-SIH26135-012074,28,Female,Punjab,Ludhiana,Rural,12th,illustrative_source
TRN-SIH26135-012075,44,Female,Maharashtra,Pune,Rural,12th,illustrative_source
TRN-SIH26135-012076,30,Male,Telangana,Hyderabad,Rural,Graduate,illustrative_source
TRN-SIH26135-012077,29,Male,Uttar Pradesh,Agra,Urban,Graduate,illustrative_source
TRN-SIH26135-012078,24,Male,Maharashtra,Pune,Urban,12th,illustrative_source
TRN-SIH26135-012079,31,Male,Kerala,Kozhikode,Urban,ITI,illustrative_source
TRN-SIH26135-012080,27,Female,Karnataka,Bengaluru,Rural,ITI,illustrative_source
TRN-SIH26135-012081,21,Male,Tamil Nadu,Madurai,Urban,Diploma,illustrative_source
TRN-SIH26135-012082,30,Female,Karnataka,Mysuru,Rural,Diploma,illustrative_source
TRN-SIH26135-012083,20,Female,Kerala,Thiruvananthapuram,Rural,Graduate,illustrative_source
TRN-SIH26135-012084,24,Male,Odisha,Sundargarh,Urban,Diploma,illustrative_source
TRN-SIH26135-012085,26,Female,Kerala,Kochi,Rural,Graduate,illustrative_source
TRN-SIH26135-012086,25,Female,Kerala,Kochi,Urban,12th,illustrative_source
TRN-SIH26135-012087,38,Female,Kerala,Kochi,Urban,ITI,illustrative_source
TRN-SIH26135-012088,34,Female,Bihar,Muzaffarpur,Urban,Graduate,illustrative_source
TRN-SIH26135-012089,19,Female,Kerala,Thiruvananthapuram,Urban,10th,illustrative_source
TRN-SIH26135-012090,20,Male,Gujarat,Rajkot,Rural,12th,illustrative_source
TRN-SIH26135-012091,29,Male,Karnataka,Hubballi,Urban,10th,illustrative_source
TRN-SIH26135-012092,37,Male,Tamil Nadu,Chennai,Rural,Diploma,illustrative_source
TRN-SIH26135-012093,25,Male,Kerala,Kochi,Rural,ITI,illustrative_source
TRN-SIH26135-012094,18,Female,Tamil Nadu,Chennai,Urban,Diploma,illustrative_source
TRN-SIH26135-012095,29,Male,Gujarat,Ahmedabad,Rural,ITI,illustrative_source
TRN-SIH26135-012096,25,Male,West Bengal,Howrah,Urban,Diploma,illustrative_source
TRN-SIH26135-012097,41,Female,Telangana,Hyderabad,Urban,Diploma,illustrative_source
TRN-SIH26135-012098,21,Female,Telangana,Nizamabad,Urban,Diploma,illustrative_source
TRN-SIH26135-012099,20,Male,Karnataka,Mysuru,Urban,Diploma,illustrative_source
TRN-SIH26135-012100,24,Female,Gujarat,Vadodara,Rural,ITI,illustrative_source
TRN-SIH26135-012101,20,Male,Uttar Pradesh,Agra,Urban,Graduate,illustrative_source
TRN-SIH26135-012102,30,Female,Karnataka,Bengaluru,Rural,10th,illustrative_source
TRN-SIH26135-012103,25,Female,West Bengal,Howrah,Urban,Diploma,illustrative_source
TRN-SIH26135-012104,34,Female,Gujarat,Vadodara,Rural,10th,illustrative_source
TRN-SIH26135-012105,45,Female,Odisha,Sambalpur,Urban,12th,illustrative_source
TRN-SIH26135-012106,25,Male,Punjab,Jalandhar,Urban,Postgraduate,illustrative_source
TRN-SIH26135-012107,18,Female,Kerala,Kochi,Urban,10th,illustrative_source
TRN-SIH26135-012108,24,Female,Maharashtra,Mumbai,Urban,12th,illustrative_source
TRN-SIH26135-012109,22,Male,Telangana,Nizamabad,Urban,10th,illustrative_source
TRN-SIH26135-012110,32,Female,Odisha,Sundargarh,Rural,Postgraduate,illustrative_source
TRN-SIH26135-012111,31,Male,Tamil Nadu,Chennai,Urban,12th,illustrative_source
TRN-SIH26135-012112,31,Female,Odisha,Ganjam,Urban,Postgraduate,illustrative_source
TRN-SIH26135-012113,26,Male,Bihar,Muzaffarpur,Rural,10th,illustrative_source
TRN-SIH26135-012114,25,Other,West Bengal,Kolkata,Urban,ITI,illustrative_source
TRN-SIH26135-012115,34,Female,Rajasthan,Jodhpur,Rural,Postgraduate,illustrative_source
TRN-SIH26135-012116,35,Female,Gujarat,Rajkot,Rural,Graduate,illustrative_source
TRN-SIH26135-012117,40,Female,Maharashtra,Nagpur,Urban,Postgraduate,illustrative_source
TRN-SIH26135-012118,35,Male,Kerala,Kochi,Urban,ITI,illustrative_source
TRN-SIH26135-012119,29,Male,West Bengal,Howrah,Urban,Diploma,illustrative_source
TRN-SIH26135-012120,21,Female,Punjab,Jalandhar,Rural,ITI,illustrative_source
TRN-SIH26135-012121,34,Male,Uttar Pradesh,Noida,Urban,Diploma,illustrative_source
TRN-SIH26135-012122,27,Male,Rajasthan,Udaipur,Rural,ITI,illustrative_source
TRN-SIH26135-012123,29,Male,Punjab,Amritsar,Urban,Diploma,illustrative_source
TRN-SIH26135-012124,27,Male,Tamil Nadu,Chennai,Urban,ITI,illustrative_source
TRN-SIH26135-012125,18,Female,Telangana,Warangal,Urban,Graduate,illustrative_source
TRN-SIH26135-012126,33,Female,West Bengal,Siliguri,Urban,ITI,illustrative_source
TRN-SIH26135-012127,22,Female,Bihar,Muzaffarpur,Urban,Graduate,illustrative_source
TRN-SIH26135-012128,29,Female,Tamil Nadu,Chennai,Urban,Graduate,illustrative_source
TRN-SIH26135-012129,30,Female,Kerala,Kozhikode,Urban,Postgraduate,illustrative_source
TRN-SIH26135-012130,24,Male,Telangana,Hyderabad,Rural,Graduate,illustrative_source
TRN-SIH26135-012131,33,Female,Bihar,Gaya,Rural,Graduate,illustrative_source
TRN-SIH26135-012132,41,Male,Punjab,Ludhiana,Urban,12th,illustrative_source
TRN-SIH26135-012133,25,Male,Telangana,Hyderabad,Rural,12th,illustrative_source
TRN-SIH26135-012134,24,Male,Karnataka,Hubballi,Urban,12th,illustrative_source
TRN-SIH26135-012135,27,Male,Kerala,Kozhikode,Rural,Graduate,illustrative_source
TRN-SIH26135-012136,31,Female,Maharashtra,Nashik,Rural,12th,illustrative_source
TRN-SIH26135-012137,23,Female,Odisha,Khordha,Urban,Graduate,illustrative_source
TRN-SIH26135-012138,23,Female,Telangana,Hyderabad,Urban,10th,illustrative_source
TRN-SIH26135-012139,27,Female,Rajasthan,Jaipur,Rural,Graduate,illustrative_source
TRN-SIH26135-012140,22,Male,West Bengal,Howrah,Urban,12th,illustrative_source
TRN-SIH26135-012141,23,Male,Tamil Nadu,Coimbatore,Urban,12th,illustrative_source
TRN-SIH26135-012142,31,Male,Bihar,Muzaffarpur,Urban,Graduate,illustrative_source
TRN-SIH26135-012143,22,Male,Odisha,Cuttack,Rural,Postgraduate,illustrative_source
TRN-SIH26135-012144,29,Male,Odisha,Sundargarh,Rural,Postgraduate,illustrative_source
TRN-SIH26135-012145,20,Male,Karnataka,Hubballi,Urban,12th,illustrative_source
TRN-SIH26135-012146,28,Male,Odisha,Khordha,Rural,Diploma,illustrative_source
TRN-SIH26135-012147,21,Male,Odisha,Ganjam,Rural,Postgraduate,illustrative_source
TRN-SIH26135-012148,26,Male,Maharashtra,Mumbai,Urban,10th,illustrative_source
TRN-SIH26135-012149,37,Male,West Bengal,Kolkata,Rural,12th,illustrative_source
TRN-SIH26135-012150,22,Male,Kerala,Thiruvananthapuram,Urban,12th,illustrative_source
TRN-SIH26135-012151,21,Male,West Bengal,Howrah,Urban,12th,illustrative_source
TRN-SIH26135-012152,29,Male,Gujarat,Surat,Urban,12th,illustrative_source
TRN-SIH26135-012153,25,Female,Uttar Pradesh,Noida,Rural,Graduate,illustrative_source
TRN-SIH26135-012154,47,Male,Rajasthan,Udaipur,Urban,12th,illustrative_source
TRN-SIH26135-012155,18,Male,Rajasthan,Jodhpur,Rural,Graduate,illustrative_source
TRN-SIH26135-012156,27,Female,Tamil Nadu,Madurai,Urban,Diploma,illustrative_source
TRN-SIH26135-012157,45,Female,Punjab,Amritsar,Urban,12th,illustrative_source
TRN-SIH26135-012158,29,Female,Odisha,Sundargarh,Rural,12th,illustrative_source
TRN-SIH26135-012159,29,Male,West Bengal,Siliguri,Rural,ITI,illustrative_source
TRN-SIH26135-012160,18,Female,Punjab,Amritsar,Rural,12th,illustrative_source
TRN-SIH26135-012161,25,Male,Odisha,Sambalpur,Urban,12th,illustrative_source
TRN-SIH26135-012162,28,Female,Maharashtra,Nagpur,Urban,12th,illustrative_source
TRN-SIH26135-012163,18,Female,Maharashtra,Nagpur,Rural,10th,illustrative_source
TRN-SIH26135-012164,33,Male,Odisha,Ganjam,Urban,10th,illustrative_source
TRN-SIH26135-012165,20,Male,West Bengal,Durgapur,Urban,12th,illustrative_source
TRN-SIH26135-012166,36,Male,Gujarat,Rajkot,Rural,Graduate,illustrative_source
TRN-SIH26135-012167,18,Female,Rajasthan,Udaipur,Urban,Diploma,illustrative_source
TRN-SIH26135-012168,31,Female,Odisha,Khordha,Rural,Graduate,illustrative_source
TRN-SIH26135-012169,34,Female,Bihar,Patna,Urban,Diploma,illustrative_source
TRN-SIH26135-012170,19,Other,West Bengal,Howrah,Urban,ITI,illustrative_source
TRN-SIH26135-012171,33,Male,Uttar Pradesh,Kanpur,Urban,Graduate,illustrative_source
TRN-SIH26135-012172,26,Male,Kerala,Thiruvananthapuram,Rural,12th,illustrative_source
TRN-SIH26135-012173,19,Female,Gujarat,Rajkot,Urban,Graduate,illustrative_source
TRN-SIH26135-012174,20,Male,Karnataka,Mysuru,Urban,10th,illustrative_source
TRN-SIH26135-012175,26,Male,West Bengal,Siliguri,Urban,ITI,illustrative_source
TRN-SIH26135-012176,28,Male,Maharashtra,Nagpur,Urban,Diploma,illustrative_source
TRN-SIH26135-012177,32,Male,Punjab,Amritsar,Urban,Graduate,illustrative_source
TRN-SIH26135-012178,26,Female,Tamil Nadu,Madurai,Urban,10th,illustrative_source
TRN-SIH26135-012179,32,Male,Odisha,Sundargarh,Urban,Graduate,illustrative_source
TRN-SIH26135-012180,28,Male,Uttar Pradesh,Noida,Rural,Diploma,illustrative_source
TRN-SIH26135-012181,27,Male,Uttar Pradesh,Agra,Urban,Diploma,illustrative_source
TRN-SIH26135-012182,18,Female,Odisha,Ganjam,Urban,12th,illustrative_source
TRN-SIH26135-012183,20,Male,Odisha,Sundargarh,Rural,10th,illustrative_source
TRN-SIH26135-012184,28,Male,West Bengal,Siliguri,Urban,Graduate,illustrative_source
TRN-SIH26135-012185,31,Male,Odisha,Sambalpur,Urban,Graduate,illustrative_source
TRN-SIH26135-012186,36,Male,Rajasthan,Udaipur,Rural,ITI,illustrative_source
TRN-SIH26135-012187,31,Female,West Bengal,Siliguri,Urban,12th,illustrative_source
TRN-SIH26135-012188,32,Male,Rajasthan,Kota,Rural,Graduate,illustrative_source
