Target_Job_Role,State,District,Snapshot_Date,Active_Postings,Candidate_Count,Demand_Score,Data_Origin
Account Executive,Gujarat,Vadodara,2026-02-01,82,58,58.57,synthetic_derived
Account Executive,Gujarat,Vadodara,2026-03-01,22,60,26.83,synthetic_derived
Account Executive,Gujarat,Vadodara,2026-04-01,27,62,30.34,synthetic_derived
Account Executive,Gujarat,Vadodara,2026-05-01,32,64,33.33,synthetic_derived
Account Executive,Gujarat,Vadodara,2026-06-01,37,66,35.92,synthetic_derived
Account Executive,Gujarat,Vadodara,2026-07-01,42,68,38.18,synthetic_derived
Account Executive,Gujarat,Vadodara,2026-08-01,47,70,40.17,synthetic_derived
Account Executive,Karnataka,Bengaluru,2024-01-01,25,109,18.66,synthetic_derived
Account Executive,Karnataka,Bengaluru,2024-02-01,30,111,21.28,synthetic_derived
Account Executive,Karnataka,Bengaluru,2024-03-01,35,113,23.65,synthetic_derived
Account Executive,Karnataka,Bengaluru,2024-04-01,40,25,61.54,synthetic_derived
Account Executive,Karnataka,Bengaluru,2024-05-01,45,27,62.5,synthetic_derived
Account Executive,Karnataka,Bengaluru,2024-06-01,50,29,63.29,synthetic_derived
Account Executive,Karnataka,Bengaluru,2024-07-01,55,31,63.95,synthetic_derived
Account Executive,Karnataka,Bengaluru,2024-08-01,60,33,64.52,synthetic_derived
Account Executive,Karnataka,Bengaluru,2024-09-01,65,35,65.0,synthetic_derived
Account Executive,Karnataka,Bengaluru,2024-10-01,70,37,65.42,synthetic_derived
Account Executive,Karnataka,Bengaluru,2024-11-01,75,39,65.79,synthetic_derived
Account Executive,Karnataka,Bengaluru,2024-12-01,80,41,66.12,synthetic_derived
Account Executive,Karnataka,Bengaluru,2025-01-01,20,43,31.75,synthetic_derived
Account Executive,Karnataka,Bengaluru,2025-02-01,25,45,35.71,synthetic_derived
Account Executive,Karnataka,Bengaluru,2025-03-01,30,47,38.96,synthetic_derived
Account Executive,Karnataka,Bengaluru,2025-04-01,35,49,41.67,synthetic_derived
Account Executive,Karnataka,Bengaluru,2025-05-01,40,51,43.96,synthetic_derived
Account Executive,Karnataka,Bengaluru,2025-06-01,45,53,45.92,synthetic_derived
Account Executive,Karnataka,Bengaluru,2025-07-01,50,55,47.62,synthetic_derived
Account Executive,Karnataka,Bengaluru,2025-08-01,55,57,49.11,synthetic_derived
Account Executive,Karnataka,Bengaluru,2025-09-01,60,59,50.42,synthetic_derived
Account Executive,Karnataka,Bengaluru,2025-10-01,65,61,51.59,synthetic_derived
Account Executive,Karnataka,Bengaluru,2025-11-01,70,63,52.63,synthetic_derived
Account Executive,Karnataka,Bengaluru,2025-12-01,75,65,53.57,synthetic_derived
Account Executive,Karnataka,Bengaluru,2026-01-01,80,67,54.42,synthetic_derived
Account Executive,Karnataka,Bengaluru,2026-02-01,20,69,22.47,synthetic_derived
Account Executive,Karnataka,Bengaluru,2026-03-01,25,71,26.04,synthetic_derived
Account Executive,Karnataka,Bengaluru,2026-04-01,30,73,29.13,synthetic_derived
Account Executive,Karnataka,Bengaluru,2026-05-01,35,75,31.82,synthetic_derived
Account Executive,Karnataka,Bengaluru,2026-06-01,40,77,34.19,synthetic_derived
Account Executive,Karnataka,Bengaluru,2026-07-01,45,79,36.29,synthetic_derived
Account Executive,Karnataka,Bengaluru,2026-08-01,50,81,38.17,synthetic_derived
Account Executive,Maharashtra,Nagpur,2024-01-01,28,30,48.28,synthetic_derived
Account Executive,Maharashtra,Nagpur,2024-02-01,33,32,50.77,synthetic_derived
Account Executive,Maharashtra,Nagpur,2024-03-01,38,34,52.78,synthetic_derived
Account Executive,Maharashtra,Nagpur,2024-04-01,43,36,54.43,synthetic_derived
Account Executive,Maharashtra,Nagpur,2024-05-01,48,38,55.81,synthetic_derived
Account Executive,Maharashtra,Nagpur,2024-06-01,53,40,56.99,synthetic_derived
Account Executive,Maharashtra,Nagpur,2024-07-01,58,42,58.0,synthetic_derived
Account Executive,Maharashtra,Nagpur,2024-08-01,63,44,58.88,synthetic_derived
Account Executive,Maharashtra,Nagpur,2024-09-01,68,46,59.65,synthetic_derived
Account Executive,Maharashtra,Nagpur,2024-10-01,73,48,60.33,synthetic_derived
Account Executive,Maharashtra,Nagpur,2024-11-01,78,50,60.94,synthetic_derived
Account Executive,Maharashtra,Nagpur,2024-12-01,18,52,25.71,synthetic_derived
Account Executive,Maharashtra,Nagpur,2025-01-01,23,54,29.87,synthetic_derived
Account Executive,Maharashtra,Nagpur,2025-02-01,28,56,33.33,synthetic_derived
Account Executive,Maharashtra,Nagpur,2025-03-01,33,58,36.26,synthetic_derived
Account Executive,Maharashtra,Nagpur,2025-04-01,38,60,38.78,synthetic_derived
Account Executive,Maharashtra,Nagpur,2025-05-01,43,62,40.95,synthetic_derived
Account Executive,Maharashtra,Nagpur,2025-06-01,48,64,42.86,synthetic_derived
Account Executive,Maharashtra,Nagpur,2025-07-01,53,66,44.54,synthetic_derived
Account Executive,Maharashtra,Nagpur,2025-08-01,58,68,46.03,synthetic_derived
Account Executive,Maharashtra,Nagpur,2025-09-01,63,70,47.37,synthetic_derived
Account Executive,Maharashtra,Nagpur,2025-10-01,68,72,48.57,synthetic_derived
Account Executive,Maharashtra,Nagpur,2025-11-01,73,74,49.66,synthetic_derived
Account Executive,Maharashtra,Nagpur,2025-12-01,78,76,50.65,synthetic_derived
Account Executive,Maharashtra,Nagpur,2026-01-01,18,78,18.75,synthetic_derived
Account Executive,Maharashtra,Nagpur,2026-02-01,23,80,22.33,synthetic_derived
Account Executive,Maharashtra,Nagpur,2026-03-01,28,82,25.45,synthetic_derived
Account Executive,Maharashtra,Nagpur,2026-04-01,33,84,28.21,synthetic_derived
Account Executive,Maharashtra,Nagpur,2026-05-01,38,86,30.65,synthetic_derived
Account Executive,Maharashtra,Nagpur,2026-06-01,43,88,32.82,synthetic_derived
Account Executive,Maharashtra,Nagpur,2026-07-01,48,90,34.78,synthetic_derived
Account Executive,Maharashtra,Nagpur,2026-08-01,53,92,36.55,synthetic_derived
Account Executive,Punjab,Ludhiana,2024-01-01,31,41,43.06,synthetic_derived
Account Executive,Punjab,Ludhiana,2024-02-01,36,43,45.57,synthetic_derived
Account Executive,Punjab,Ludhiana,2024-03-01,41,45,47.67,synthetic_derived
Account Executive,Punjab,Ludhiana,2024-04-01,46,47,49.46,synthetic_derived
Account Executive,Punjab,Ludhiana,2024-05-01,51,49,51.0,synthetic_derived
Account Executive,Punjab,Ludhiana,2024-06-01,56,51,52.34,synthetic_derived
Account Executive,Punjab,Ludhiana,2024-07-01,61,53,53.51,synthetic_derived
Account Executive,Punjab,Ludhiana,2024-08-01,66,55,54.55,synthetic_derived
Account Executive,Punjab,Ludhiana,2024-09-01,71,57,55.47,synthetic_derived
Account Executive,Punjab,Ludhiana,2024-10-01,76,59,56.3,synthetic_derived
Account Executive,Punjab,Ludhiana,2024-11-01,81,61,57.04,synthetic_derived
Account Executive,Punjab,Ludhiana,2024-12-01,21,63,25.0,synthetic_derived
Account Executive,Punjab,Ludhiana,2025-01-01,26,65,28.57,synthetic_derived
Account Executive,Punjab,Ludhiana,2025-02-01,31,67,31.63,synthetic_derived
Account Executive,Punjab,Ludhiana,2025-03-01,36,69,34.29,synthetic_derived
Account Executive,Punjab,Ludhiana,2025-04-01,41,71,36.61,synthetic_derived
Account Executive,Punjab,Ludhiana,2025-05-01,46,73,38.66,synthetic_derived
Account Executive,Punjab,Ludhiana,2025-06-01,51,75,40.48,synthetic_derived
Account Executive,Punjab,Ludhiana,2025-07-01,56,77,42.11,synthetic_derived
Account Executive,Punjab,Ludhiana,2025-08-01,61,79,43.57,synthetic_derived
Account Executive,Punjab,Ludhiana,2025-09-01,66,81,44.9,synthetic_derived
Account Executive,Punjab,Ludhiana,2025-10-01,71,83,46.1,synthetic_derived
Account Executive,Punjab,Ludhiana,2025-11-01,76,85,47.2,synthetic_derived
Account Executive,Punjab,Ludhiana,2025-12-01,81,87,48.21,synthetic_derived
Account Executive,Punjab,Ludhiana,2026-01-01,21,89,19.09,synthetic_derived
Account Executive,Punjab,Ludhiana,2026-02-01,26,91,22.22,synthetic_derived
Account Executive,Punjab,Ludhiana,2026-03-01,31,93,25.0,synthetic_derived
Account Executive,Punjab,Ludhiana,2026-04-01,36,95,27.48,synthetic_derived
Account Executive,Punjab,Ludhiana,2026-05-01,41,97,29.71,synthetic_derived
Account Executive,Punjab,Ludhiana,2026-06-01,46,99,31.72,synthetic_derived
Account Executive,Punjab,Ludhiana,2026-07-01,51,101,33.55,synthetic_derived
Account Executive,Punjab,Ludhiana,2026-08-01,56,103,35.22,synthetic_derived
Account Executive,Odisha,Khordha,2024-01-01,34,52,39.53,synthetic_derived
Account Executive,Odisha,Khordha,2024-02-01,39,54,41.94,synthetic_derived
Account Executive,Odisha,Khordha,2024-03-01,44,56,44.0,synthetic_derived
Account Executive,Odisha,Khordha,2024-04-01,49,58,45.79,synthetic_derived
Account Executive,Odisha,Khordha,2024-05-01,54,60,47.37,synthetic_derived
Account Executive,Odisha,Khordha,2024-06-01,59,62,48.76,synthetic_derived
Account Executive,Odisha,Khordha,2024-07-01,64,64,50.0,synthetic_derived
Account Executive,Odisha,Khordha,2024-08-01,69,66,51.11,synthetic_derived
Account Executive,Odisha,Khordha,2024-09-01,74,68,52.11,synthetic_derived
Account Executive,Odisha,Khordha,2024-10-01,79,70,53.02,synthetic_derived
Account Executive,Odisha,Khordha,2024-11-01,19,72,20.88,synthetic_derived
Account Executive,Odisha,Khordha,2024-12-01,24,74,24.49,synthetic_derived
Account Executive,Odisha,Khordha,2025-01-01,29,76,27.62,synthetic_derived
Account Executive,Odisha,Khordha,2025-02-01,34,78,30.36,synthetic_derived
Account Executive,Odisha,Khordha,2025-03-01,39,80,32.77,synthetic_derived
Account Executive,Odisha,Khordha,2025-04-01,44,82,34.92,synthetic_derived
Account Executive,Odisha,Khordha,2025-05-01,49,84,36.84,synthetic_derived
Account Executive,Odisha,Khordha,2025-06-01,54,86,38.57,synthetic_derived
Account Executive,Odisha,Khordha,2025-07-01,59,88,40.14,synthetic_derived
Account Executive,Odisha,Khordha,2025-08-01,64,90,41.56,synthetic_derived
Account Executive,Odisha,Khordha,2025-09-01,69,92,42.86,synthetic_derived
Account Executive,Odisha,Khordha,2025-10-01,74,94,44.05,synthetic_derived
Account Executive,Odisha,Khordha,2025-11-01,79,96,45.14,synthetic_derived
Account Executive,Odisha,Khordha,2025-12-01,19,98,16.24,synthetic_derived
Account Executive,Odisha,Khordha,2026-01-01,24,100,19.35,synthetic_derived
Account Executive,Odisha,Khordha,2026-02-01,29,102,22.14,synthetic_derived
Account Executive,Odisha,Khordha,2026-03-01,34,104,24.64,synthetic_derived
Account Executive,Odisha,Khordha,2026-04-01,39,106,26.9,synthetic_derived
Account Executive,Odisha,Khordha,2026-05-01,44,108,28.95,synthetic_derived
Account Executive,Odisha,Khordha,2026-06-01,49,110,30.82,synthetic_derived
Account Executive,Odisha,Khordha,2026-07-01,54,112,32.53,synthetic_derived
Account Executive,Odisha,Khordha,2026-08-01,59,114,34.1,synthetic_derived
Account Executive,Telangana,Hyderabad,2024-01-01,37,63,37.0,synthetic_derived
Account Executive,Telangana,Hyderabad,2024-02-01,42,65,39.25,synthetic_derived
Account Executive,Telangana,Hyderabad,2024-03-01,47,67,41.23,synthetic_derived
Account Executive,Telangana,Hyderabad,2024-04-01,52,69,42.98,synthetic_derived
Account Executive,Telangana,Hyderabad,2024-05-01,57,71,44.53,synthetic_derived
Account Executive,Telangana,Hyderabad,2024-06-01,62,73,45.93,synthetic_derived
Account Executive,Telangana,Hyderabad,2024-07-01,67,75,47.18,synthetic_derived
Account Executive,Telangana,Hyderabad,2024-08-01,72,77,48.32,synthetic_derived
Account Executive,Telangana,Hyderabad,2024-09-01,77,79,49.36,synthetic_derived
Account Executive,Telangana,Hyderabad,2024-10-01,82,81,50.31,synthetic_derived
Account Executive,Telangana,Hyderabad,2024-11-01,22,83,20.95,synthetic_derived
Account Executive,Telangana,Hyderabad,2024-12-01,27,85,24.11,synthetic_derived
Account Executive,Telangana,Hyderabad,2025-01-01,32,87,26.89,synthetic_derived
Account Executive,Telangana,Hyderabad,2025-02-01,37,89,29.37,synthetic_derived
Account Executive,Telangana,Hyderabad,2025-03-01,42,91,31.58,synthetic_derived
Account Executive,Telangana,Hyderabad,2025-04-01,47,93,33.57,synthetic_derived
Account Executive,Telangana,Hyderabad,2025-05-01,52,95,35.37,synthetic_derived
Account Executive,Telangana,Hyderabad,2025-06-01,57,97,37.01,synthetic_derived
Account Executive,Telangana,Hyderabad,2025-07-01,62,99,38.51,synthetic_derived
Account Executive,Telangana,Hyderabad,2025-08-01,67,101,39.88,synthetic_derived
Account Executive,Telangana,Hyderabad,2025-09-01,72,103,41.14,synthetic_derived
Account Executive,Telangana,Hyderabad,2025-10-01,77,105,42.31,synthetic_derived
Account Executive,Telangana,Hyderabad,2025-11-01,82,107,43.39,synthetic_derived
Account Executive,Telangana,Hyderabad,2025-12-01,22,109,16.79,synthetic_derived
Account Executive,Telangana,Hyderabad,2026-01-01,27,111,19.57,synthetic_derived
Account Executive,Telangana,Hyderabad,2026-02-01,32,113,22.07,synthetic_derived
Account Executive,Telangana,Hyderabad,2026-03-01,37,25,59.68,synthetic_derived
Account Executive,Telangana,Hyderabad,2026-04-01,42,27,60.87,synthetic_derived
Account Executive,Telangana,Hyderabad,2026-05-01,47,29,61.84,synthetic_derived
Account Executive,Telangana,Hyderabad,2026-06-01,52,31,62.65,synthetic_derived
Account Executive,Telangana,Hyderabad,2026-07-01,57,33,63.33,synthetic_derived
Account Executive,Telangana,Hyderabad,2026-08-01,62,35,63.92,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2024-01-01,40,74,35.09,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2024-02-01,45,76,37.19,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2024-03-01,50,78,39.06,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2024-04-01,55,80,40.74,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2024-05-01,60,82,42.25,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2024-06-01,65,84,43.62,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2024-07-01,70,86,44.87,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2024-08-01,75,88,46.01,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2024-09-01,80,90,47.06,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2024-10-01,20,92,17.86,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2024-11-01,25,94,21.01,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2024-12-01,30,96,23.81,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2025-01-01,35,98,26.32,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2025-02-01,40,100,28.57,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2025-03-01,45,102,30.61,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2025-04-01,50,104,32.47,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2025-05-01,55,106,34.16,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2025-06-01,60,108,35.71,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2025-07-01,65,110,37.14,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2025-08-01,70,112,38.46,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2025-09-01,75,114,39.68,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2025-10-01,80,26,75.47,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2025-11-01,20,28,41.67,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2025-12-01,25,30,45.45,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2026-01-01,30,32,48.39,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2026-02-01,35,34,50.72,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2026-03-01,40,36,52.63,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2026-04-01,45,38,54.22,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2026-05-01,50,40,55.56,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2026-06-01,55,42,56.7,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2026-07-01,60,44,57.69,synthetic_derived
Account Executive,Tamil Nadu,Coimbatore,2026-08-01,65,46,58.56,synthetic_derived
Account Executive,Odisha,Sundargarh,2024-01-01,43,85,33.59,synthetic_derived
Account Executive,Odisha,Sundargarh,2024-02-01,48,87,35.56,synthetic_derived
Account Executive,Odisha,Sundargarh,2024-03-01,53,89,37.32,synthetic_derived
Account Executive,Odisha,Sundargarh,2024-04-01,58,91,38.93,synthetic_derived
Account Executive,Odisha,Sundargarh,2024-05-01,63,93,40.38,synthetic_derived
Account Executive,Odisha,Sundargarh,2024-06-01,68,95,41.72,synthetic_derived
Account Executive,Odisha,Sundargarh,2024-07-01,73,97,42.94,synthetic_derived
Account Executive,Odisha,Sundargarh,2024-08-01,78,99,44.07,synthetic_derived
Account Executive,Odisha,Sundargarh,2024-09-01,18,101,15.13,synthetic_derived
Account Executive,Odisha,Sundargarh,2024-10-01,23,103,18.25,synthetic_derived
Account Executive,Odisha,Sundargarh,2024-11-01,28,105,21.05,synthetic_derived
Account Executive,Odisha,Sundargarh,2024-12-01,33,107,23.57,synthetic_derived
Account Executive,Odisha,Sundargarh,2025-01-01,38,109,25.85,synthetic_derived
Account Executive,Odisha,Sundargarh,2025-02-01,43,111,27.92,synthetic_derived
Account Executive,Odisha,Sundargarh,2025-03-01,48,113,29.81,synthetic_derived
Account Executive,Odisha,Sundargarh,2025-04-01,53,25,67.95,synthetic_derived
Account Executive,Odisha,Sundargarh,2025-05-01,58,27,68.24,synthetic_derived
Account Executive,Odisha,Sundargarh,2025-06-01,63,29,68.48,synthetic_derived
Account Executive,Odisha,Sundargarh,2025-07-01,68,31,68.69,synthetic_derived
Account Executive,Odisha,Sundargarh,2025-08-01,73,33,68.87,synthetic_derived
Account Executive,Odisha,Sundargarh,2025-09-01,78,35,69.03,synthetic_derived
Account Executive,Odisha,Sundargarh,2025-10-01,18,37,32.73,synthetic_derived
Account Executive,Odisha,Sundargarh,2025-11-01,23,39,37.1,synthetic_derived
Account Executive,Odisha,Sundargarh,2025-12-01,28,41,40.58,synthetic_derived
Account Executive,Odisha,Sundargarh,2026-01-01,33,43,43.42,synthetic_derived
Account Executive,Odisha,Sundargarh,2026-02-01,38,45,45.78,synthetic_derived
Account Executive,Odisha,Sundargarh,2026-03-01,43,47,47.78,synthetic_derived
Account Executive,Odisha,Sundargarh,2026-04-01,48,49,49.48,synthetic_derived
Account Executive,Odisha,Sundargarh,2026-05-01,53,51,50.96,synthetic_derived
Account Executive,Odisha,Sundargarh,2026-06-01,58,53,52.25,synthetic_derived
Account Executive,Odisha,Sundargarh,2026-07-01,63,55,53.39,synthetic_derived
Account Executive,Odisha,Sundargarh,2026-08-01,68,57,54.4,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2024-01-01,46,96,32.39,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2024-02-01,51,98,34.23,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2024-03-01,56,100,35.9,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2024-04-01,61,102,37.42,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2024-05-01,66,104,38.82,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2024-06-01,71,106,40.11,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2024-07-01,76,108,41.3,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2024-08-01,81,110,42.41,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2024-09-01,21,112,15.79,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2024-10-01,26,114,18.57,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2024-11-01,31,26,54.39,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2024-12-01,36,28,56.25,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2025-01-01,41,30,57.75,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2025-02-01,46,32,58.97,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2025-03-01,51,34,60.0,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2025-04-01,56,36,60.87,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2025-05-01,61,38,61.62,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2025-06-01,66,40,62.26,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2025-07-01,71,42,62.83,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2025-08-01,76,44,63.33,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2025-09-01,81,46,63.78,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2025-10-01,21,48,30.43,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2025-11-01,26,50,34.21,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2025-12-01,31,52,37.35,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2026-01-01,36,54,40.0,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2026-02-01,41,56,42.27,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2026-03-01,46,58,44.23,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2026-04-01,51,60,45.95,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2026-05-01,56,62,47.46,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2026-06-01,61,64,48.8,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2026-07-01,66,66,50.0,synthetic_derived
Account Executive,Bihar,Muzaffarpur,2026-08-01,71,68,51.08,synthetic_derived
Account Executive,Gujarat,Rajkot,2024-01-01,49,107,31.41,synthetic_derived
Account Executive,Gujarat,Rajkot,2024-02-01,54,109,33.13,synthetic_derived
Account Executive,Gujarat,Rajkot,2024-03-01,59,111,34.71,synthetic_derived
Account Executive,Gujarat,Rajkot,2024-04-01,64,113,36.16,synthetic_derived
Account Executive,Gujarat,Rajkot,2024-05-01,69,25,73.4,synthetic_derived
Account Executive,Gujarat,Rajkot,2024-06-01,74,27,73.27,synthetic_derived
Account Executive,Gujarat,Rajkot,2024-07-01,79,29,73.15,synthetic_derived
Account Executive,Gujarat,Rajkot,2024-08-01,19,31,38.0,synthetic_derived
Account Executive,Gujarat,Rajkot,2024-09-01,24,33,42.11,synthetic_derived
Account Executive,Gujarat,Rajkot,2024-10-01,29,35,45.31,synthetic_derived
Account Executive,Gujarat,Rajkot,2024-11-01,34,37,47.89,synthetic_derived
Account Executive,Gujarat,Rajkot,2024-12-01,39,39,50.0,synthetic_derived
Account Executive,Gujarat,Rajkot,2025-01-01,44,41,51.76,synthetic_derived
Account Executive,Gujarat,Rajkot,2025-02-01,49,43,53.26,synthetic_derived
Account Executive,Gujarat,Rajkot,2025-03-01,54,45,54.55,synthetic_derived
Account Executive,Gujarat,Rajkot,2025-04-01,59,47,55.66,synthetic_derived
Account Executive,Gujarat,Rajkot,2025-05-01,64,49,56.64,synthetic_derived
Account Executive,Gujarat,Rajkot,2025-06-01,69,51,57.5,synthetic_derived
Account Executive,Gujarat,Rajkot,2025-07-01,74,53,58.27,synthetic_derived
Account Executive,Gujarat,Rajkot,2025-08-01,79,55,58.96,synthetic_derived
Account Executive,Gujarat,Rajkot,2025-09-01,19,57,25.0,synthetic_derived
Account Executive,Gujarat,Rajkot,2025-10-01,24,59,28.92,synthetic_derived
Account Executive,Gujarat,Rajkot,2025-11-01,29,61,32.22,synthetic_derived
Account Executive,Gujarat,Rajkot,2025-12-01,34,63,35.05,synthetic_derived
Account Executive,Gujarat,Rajkot,2026-01-01,39,65,37.5,synthetic_derived
Account Executive,Gujarat,Rajkot,2026-02-01,44,67,39.64,synthetic_derived
Account Executive,Gujarat,Rajkot,2026-03-01,49,69,41.53,synthetic_derived
Account Executive,Gujarat,Rajkot,2026-04-01,54,71,43.2,synthetic_derived
Account Executive,Gujarat,Rajkot,2026-05-01,59,73,44.7,synthetic_derived
Account Executive,Gujarat,Rajkot,2026-06-01,64,75,46.04,synthetic_derived
Account Executive,Gujarat,Rajkot,2026-07-01,69,77,47.26,synthetic_derived
Account Executive,Gujarat,Rajkot,2026-08-01,74,79,48.37,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2024-01-01,52,28,65.0,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2024-02-01,57,30,65.52,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2024-03-01,62,32,65.96,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2024-04-01,67,34,66.34,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2024-05-01,72,36,66.67,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2024-06-01,77,38,66.96,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2024-07-01,82,40,67.21,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2024-08-01,22,42,34.38,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2024-09-01,27,44,38.03,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2024-10-01,32,46,41.03,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2024-11-01,37,48,43.53,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2024-12-01,42,50,45.65,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2025-01-01,47,52,47.47,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2025-02-01,52,54,49.06,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2025-03-01,57,56,50.44,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2025-04-01,62,58,51.67,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2025-05-01,67,60,52.76,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2025-06-01,72,62,53.73,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2025-07-01,77,64,54.61,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2025-08-01,82,66,55.41,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2025-09-01,22,68,24.44,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2025-10-01,27,70,27.84,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2025-11-01,32,72,30.77,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2025-12-01,37,74,33.33,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2026-01-01,42,76,35.59,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2026-02-01,47,78,37.6,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2026-03-01,52,80,39.39,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2026-04-01,57,82,41.01,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2026-05-01,62,84,42.47,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2026-06-01,67,86,43.79,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2026-07-01,72,88,45.0,synthetic_derived
Account Executive,Uttar Pradesh,Lucknow,2026-08-01,77,90,46.11,synthetic_derived
Account Executive,Telangana,Nizamabad,2024-01-01,55,39,58.51,synthetic_derived
Account Executive,Telangana,Nizamabad,2024-02-01,60,41,59.41,synthetic_derived
Account Executive,Telangana,Nizamabad,2024-03-01,65,43,60.19,synthetic_derived
Account Executive,Telangana,Nizamabad,2024-04-01,70,45,60.87,synthetic_derived
Account Executive,Telangana,Nizamabad,2024-05-01,75,47,61.48,synthetic_derived
