Trainee_ID,Course,Training_Provider,Training_Duration_Weeks,Attendance_Percent,Assessment_Score,Certification,Internship,Previous_Experience_Years,Target_Job_Role,Completion_Date,Training_Start_Date,Training_Performance,Data_Origin,State,District,Education_Level,Rural_Urban,Skill_Gap_Score,Missing_Skill_Count,Skill_Coverage_Percent,Snapshot_Date,Demand_Score,Skills_Text,Placement_Target
TRN-SIH26135-014746,Graphic Design,NextGen Academy,12,44.8,81.4,No,No,1.0,Graphic Designer,2024-06-14,2024-03-22,64.93,derived_training_snapshot,Gujarat,Surat,ITI,Urban,72.81,2,33.33,2024-06-01,48.85,data_analysis digital_marketing python,1
TRN-SIH26135-014747,Web Development,SkillForge Institute,12,95.6,82.2,No,No,2.4,Web Developer,2024-06-27,2024-04-04,88.23,derived_training_snapshot,Odisha,Sundargarh,12th,Urban,60.0,2,33.33,2024-06-01,57.14,excel healthcare_operations javascript,1
TRN-SIH26135-014748,Mobile App Development,TechSkill Academy,12,53.9,69.7,Yes,Yes,2.9,Software Developer,2024-07-10,2024-04-17,62.59,derived_training_snapshot,Kerala,Kochi,10th,Rural,100.0,3,0.0,2024-07-01,66.1,azure machine_learning networking,1
TRN-SIH26135-014749,Networking,National Training Network,8,67.2,52.1,Yes,Yes,0.6,Support Engineer,2024-07-23,2024-05-28,58.9,derived_training_snapshot,Telangana,Hyderabad,Graduate,Urban,47.24,1,66.67,2024-07-01,68.42,linux networking power_bi,0
TRN-SIH26135-014750,Digital Marketing,Digital India Centre,12,82.7,83.0,Yes,No,1.1,Digital Marketing Executive,2024-08-05,2024-05-13,82.87,derived_training_snapshot,Gujarat,Ahmedabad,Graduate,Rural,80.0,2,33.33,2024-08-01,36.8,excel react sales,1
TRN-SIH26135-014751,Accounting & GST,Udaan Skills,4,71.7,71.8,Yes,Yes,1.5,Account Executive,2024-08-18,2024-07-21,71.75,derived_training_snapshot,Rajasthan,Jodhpur,ITI,Urban,80.0,2,33.33,2024-08-01,28.33,communication javascript sql,1
TRN-SIH26135-014752,Electrical Technician,NSDC Partner Hub,16,64.5,63.3,Yes,Yes,2.7,Technician,2024-08-31,2024-05-11,63.84,derived_training_snapshot,West Bengal,Kolkata,ITI,Urban,100.0,3,0.0,2024-08-01,39.46,data_analysis java power_bi,1
TRN-SIH26135-014753,Cloud Computing,Udaan Skills,6,90.6,79.4,Yes,No,0.8,Cloud Associate,2024-09-13,2024-08-02,84.44,derived_training_snapshot,Odisha,Ganjam,Postgraduate,Urban,78.86,2,33.33,2024-09-01,60.44,digital_marketing linux sales,1
TRN-SIH26135-014754,Digital Marketing,NextGen Academy,12,68.1,92.7,No,No,3.4,Digital Marketing Executive,2024-09-26,2024-07-04,81.63,derived_training_snapshot,Odisha,Sundargarh,10th,Rural,100.0,3,0.0,2024-09-01,59.74,azure java sales,1
TRN-SIH26135-014755,Healthcare Assistant,NextGen Academy,6,100.0,79.3,Yes,No,1.7,Healthcare Assistant,2024-10-09,2024-08-28,88.62,derived_training_snapshot,Bihar,Gaya,Diploma,Rural,100.0,3,0.0,2024-10-01,41.24,data_analysis python react,1
TRN-SIH26135-014756,Mobile App Development,Odisha Skill Centre,24,90.5,71.7,Yes,No,0.6,Software Developer,2024-10-22,2024-05-07,80.16,derived_training_snapshot,Bihar,Gaya,Graduate,Urban,100.0,3,0.0,2024-10-01,16.18,autocad linux react,1
TRN-SIH26135-014757,Graphic Design,SkillForge Institute,12,78.4,57.8,Yes,No,2.5,Graphic Designer,2024-11-04,2024-08-12,67.07,derived_training_snapshot,Karnataka,Bengaluru,Graduate,Rural,75.0,2,33.33,2024-11-01,41.28,data_analysis excel sales,0
TRN-SIH26135-014758,Retail Operations,SkillForge Institute,6,77.0,62.4,Yes,No,0.7,Sales Executive,2024-11-17,2024-10-06,68.97,derived_training_snapshot,Karnataka,Bengaluru,12th,Urban,69.29,2,33.33,2024-11-01,44.36,accounting communication javascript,1
TRN-SIH26135-014759,Mobile App Development,NSDC Partner Hub,12,62.2,66.6,Yes,Yes,4.5,Software Developer,2024-11-30,2024-09-07,64.62,derived_training_snapshot,Tamil Nadu,Chennai,Graduate,Urban,100.0,3,0.0,2024-11-01,31.79,azure javascript machine_learning,1
TRN-SIH26135-014760,Healthcare Assistant,NSDC Partner Hub,8,73.7,60.9,Yes,No,2.8,Healthcare Assistant,2024-12-13,2024-10-18,66.66,derived_training_snapshot,Tamil Nadu,Chennai,12th,Urban,79.77,2,33.33,2024-12-01,29.1,aws communication machine_learning,1
TRN-SIH26135-014761,Machine Learning,Empower Skills Institute,4,64.5,55.2,Yes,Yes,2.5,Data Analyst,2024-12-26,2024-11-28,59.39,derived_training_snapshot,Gujarat,Vadodara,10th,Urban,100.0,3,0.0,2024-12-01,42.31,javascript machine_learning react,1
TRN-SIH26135-014762,Graphic Design,Empower Skills Institute,4,89.2,70.6,No,No,0.4,Graphic Designer,2025-01-08,2024-12-11,78.97,derived_training_snapshot,Tamil Nadu,Coimbatore,Diploma,Urban,100.0,3,0.0,2025-01-01,67.96,cybersecurity sales sql,1
TRN-SIH26135-014763,Graphic Design,Empower Skills Institute,12,93.9,90.3,Yes,Yes,0.7,Graphic Designer,2025-01-21,2024-10-29,91.92,derived_training_snapshot,Rajasthan,Udaipur,Graduate,Urban,100.0,3,0.0,2025-01-01,36.0,data_analysis healthcare_operations sales,1
TRN-SIH26135-014764,Advanced Java Development,Digital India Centre,8,87.4,73.6,No,Yes,0.4,Software Developer,2025-02-03,2024-12-09,79.81,derived_training_snapshot,Tamil Nadu,Coimbatore,10th,Urban,68.03,2,33.33,2025-02-01,38.27,accounting healthcare_operations java,1
TRN-SIH26135-014765,Python Programming,NSDC Partner Hub,24,78.5,72.1,Yes,No,1.3,Software Developer,2025-02-16,2024-09-01,74.98,derived_training_snapshot,Rajasthan,Jodhpur,Diploma,Rural,65.51,2,33.33,2025-02-01,53.4,aws data_analysis python,1
TRN-SIH26135-014766,Electrical Technician,National Training Network,16,72.2,61.0,Yes,No,2.8,Technician,2025-03-01,2024-11-09,66.04,derived_training_snapshot,Bihar,Gaya,10th,Urban,100.0,3,0.0,2025-03-01,58.1,accounting aws digital_marketing,1
TRN-SIH26135-014767,Networking,Pragati Learning Hub,6,82.2,59.4,Yes,No,1.9,Support Engineer,2025-03-14,2025-01-31,69.66,derived_training_snapshot,Maharashtra,Mumbai,10th,Rural,100.0,3,0.0,2025-03-01,31.91,cybersecurity healthcare_operations javascript,0
TRN-SIH26135-014768,Advanced Java Development,TechSkill Academy,12,92.8,89.9,Yes,Yes,2.1,Software Developer,2025-03-27,2025-01-02,91.21,derived_training_snapshot,Odisha,Khordha,Postgraduate,Rural,100.0,3,0.0,2025-03-01,50.0,autocad data_analysis linux,1
TRN-SIH26135-014769,Machine Learning,SkillForge Institute,4,80.8,70.0,Yes,No,2.8,Data Analyst,2025-04-09,2025-03-12,74.86,derived_training_snapshot,Gujarat,Ahmedabad,12th,Rural,65.0,2,33.33,2025-04-01,46.75,aws digital_marketing python,1
TRN-SIH26135-014770,Digital Marketing,FutureWorks Training,6,68.2,70.4,Yes,Yes,0.2,Digital Marketing Executive,2025-04-22,2025-03-11,69.41,derived_training_snapshot,West Bengal,Durgapur,10th,Rural,100.0,3,0.0,2025-04-01,35.95,cybersecurity data_analysis python,1
TRN-SIH26135-014771,Networking,SkillForge Institute,6,71.2,71.8,Yes,Yes,0.2,Support Engineer,2025-05-05,2025-03-24,71.53,derived_training_snapshot,Maharashtra,Pune,12th,Rural,100.0,3,0.0,2025-05-01,60.66,aws digital_marketing react,1
TRN-SIH26135-014772,Cloud Computing,NSDC Partner Hub,24,100.0,72.0,Yes,No,1.5,Cloud Associate,2025-05-18,2024-12-01,84.6,derived_training_snapshot,Kerala,Kochi,12th,Rural,100.0,3,0.0,2025-05-01,75.96,machine_learning networking sql,1
TRN-SIH26135-014773,Graphic Design,SkillForge Institute,8,75.2,93.7,Yes,Yes,2.9,Graphic Designer,2025-05-31,2025-04-05,85.38,derived_training_snapshot,Karnataka,Mysuru,Diploma,Rural,75.0,2,33.33,2025-05-01,68.97,excel power_bi react,1
TRN-SIH26135-014774,Accounting & GST,FutureWorks Training,8,79.7,89.3,Yes,No,0.7,Account Executive,2025-06-13,2025-04-18,84.98,derived_training_snapshot,Gujarat,Surat,Graduate,Urban,100.0,3,0.0,2025-06-01,26.67,machine_learning networking react,1
TRN-SIH26135-014775,Digital Marketing,NSDC Partner Hub,20,68.0,56.2,Yes,Yes,1.1,Digital Marketing Executive,2025-06-26,2025-02-06,61.51,derived_training_snapshot,Kerala,Kozhikode,12th,Rural,80.0,2,33.33,2025-06-01,43.4,excel javascript machine_learning,1
TRN-SIH26135-014776,Web Development,Odisha Skill Centre,4,69.4,32.2,No,Yes,0.8,Web Developer,2025-07-09,2025-06-11,48.94,derived_training_snapshot,West Bengal,Siliguri,12th,Urban,100.0,3,0.0,2025-07-01,70.09,autocad excel power_bi,1
TRN-SIH26135-014777,Mobile App Development,Odisha Skill Centre,12,71.6,60.9,Yes,No,0.2,Software Developer,2025-07-22,2025-04-29,65.72,derived_training_snapshot,Karnataka,Mangaluru,Graduate,Urban,100.0,3,0.0,2025-07-01,45.81,accounting excel power_bi,1
TRN-SIH26135-014778,Electrical Technician,Odisha Skill Centre,24,90.2,88.9,No,No,1.4,Technician,2025-08-04,2025-02-17,89.49,derived_training_snapshot,Odisha,Cuttack,10th,Rural,70.0,2,33.33,2025-08-01,28.75,data_analysis javascript networking,1
TRN-SIH26135-014779,Python Programming,Empower Skills Institute,12,68.0,55.9,Yes,Yes,6.2,Software Developer,2025-08-17,2025-05-25,61.34,derived_training_snapshot,Karnataka,Hubballi,Graduate,Urban,44.9,0,100.0,2025-08-01,51.06,java python sql,1
TRN-SIH26135-014780,Python Programming,Digital India Centre,24,74.3,85.3,No,No,0.3,Software Developer,2025-08-30,2025-03-15,80.35,derived_training_snapshot,Maharashtra,Pune,Graduate,Rural,100.0,3,0.0,2025-08-01,62.6,linux machine_learning sales,1
TRN-SIH26135-014781,Retail Operations,FutureWorks Training,16,70.0,38.6,No,No,1.1,Sales Executive,2025-09-12,2025-05-23,52.73,derived_training_snapshot,Punjab,Ludhiana,12th,Rural,100.0,3,0.0,2025-09-01,65.79,autocad azure digital_marketing,0
TRN-SIH26135-014782,Machine Learning,Digital India Centre,8,73.0,36.9,Yes,No,1.1,Data Analyst,2025-09-25,2025-07-31,53.15,derived_training_snapshot,Telangana,Warangal,Diploma,Urban,84.93,2,33.33,2025-09-01,31.82,linux machine_learning python,1
TRN-SIH26135-014783,Python Programming,Digital India Centre,12,61.7,69.4,No,Yes,4.9,Software Developer,2025-10-08,2025-07-16,65.94,derived_training_snapshot,Maharashtra,Mumbai,12th,Rural,100.0,3,0.0,2025-10-01,41.01,accounting communication react,0
TRN-SIH26135-014784,Networking,National Training Network,8,95.7,75.2,Yes,Yes,2.4,Support Engineer,2025-10-21,2025-08-26,84.43,derived_training_snapshot,Odisha,Ganjam,Diploma,Rural,100.0,3,0.0,2025-10-01,31.08,accounting aws cybersecurity,1
TRN-SIH26135-014785,Mobile App Development,NextGen Academy,6,67.9,55.9,No,No,1.4,Software Developer,2025-11-03,2025-09-22,61.3,derived_training_snapshot,West Bengal,Kolkata,Postgraduate,Urban,83.57,2,33.33,2025-11-01,33.13,digital_marketing linux python,0
TRN-SIH26135-014786,Data Analytics,FutureWorks Training,24,91.8,44.1,Yes,Yes,0.9,Data Analyst,2025-11-16,2025-06-01,65.56,derived_training_snapshot,Maharashtra,Nashik,Graduate,Rural,100.0,3,0.0,2025-11-01,45.45,linux machine_learning sales,0
TRN-SIH26135-014787,Electrical Technician,NSDC Partner Hub,16,68.2,60.8,Yes,Yes,0.4,Technician,2025-11-29,2025-08-09,64.13,derived_training_snapshot,Maharashtra,Pune,Graduate,Urban,100.0,3,0.0,2025-11-01,41.44,cybersecurity data_analysis sql,1
TRN-SIH26135-014788,Data Analytics,Odisha Skill Centre,8,83.5,84.1,Yes,No,0.5,Data Analyst,2025-12-12,2025-10-17,83.83,derived_training_snapshot,Uttar Pradesh,Noida,Graduate,Urban,100.0,3,0.0,2025-12-01,41.43,autocad digital_marketing java,1
TRN-SIH26135-014789,Machine Learning,National Training Network,6,97.7,89.2,Yes,Yes,0.4,Data Analyst,2024-01-05,2023-11-24,93.03,derived_training_snapshot,Punjab,Amritsar,Graduate,Rural,100.0,3,0.0,2024-01-01,43.18,accounting cybersecurity sales,1
TRN-SIH26135-014790,Data Analytics,FutureWorks Training,8,81.8,60.9,Yes,No,0.2,Data Analyst,2024-01-18,2023-11-23,70.31,derived_training_snapshot,Punjab,Jalandhar,Graduate,Urban,76.71,2,33.33,2024-01-01,36.24,healthcare_operations linux python,1
TRN-SIH26135-014791,Retail Operations,Udaan Skills,8,86.2,92.8,Yes,Yes,1.3,Sales Executive,2024-01-31,2023-12-06,89.83,derived_training_snapshot,Bihar,Gaya,ITI,Rural,100.0,3,0.0,2024-01-01,27.78,accounting digital_marketing react,1
TRN-SIH26135-014792,Python Programming,Empower Skills Institute,6,72.0,97.3,No,No,0.9,Software Developer,2024-02-13,2024-01-02,85.91,derived_training_snapshot,Punjab,Amritsar,ITI,Urban,100.0,3,0.0,2024-02-01,53.15,autocad networking power_bi,1
TRN-SIH26135-014793,Machine Learning,Udaan Skills,12,76.1,62.6,Yes,No,1.2,Data Analyst,2024-02-26,2023-12-04,68.68,derived_training_snapshot,Karnataka,Bengaluru,Graduate,Urban,75.31,2,33.33,2024-02-01,58.62,data_analysis networking python,1
TRN-SIH26135-014794,Digital Marketing,FutureWorks Training,12,64.9,91.8,Yes,Yes,5.4,Digital Marketing Executive,2024-03-10,2023-12-17,79.7,derived_training_snapshot,Tamil Nadu,Madurai,12th,Urban,100.0,3,0.0,2024-03-01,41.13,healthcare_operations machine_learning power_bi,1
TRN-SIH26135-014795,Accounting & GST,Empower Skills Institute,12,73.6,69.1,Yes,No,2.9,Account Executive,2024-03-23,2023-12-30,71.12,derived_training_snapshot,Rajasthan,Udaipur,ITI,Urban,100.0,3,0.0,2024-03-01,40.0,digital_marketing healthcare_operations react,0
TRN-SIH26135-014796,Digital Marketing,Pragati Learning Hub,12,73.1,68.3,Yes,Yes,0.0,Digital Marketing Executive,2024-04-05,2024-01-12,70.46,derived_training_snapshot,Telangana,Hyderabad,Graduate,Urban,74.5,2,33.33,2024-04-01,47.34,azure communication sales,1
TRN-SIH26135-014797,Healthcare Assistant,National Training Network,4,79.1,71.4,No,Yes,1.6,Healthcare Assistant,2024-04-18,2024-03-21,74.87,derived_training_snapshot,Rajasthan,Jodhpur,Diploma,Rural,70.0,2,33.33,2024-04-01,34.15,communication cybersecurity java,1
TRN-SIH26135-014798,Python Programming,NSDC Partner Hub,20,65.2,73.6,Yes,Yes,0.7,Software Developer,2024-05-01,2023-12-13,69.82,derived_training_snapshot,Bihar,Muzaffarpur,12th,Urban,100.0,3,0.0,2024-05-01,51.35,javascript linux react,0
TRN-SIH26135-014799,Networking,FutureWorks Training,12,64.7,59.6,No,Yes,2.0,Support Engineer,2024-05-14,2024-02-20,61.9,derived_training_snapshot,Maharashtra,Nashik,12th,Urban,80.88,2,33.33,2024-05-01,26.23,communication sales sql,0
TRN-SIH26135-014800,Graphic Design,Udaan Skills,8,86.5,87.5,Yes,Yes,0.5,Graphic Designer,2024-05-27,2024-04-01,87.05,derived_training_snapshot,Kerala,Kochi,12th,Rural,100.0,3,0.0,2024-05-01,29.75,aws healthcare_operations react,1
TRN-SIH26135-014801,Mobile App Development,Empower Skills Institute,12,92.8,66.6,No,No,0.7,Software Developer,2024-06-09,2024-03-17,78.39,derived_training_snapshot,Bihar,Muzaffarpur,Graduate,Rural,70.0,2,33.33,2024-06-01,52.54,cybersecurity digital_marketing sql,1
TRN-SIH26135-014802,Retail Operations,NSDC Partner Hub,16,73.3,67.4,No,No,0.5,Sales Executive,2024-06-22,2024-03-02,70.06,derived_training_snapshot,Gujarat,Surat,12th,Urban,100.0,3,0.0,2024-06-01,50.32,cybersecurity javascript power_bi,0
TRN-SIH26135-014803,Cloud Computing,Pragati Learning Hub,20,60.1,58.8,Yes,No,2.7,Cloud Associate,2024-07-05,2024-02-16,59.39,derived_training_snapshot,Tamil Nadu,Salem,ITI,Rural,100.0,3,0.0,2024-07-01,35.0,healthcare_operations javascript react,0
TRN-SIH26135-014804,Mobile App Development,SkillForge Institute,12,76.0,68.5,Yes,Yes,0.2,Software Developer,2024-07-18,2024-04-25,71.88,derived_training_snapshot,Telangana,Warangal,12th,Urban,100.0,3,0.0,2024-07-01,43.65,communication excel javascript,1
TRN-SIH26135-014805,Cloud Computing,NSDC Partner Hub,16,68.1,70.7,Yes,No,0.1,Cloud Associate,2024-07-31,2024-04-10,69.53,derived_training_snapshot,Maharashtra,Mumbai,Graduate,Urban,68.73,2,33.33,2024-07-01,66.39,azure digital_marketing networking,1
TRN-SIH26135-014806,Python Programming,Odisha Skill Centre,16,76.8,71.6,Yes,Yes,0.4,Software Developer,2024-08-13,2024-04-23,73.94,derived_training_snapshot,Telangana,Nizamabad,Postgraduate,Rural,100.0,3,0.0,2024-08-01,46.55,communication data_analysis digital_marketing,1
TRN-SIH26135-014807,Healthcare Assistant,Empower Skills Institute,8,94.6,84.0,Yes,Yes,0.9,Healthcare Assistant,2024-08-26,2024-07-01,88.77,derived_training_snapshot,Uttar Pradesh,Noida,12th,Rural,100.0,3,0.0,2024-08-01,23.49,javascript linux react,1
TRN-SIH26135-014808,Healthcare Assistant,National Training Network,12,93.9,99.3,Yes,Yes,0.9,Healthcare Assistant,2024-09-08,2024-06-16,96.87,derived_training_snapshot,Gujarat,Surat,Graduate,Urban,70.0,2,33.33,2024-09-01,21.21,aws communication data_analysis,1
TRN-SIH26135-014809,Cybersecurity,Odisha Skill Centre,8,57.9,45.2,Yes,Yes,0.1,Cybersecurity Associate,2024-09-21,2024-07-27,50.92,derived_training_snapshot,Maharashtra,Nashik,ITI,Urban,100.0,3,0.0,2024-09-01,51.91,azure power_bi python,1
TRN-SIH26135-014810,Retail Operations,Digital India Centre,6,80.4,75.8,Yes,No,0.4,Sales Executive,2024-10-04,2024-08-23,77.87,derived_training_snapshot,Gujarat,Ahmedabad,Diploma,Urban,100.0,3,0.0,2024-10-01,44.0,data_analysis java python,1
TRN-SIH26135-014811,Electrical Technician,Empower Skills Institute,16,65.1,76.9,No,No,1.0,Technician,2024-10-17,2024-06-27,71.59,derived_training_snapshot,Kerala,Kochi,12th,Rural,100.0,3,0.0,2024-10-01,42.86,azure data_analysis digital_marketing,0
TRN-SIH26135-014812,Advanced Java Development,TechSkill Academy,12,71.8,66.2,No,Yes,0.1,Software Developer,2024-10-30,2024-08-07,68.72,derived_training_snapshot,Odisha,Sambalpur,10th,Urban,100.0,3,0.0,2024-10-01,42.7,aws networking react,0
TRN-SIH26135-014813,Machine Learning,Digital India Centre,4,87.9,62.4,Yes,No,0.4,Data Analyst,2024-11-12,2024-10-15,73.88,derived_training_snapshot,Odisha,Ganjam,Graduate,Rural,100.0,3,0.0,2024-11-01,61.24,java linux sales,1
TRN-SIH26135-014814,Machine Learning,Pragati Learning Hub,12,63.5,74.0,Yes,No,6.1,Data Analyst,2024-11-25,2024-09-02,69.28,derived_training_snapshot,Bihar,Muzaffarpur,Graduate,Urban,100.0,3,0.0,2024-11-01,55.91,linux machine_learning networking,1
TRN-SIH26135-014815,Retail Operations,NextGen Academy,16,74.7,63.6,Yes,Yes,0.5,Sales Executive,2024-12-08,2024-08-18,68.59,derived_training_snapshot,Uttar Pradesh,Lucknow,Graduate,Rural,63.31,2,33.33,2024-12-01,23.42,javascript react sales,1
TRN-SIH26135-014816,Retail Operations,TechSkill Academy,8,73.8,60.4,Yes,No,0.8,Sales Executive,2024-12-21,2024-10-26,66.43,derived_training_snapshot,Gujarat,Vadodara,Diploma,Rural,100.0,3,0.0,2024-12-01,48.41,autocad healthcare_operations linux,1
TRN-SIH26135-014817,Electrical Technician,Digital India Centre,12,75.6,88.8,Yes,No,1.2,Technician,2025-01-03,2024-10-11,82.86,derived_training_snapshot,Punjab,Ludhiana,Diploma,Urban,100.0,3,0.0,2025-01-01,55.36,azure communication data_analysis,1
TRN-SIH26135-014818,Graphic Design,SkillForge Institute,8,85.4,60.7,Yes,No,0.2,Graphic Designer,2025-01-16,2024-11-21,71.82,derived_training_snapshot,Rajasthan,Jodhpur,12th,Urban,100.0,3,0.0,2025-01-01,48.33,linux networking python,1
TRN-SIH26135-014819,Python Programming,Pragati Learning Hub,4,79.5,61.6,No,No,0.9,Software Developer,2025-01-29,2025-01-01,69.66,derived_training_snapshot,Gujarat,Ahmedabad,Graduate,Rural,100.0,3,0.0,2025-01-01,23.78,communication excel javascript,1
TRN-SIH26135-014820,Accounting & GST,Udaan Skills,8,62.2,78.0,Yes,Yes,0.3,Account Executive,2025-02-11,2024-12-17,70.89,derived_training_snapshot,Maharashtra,Mumbai,Graduate,Urban,100.0,3,0.0,2025-02-01,46.15,autocad python react,1
TRN-SIH26135-014821,Graphic Design,National Training Network,6,78.2,69.7,No,No,0.7,Graphic Designer,2025-02-24,2025-01-13,73.53,derived_training_snapshot,Kerala,Thiruvananthapuram,Graduate,Rural,100.0,3,0.0,2025-02-01,64.86,java javascript sql,1
TRN-SIH26135-014822,Healthcare Assistant,NextGen Academy,6,70.4,58.4,No,No,4.2,Healthcare Assistant,2025-03-09,2025-01-26,63.8,derived_training_snapshot,Kerala,Kozhikode,Graduate,Urban,84.57,2,33.33,2025-03-01,41.98,azure excel python,0
TRN-SIH26135-014823,Machine Learning,Odisha Skill Centre,4,68.1,47.8,Yes,No,0.3,Data Analyst,2025-03-22,2025-02-22,56.94,derived_training_snapshot,Telangana,Warangal,Graduate,Urban,100.0,3,0.0,2025-03-01,16.96,aws healthcare_operations linux,1
TRN-SIH26135-014824,Machine Learning,Digital India Centre,16,85.3,75.6,No,No,1.1,Data Analyst,2025-04-04,2024-12-13,79.97,derived_training_snapshot,Uttar Pradesh,Lucknow,10th,Rural,77.57,2,33.33,2025-04-01,19.78,cybersecurity machine_learning power_bi,0
TRN-SIH26135-014825,Cloud Computing,National Training Network,6,71.7,71.9,Yes,Yes,5.3,Cloud Associate,2025-04-17,2025-03-06,71.81,derived_training_snapshot,Uttar Pradesh,Kanpur,12th,Urban,100.0,3,0.0,2025-04-01,54.37,cybersecurity machine_learning python,1
TRN-SIH26135-014826,Networking,FutureWorks Training,16,52.1,61.8,No,Yes,1.9,Support Engineer,2025-04-30,2025-01-08,57.44,derived_training_snapshot,West Bengal,Durgapur,Graduate,Urban,100.0,3,0.0,2025-04-01,43.1,aws java python,1
TRN-SIH26135-014827,Networking,FutureWorks Training,12,75.2,62.2,Yes,Yes,1.1,Support Engineer,2025-05-13,2025-02-18,68.05,derived_training_snapshot,West Bengal,Howrah,Diploma,Urban,100.0,3,0.0,2025-05-01,38.58,cybersecurity healthcare_operations sql,1
TRN-SIH26135-014828,Data Analytics,Udaan Skills,4,63.2,60.0,Yes,Yes,3.1,Data Analyst,2025-05-26,2025-04-28,61.44,derived_training_snapshot,Rajasthan,Udaipur,Diploma,Rural,75.86,2,33.33,2025-05-01,38.96,data_analysis power_bi sales,1
TRN-SIH26135-014829,Electrical Technician,National Training Network,16,72.4,70.8,Yes,Yes,0.3,Technician,2025-06-08,2025-02-16,71.52,derived_training_snapshot,Rajasthan,Udaipur,Graduate,Urban,34.12,1,66.67,2025-06-01,54.44,autocad networking python,1
TRN-SIH26135-014830,Digital Marketing,SkillForge Institute,6,73.8,60.3,Yes,Yes,1.7,Digital Marketing Executive,2025-06-21,2025-05-10,66.38,derived_training_snapshot,Rajasthan,Kota,Graduate,Rural,100.0,3,0.0,2025-06-01,61.54,java machine_learning sql,1
TRN-SIH26135-014831,Machine Learning,Udaan Skills,8,67.2,67.1,Yes,No,3.6,Data Analyst,2025-07-04,2025-05-09,67.15,derived_training_snapshot,Tamil Nadu,Madurai,Graduate,Rural,100.0,3,0.0,2025-07-01,37.5,accounting javascript machine_learning,1
TRN-SIH26135-014832,Healthcare Assistant,Digital India Centre,12,83.6,75.4,Yes,Yes,3.2,Healthcare Assistant,2025-07-17,2025-04-24,79.09,derived_training_snapshot,Punjab,Amritsar,Diploma,Urban,100.0,3,0.0,2025-07-01,46.1,data_analysis machine_learning python,1
TRN-SIH26135-014833,Accounting & GST,Udaan Skills,6,79.0,67.1,No,No,0.5,Account Executive,2025-07-30,2025-06-18,72.46,derived_training_snapshot,Karnataka,Hubballi,12th,Urban,83.11,2,33.33,2025-07-01,35.62,communication cybersecurity power_bi,1
TRN-SIH26135-014834,Cloud Computing,FutureWorks Training,16,83.3,90.3,Yes,No,0.6,Cloud Associate,2025-08-12,2025-04-22,87.15,derived_training_snapshot,Maharashtra,Mumbai,Graduate,Urban,65.5,2,33.33,2025-08-01,54.48,aws data_analysis excel,1
TRN-SIH26135-014835,Cybersecurity,Odisha Skill Centre,6,96.7,64.3,Yes,Yes,1.2,Cybersecurity Associate,2025-08-25,2025-07-14,78.88,derived_training_snapshot,West Bengal,Durgapur,12th,Rural,100.0,3,0.0,2025-08-01,38.85,digital_marketing react sales,1
TRN-SIH26135-014836,Web Development,Udaan Skills,24,80.6,41.2,Yes,Yes,0.5,Web Developer,2025-09-07,2025-03-23,58.93,derived_training_snapshot,Punjab,Jalandhar,ITI,Rural,100.0,3,0.0,2025-09-01,48.48,machine_learning networking power_bi,0
TRN-SIH26135-014837,Healthcare Assistant,NextGen Academy,12,87.0,78.8,Yes,Yes,1.1,Healthcare Assistant,2025-09-20,2025-06-28,82.49,derived_training_snapshot,Uttar Pradesh,Noida,Graduate,Rural,81.9,2,33.33,2025-09-01,41.18,accounting excel linux,1
TRN-SIH26135-014838,Healthcare Assistant,NextGen Academy,6,72.6,62.8,No,Yes,0.2,Healthcare Assistant,2025-10-03,2025-08-22,67.21,derived_training_snapshot,Karnataka,Hubballi,ITI,Urban,100.0,3,0.0,2025-10-01,52.38,aws data_analysis sales,1
TRN-SIH26135-014839,Retail Operations,Odisha Skill Centre,24,100.0,56.4,Yes,Yes,3.5,Sales Executive,2025-10-16,2025-05-01,76.02,derived_training_snapshot,Maharashtra,Mumbai,12th,Urban,100.0,3,0.0,2025-10-01,39.76,data_analysis javascript power_bi,1
TRN-SIH26135-014840,Web Development,SkillForge Institute,4,69.8,71.5,Yes,No,1.9,Web Developer,2025-10-29,2025-10-01,70.73,derived_training_snapshot,West Bengal,Durgapur,ITI,Urban,100.0,3,0.0,2025-10-01,55.65,healthcare_operations power_bi sales,1
TRN-SIH26135-014841,Healthcare Assistant,Digital India Centre,6,92.8,89.1,Yes,No,0.5,Healthcare Assistant,2025-11-11,2025-09-30,90.77,derived_training_snapshot,West Bengal,Kolkata,10th,Urban,30.0,1,66.67,2025-11-01,28.78,excel healthcare_operations sql,1
TRN-SIH26135-014842,Python Programming,Udaan Skills,8,52.2,55.3,Yes,Yes,1.0,Software Developer,2025-11-24,2025-09-29,53.91,derived_training_snapshot,West Bengal,Howrah,Graduate,Urban,100.0,3,0.0,2025-11-01,45.86,data_analysis power_bi sales,1
TRN-SIH26135-014843,Digital Marketing,Digital India Centre,6,84.5,83.4,Yes,No,1.4,Digital Marketing Executive,2025-12-07,2025-10-26,83.9,derived_training_snapshot,Gujarat,Surat,12th,Urban,80.0,2,33.33,2025-12-01,45.56,cybersecurity excel javascript,1
TRN-SIH26135-014844,Graphic Design,Empower Skills Institute,8,91.8,78.7,Yes,No,0.6,Graphic Designer,2025-12-20,2025-10-25,84.59,derived_training_snapshot,Maharashtra,Mumbai,ITI,Rural,100.0,3,0.0,2025-12-01,39.74,accounting autocad networking,1
