Employment_ID,Effective_Date,Salary_LPA,Data_Origin
EMP-007003,2025-06-05,4.2,synthetic_derived
EMP-007003,2025-12-05,4.35,synthetic_derived
EMP-007004,2025-06-19,4.41,synthetic_derived
EMP-007004,2025-12-19,4.55,synthetic_derived
EMP-007005,2025-07-03,5.2,synthetic_derived
EMP-007005,2026-01-02,5.42,synthetic_derived
EMP-007006,2025-07-17,4.28,synthetic_derived
EMP-007006,2026-01-16,4.45,synthetic_derived
EMP-007007,2025-07-31,4.39,synthetic_derived
EMP-007007,2026-01-30,4.54,synthetic_derived
EMP-007008,2025-08-14,4.63,synthetic_derived
EMP-007008,2026-02-13,4.79,synthetic_derived
EMP-007009,2025-08-28,4.73,synthetic_derived
EMP-007009,2026-02-27,4.91,synthetic_derived
EMP-007010,2025-09-11,4.07,synthetic_derived
EMP-007010,2026-03-13,4.17,synthetic_derived
EMP-007011,2025-09-25,5.23,synthetic_derived
EMP-007011,2026-03-27,5.4,synthetic_derived
EMP-007012,2025-10-09,4.11,synthetic_derived
EMP-007013,2025-10-23,4.83,synthetic_derived
EMP-007013,2026-04-24,5.0,synthetic_derived
EMP-007014,2025-11-06,5.37,synthetic_derived
EMP-007014,2026-05-08,5.58,synthetic_derived
EMP-007015,2025-11-20,4.12,synthetic_derived
EMP-007015,2026-05-22,4.27,synthetic_derived
EMP-007016,2025-12-04,4.89,synthetic_derived
EMP-007016,2026-06-05,5.05,synthetic_derived
EMP-007017,2025-12-18,4.63,synthetic_derived
EMP-007017,2026-06-19,4.83,synthetic_derived
EMP-007018,2026-01-01,5.75,synthetic_derived
EMP-007018,2026-07-03,5.96,synthetic_derived
EMP-007019,2024-02-08,4.13,synthetic_derived
EMP-007019,2024-08-09,4.27,synthetic_derived
EMP-007020,2024-02-22,4.81,synthetic_derived
EMP-007020,2024-08-23,4.99,synthetic_derived
EMP-007021,2024-03-07,4.59,synthetic_derived
EMP-007021,2024-09-06,4.75,synthetic_derived
EMP-007022,2024-04-03,5.95,synthetic_derived
EMP-007022,2024-10-03,6.17,synthetic_derived
EMP-007023,2024-04-17,4.31,synthetic_derived
EMP-007023,2024-10-17,4.46,synthetic_derived
EMP-007024,2024-05-01,5.06,synthetic_derived
EMP-007024,2024-10-31,5.26,synthetic_derived
EMP-007025,2024-05-15,4.04,synthetic_derived
EMP-007025,2024-11-14,4.17,synthetic_derived
EMP-007026,2024-05-29,4.28,synthetic_derived
EMP-007026,2024-11-28,4.45,synthetic_derived
EMP-007027,2024-06-12,4.68,synthetic_derived
EMP-007027,2024-12-12,4.86,synthetic_derived
EMP-007028,2024-06-26,4.48,synthetic_derived
EMP-007028,2024-12-26,4.64,synthetic_derived
EMP-007029,2024-07-10,4.47,synthetic_derived
EMP-007029,2025-01-09,4.62,synthetic_derived
EMP-007030,2024-07-24,5.28,synthetic_derived
EMP-007030,2025-01-23,5.48,synthetic_derived
EMP-007031,2024-08-20,4.41,synthetic_derived
EMP-007031,2025-02-19,4.6,synthetic_derived
EMP-007032,2024-09-03,3.62,synthetic_derived
EMP-007032,2025-03-05,3.71,synthetic_derived
EMP-007033,2024-09-17,4.45,synthetic_derived
EMP-007033,2025-03-19,4.62,synthetic_derived
EMP-007034,2024-10-01,4.7,synthetic_derived
EMP-007034,2025-04-02,4.87,synthetic_derived
EMP-007035,2024-10-15,3.4,synthetic_derived
EMP-007035,2025-04-16,3.52,synthetic_derived
EMP-007036,2024-10-29,5.21,synthetic_derived
EMP-007036,2025-04-30,5.39,synthetic_derived
EMP-007037,2024-11-12,4.01,synthetic_derived
EMP-007037,2025-05-14,4.16,synthetic_derived
EMP-007038,2024-11-26,4.67,synthetic_derived
EMP-007038,2025-05-28,4.83,synthetic_derived
EMP-007039,2024-12-10,4.26,synthetic_derived
EMP-007040,2024-12-24,5.14,synthetic_derived
EMP-007040,2025-06-25,5.32,synthetic_derived
EMP-007041,2025-01-07,4.43,synthetic_derived
EMP-007042,2025-01-21,5.4,synthetic_derived
EMP-007042,2025-07-23,5.61,synthetic_derived
EMP-007043,2025-02-04,4.3,synthetic_derived
EMP-007043,2025-08-06,4.44,synthetic_derived
EMP-007044,2025-02-18,3.92,synthetic_derived
EMP-007044,2025-08-20,4.05,synthetic_derived
EMP-007045,2025-03-04,4.78,synthetic_derived
EMP-007045,2025-09-03,4.95,synthetic_derived
EMP-007046,2025-03-18,4.28,synthetic_derived
EMP-007046,2025-09-17,4.42,synthetic_derived
EMP-007047,2025-04-14,5.63,synthetic_derived
EMP-007047,2025-10-14,5.82,synthetic_derived
EMP-007048,2025-04-28,5.78,synthetic_derived
EMP-007048,2025-10-28,6.02,synthetic_derived
EMP-007049,2025-05-12,4.38,synthetic_derived
EMP-007050,2025-06-08,5.61,synthetic_derived
EMP-007050,2025-12-08,5.83,synthetic_derived
EMP-007051,2025-06-22,5.21,synthetic_derived
EMP-007051,2025-12-22,5.4,synthetic_derived
EMP-007052,2025-07-06,5.05,synthetic_derived
EMP-007052,2026-01-05,5.27,synthetic_derived
EMP-007053,2025-07-20,4.59,synthetic_derived
EMP-007053,2026-01-19,4.74,synthetic_derived
EMP-007054,2025-08-03,5.07,synthetic_derived
EMP-007054,2026-02-02,5.28,synthetic_derived
EMP-007055,2025-08-17,3.97,synthetic_derived
EMP-007055,2026-02-16,4.12,synthetic_derived
EMP-007056,2025-08-31,3.68,synthetic_derived
EMP-007056,2026-03-02,3.8,synthetic_derived
EMP-007057,2025-09-14,4.29,synthetic_derived
EMP-007057,2026-03-16,4.45,synthetic_derived
EMP-007058,2025-09-28,4.96,synthetic_derived
EMP-007059,2025-10-12,4.51,synthetic_derived
EMP-007059,2026-04-13,4.67,synthetic_derived
EMP-007060,2025-10-26,5.29,synthetic_derived
EMP-007060,2026-04-27,5.47,synthetic_derived
EMP-007061,2025-11-09,3.24,synthetic_derived
EMP-007062,2025-12-06,4.85,synthetic_derived
EMP-007062,2026-06-07,5.02,synthetic_derived
EMP-007063,2025-12-20,4.39,synthetic_derived
EMP-007064,2026-01-03,5.85,synthetic_derived
EMP-007064,2026-07-05,6.08,synthetic_derived
EMP-007065,2026-01-17,5.24,synthetic_derived
EMP-007065,2026-07-19,5.41,synthetic_derived
EMP-007066,2026-02-13,4.38,synthetic_derived
EMP-007066,2026-08-15,4.52,synthetic_derived
EMP-007067,2026-02-27,5.04,synthetic_derived
EMP-007068,2024-03-23,4.46,synthetic_derived
EMP-007068,2024-09-22,4.6,synthetic_derived
EMP-007069,2024-04-06,4.43,synthetic_derived
EMP-007070,2024-04-20,5.5,synthetic_derived
EMP-007070,2024-10-20,5.69,synthetic_derived
EMP-007071,2024-02-24,5.05,synthetic_derived
EMP-007071,2024-08-25,5.23,synthetic_derived
EMP-007072,2024-03-09,5.93,synthetic_derived
EMP-007072,2024-09-08,6.17,synthetic_derived
EMP-007073,2024-03-23,5.0,synthetic_derived
EMP-007073,2024-09-22,5.17,synthetic_derived
EMP-007074,2024-04-06,5.28,synthetic_derived
EMP-007075,2024-04-20,5.84,synthetic_derived
EMP-007075,2024-10-20,6.06,synthetic_derived
EMP-007076,2024-05-04,5.06,synthetic_derived
EMP-007076,2024-11-03,5.23,synthetic_derived
EMP-007077,2024-05-18,5.0,synthetic_derived
EMP-007077,2024-11-17,5.19,synthetic_derived
EMP-007078,2024-06-01,5.74,synthetic_derived
EMP-007078,2024-12-01,5.91,synthetic_derived
EMP-007079,2024-06-28,5.41,synthetic_derived
EMP-007079,2024-12-28,5.63,synthetic_derived
EMP-007080,2024-07-12,4.14,synthetic_derived
EMP-007081,2024-08-08,3.86,synthetic_derived
EMP-007082,2024-08-22,3.79,synthetic_derived
EMP-007082,2025-02-21,3.94,synthetic_derived
EMP-007083,2024-09-05,4.53,synthetic_derived
EMP-007083,2025-03-07,4.67,synthetic_derived
EMP-007084,2024-09-19,4.01,synthetic_derived
EMP-007084,2025-03-21,4.14,synthetic_derived
EMP-007085,2024-10-03,4.38,synthetic_derived
EMP-007085,2025-04-04,4.52,synthetic_derived
EMP-007086,2024-10-30,5.17,synthetic_derived
EMP-007086,2025-05-01,5.4,synthetic_derived
EMP-007087,2024-11-13,4.34,synthetic_derived
EMP-007087,2025-05-15,4.49,synthetic_derived
EMP-007088,2024-11-27,3.73,synthetic_derived
EMP-007088,2025-05-29,3.85,synthetic_derived
EMP-007089,2024-12-11,4.46,synthetic_derived
EMP-007089,2025-06-12,4.63,synthetic_derived
EMP-007090,2024-12-25,2.77,synthetic_derived
EMP-007090,2025-06-26,2.86,synthetic_derived
EMP-007091,2025-01-08,4.77,synthetic_derived
EMP-007091,2025-07-10,4.94,synthetic_derived
EMP-007092,2025-02-04,4.67,synthetic_derived
EMP-007092,2025-08-06,4.83,synthetic_derived
EMP-007093,2025-02-18,4.37,synthetic_derived
EMP-007093,2025-08-20,4.54,synthetic_derived
EMP-007094,2025-03-04,3.49,synthetic_derived
EMP-007095,2025-03-18,4.78,synthetic_derived
EMP-007095,2025-09-17,4.92,synthetic_derived
EMP-007096,2025-04-01,4.84,synthetic_derived
EMP-007096,2025-10-01,5.04,synthetic_derived
EMP-007097,2025-04-15,4.94,synthetic_derived
EMP-007097,2025-10-15,5.12,synthetic_derived
EMP-007098,2025-04-29,5.36,synthetic_derived
EMP-007098,2025-10-29,5.55,synthetic_derived
EMP-007099,2025-05-26,4.75,synthetic_derived
EMP-007099,2025-11-25,4.94,synthetic_derived
EMP-007100,2025-06-09,5.37,synthetic_derived
EMP-007100,2025-12-09,5.58,synthetic_derived
EMP-007101,2025-06-23,4.88,synthetic_derived
EMP-007101,2025-12-23,5.08,synthetic_derived
EMP-007102,2025-07-07,4.6,synthetic_derived
EMP-007102,2026-01-06,4.75,synthetic_derived
EMP-007103,2025-07-21,4.19,synthetic_derived
EMP-007103,2026-01-20,4.35,synthetic_derived
EMP-007104,2025-08-04,5.13,synthetic_derived
EMP-007104,2026-02-03,5.35,synthetic_derived
EMP-007105,2025-08-18,5.4,synthetic_derived
EMP-007105,2026-02-17,5.59,synthetic_derived
EMP-007106,2025-09-01,5.78,synthetic_derived
EMP-007106,2026-03-03,5.97,synthetic_derived
EMP-007107,2025-09-15,4.07,synthetic_derived
EMP-007107,2026-03-17,4.22,synthetic_derived
EMP-007108,2025-09-29,4.77,synthetic_derived
EMP-007108,2026-03-31,4.97,synthetic_derived
EMP-007109,2025-10-26,3.82,synthetic_derived
EMP-007109,2026-04-27,3.95,synthetic_derived
EMP-007110,2025-11-09,5.73,synthetic_derived
EMP-007110,2026-05-11,5.95,synthetic_derived
EMP-007111,2025-11-23,5.13,synthetic_derived
EMP-007111,2026-05-25,5.33,synthetic_derived
EMP-007112,2025-12-07,4.18,synthetic_derived
EMP-007113,2025-12-21,4.83,synthetic_derived
EMP-007113,2026-06-22,5.04,synthetic_derived
EMP-007114,2026-01-04,4.43,synthetic_derived
EMP-007114,2026-07-06,4.62,synthetic_derived
EMP-007115,2026-01-18,5.2,synthetic_derived
EMP-007115,2026-07-20,5.38,synthetic_derived
EMP-007116,2026-02-01,4.91,synthetic_derived
EMP-007116,2026-08-03,5.07,synthetic_derived
EMP-007117,2026-02-15,3.41,synthetic_derived
EMP-007117,2026-08-17,3.51,synthetic_derived
EMP-007118,2024-03-11,5.33,synthetic_derived
EMP-007118,2024-09-10,5.5,synthetic_derived
EMP-007119,2024-03-25,3.17,synthetic_derived
EMP-007120,2024-04-08,3.67,synthetic_derived
EMP-007120,2024-10-08,3.79,synthetic_derived
EMP-007121,2024-04-22,5.6,synthetic_derived
EMP-007121,2024-10-22,5.84,synthetic_derived
EMP-007122,2024-05-06,4.23,synthetic_derived
EMP-007122,2024-11-05,4.37,synthetic_derived
EMP-007123,2024-05-20,4.36,synthetic_derived
EMP-007123,2024-11-19,4.48,synthetic_derived
EMP-007124,2024-06-03,5.0,synthetic_derived
EMP-007124,2024-12-03,5.16,synthetic_derived
EMP-007125,2024-06-30,5.03,synthetic_derived
EMP-007125,2024-12-30,5.23,synthetic_derived
EMP-007126,2024-07-14,3.51,synthetic_derived
EMP-007126,2025-01-13,3.63,synthetic_derived
EMP-007127,2024-07-28,4.58,synthetic_derived
EMP-007127,2025-01-27,4.75,synthetic_derived
EMP-007128,2024-08-24,5.26,synthetic_derived
EMP-007128,2025-02-23,5.43,synthetic_derived
EMP-007129,2024-09-07,4.58,synthetic_derived
EMP-007129,2025-03-09,4.78,synthetic_derived
EMP-007130,2024-09-21,5.09,synthetic_derived
EMP-007130,2025-03-23,5.27,synthetic_derived
EMP-007131,2024-10-05,4.37,synthetic_derived
EMP-007131,2025-04-06,4.52,synthetic_derived
EMP-007132,2024-10-19,3.99,synthetic_derived
EMP-007133,2024-11-02,4.17,synthetic_derived
EMP-007134,2024-11-16,4.44,synthetic_derived
EMP-007134,2025-05-18,4.58,synthetic_derived
EMP-007135,2024-11-30,4.12,synthetic_derived
EMP-007135,2025-06-01,4.26,synthetic_derived
EMP-007136,2024-12-14,3.94,synthetic_derived
EMP-007136,2025-06-15,4.07,synthetic_derived
EMP-007137,2025-01-10,3.75,synthetic_derived
EMP-007137,2025-07-12,3.85,synthetic_derived
EMP-007138,2025-01-24,3.84,synthetic_derived
EMP-007138,2025-07-26,3.97,synthetic_derived
EMP-007139,2025-02-07,3.71,synthetic_derived
EMP-007139,2025-08-09,3.83,synthetic_derived
EMP-007140,2025-03-06,4.24,synthetic_derived
EMP-007140,2025-09-05,4.37,synthetic_derived
EMP-007141,2025-01-09,4.49,synthetic_derived
EMP-007141,2025-07-11,4.63,synthetic_derived
EMP-007142,2025-01-23,4.89,synthetic_derived
EMP-007142,2025-07-25,5.06,synthetic_derived
EMP-007143,2025-02-19,5.02,synthetic_derived
EMP-007143,2025-08-21,5.19,synthetic_derived
EMP-007144,2025-03-05,5.4,synthetic_derived
EMP-007144,2025-09-04,5.65,synthetic_derived
EMP-007145,2025-04-01,4.65,synthetic_derived
EMP-007145,2025-10-01,4.81,synthetic_derived
EMP-007146,2025-04-15,3.88,synthetic_derived
EMP-007146,2025-10-15,4.04,synthetic_derived
EMP-007147,2025-04-29,4.05,synthetic_derived
EMP-007147,2025-10-29,4.17,synthetic_derived
EMP-007148,2025-05-13,4.58,synthetic_derived
EMP-007148,2025-11-12,4.75,synthetic_derived
EMP-007149,2025-05-27,5.45,synthetic_derived
EMP-007149,2025-11-26,5.63,synthetic_derived
EMP-007150,2025-06-10,4.11,synthetic_derived
EMP-007150,2025-12-10,4.24,synthetic_derived
EMP-007151,2025-06-24,5.84,synthetic_derived
EMP-007151,2025-12-24,6.05,synthetic_derived
EMP-007152,2025-07-08,5.22,synthetic_derived
EMP-007152,2026-01-07,5.4,synthetic_derived
EMP-007153,2025-07-22,4.58,synthetic_derived
EMP-007153,2026-01-21,4.76,synthetic_derived
EMP-007154,2025-08-05,4.58,synthetic_derived
EMP-007154,2026-02-04,4.76,synthetic_derived
EMP-007155,2025-08-19,4.39,synthetic_derived
EMP-007155,2026-02-18,4.56,synthetic_derived
EMP-007156,2025-09-02,5.25,synthetic_derived
EMP-007157,2025-09-29,4.47,synthetic_derived
EMP-007157,2026-03-31,4.62,synthetic_derived
EMP-007158,2025-10-13,4.53,synthetic_derived
EMP-007159,2025-11-09,4.7,synthetic_derived
EMP-007159,2026-05-11,4.84,synthetic_derived
EMP-007160,2025-11-23,4.43,synthetic_derived
EMP-007161,2025-12-20,5.63,synthetic_derived
EMP-007161,2026-06-21,5.88,synthetic_derived
EMP-007162,2026-01-03,4.96,synthetic_derived
EMP-007162,2026-07-05,5.14,synthetic_derived
EMP-007163,2026-01-17,4.21,synthetic_derived
EMP-007164,2024-02-11,4.9,synthetic_derived
EMP-007164,2024-08-12,5.06,synthetic_derived
EMP-007165,2024-03-09,3.8,synthetic_derived
EMP-007166,2024-03-23,6.12,synthetic_derived
EMP-007166,2024-09-22,6.36,synthetic_derived
EMP-007167,2024-04-19,4.99,synthetic_derived
EMP-007167,2024-10-19,5.17,synthetic_derived
EMP-007168,2024-05-16,4.73,synthetic_derived
EMP-007168,2024-11-15,4.9,synthetic_derived
EMP-007169,2024-05-30,4.88,synthetic_derived
EMP-007169,2024-11-29,5.08,synthetic_derived
EMP-007170,2024-06-13,4.59,synthetic_derived
EMP-007170,2024-12-13,4.78,synthetic_derived
EMP-007171,2024-06-27,4.59,synthetic_derived
EMP-007171,2024-12-27,4.74,synthetic_derived
EMP-007172,2024-07-11,4.94,synthetic_derived
EMP-007172,2025-01-10,5.17,synthetic_derived
EMP-007173,2024-07-25,3.85,synthetic_derived
EMP-007174,2024-08-08,5.62,synthetic_derived
EMP-007174,2025-02-07,5.83,synthetic_derived
EMP-007175,2024-08-22,5.46,synthetic_derived
EMP-007175,2025-02-21,5.65,synthetic_derived
EMP-007176,2024-09-05,4.9,synthetic_derived
EMP-007176,2025-03-07,5.06,synthetic_derived
EMP-007177,2024-09-19,4.7,synthetic_derived
EMP-007177,2025-03-21,4.87,synthetic_derived
EMP-007178,2024-10-16,4.3,synthetic_derived
EMP-007178,2025-04-17,4.44,synthetic_derived
EMP-007179,2024-10-30,5.15,synthetic_derived
EMP-007179,2025-05-01,5.34,synthetic_derived
EMP-007180,2024-11-13,4.42,synthetic_derived
EMP-007181,2024-11-27,4.71,synthetic_derived
EMP-007181,2025-05-29,4.87,synthetic_derived
EMP-007182,2024-12-11,3.13,synthetic_derived
EMP-007182,2025-06-12,3.24,synthetic_derived
EMP-007183,2024-12-25,5.0,synthetic_derived
EMP-007183,2025-06-26,5.17,synthetic_derived
EMP-007184,2025-01-21,4.3,synthetic_derived
EMP-007184,2025-07-23,4.46,synthetic_derived
EMP-007185,2025-02-04,4.61,synthetic_derived
EMP-007185,2025-08-06,4.8,synthetic_derived
EMP-007186,2025-02-18,3.8,synthetic_derived
EMP-007187,2025-03-04,4.26,synthetic_derived
EMP-007187,2025-09-03,4.41,synthetic_derived
EMP-007188,2025-03-18,4.64,synthetic_derived
EMP-007188,2025-09-17,4.78,synthetic_derived
EMP-007189,2025-04-01,5.66,synthetic_derived
EMP-007189,2025-10-01,5.88,synthetic_derived
EMP-007190,2025-04-15,4.16,synthetic_derived
EMP-007190,2025-10-15,4.33,synthetic_derived
EMP-007191,2025-04-29,6.91,synthetic_derived
EMP-007191,2025-10-29,7.17,synthetic_derived
EMP-007192,2025-05-26,3.97,synthetic_derived
EMP-007192,2025-11-25,4.1,synthetic_derived
EMP-007193,2025-06-09,4.12,synthetic_derived
EMP-007193,2025-12-09,4.26,synthetic_derived
EMP-007194,2025-06-23,4.76,synthetic_derived
EMP-007194,2025-12-23,4.93,synthetic_derived
EMP-007195,2025-07-20,4.91,synthetic_derived
EMP-007195,2026-01-19,5.1,synthetic_derived
EMP-007196,2025-08-03,5.97,synthetic_derived
EMP-007196,2026-02-02,6.19,synthetic_derived
EMP-007197,2025-08-17,5.03,synthetic_derived
EMP-007197,2026-02-16,5.21,synthetic_derived
EMP-007198,2025-08-31,4.98,synthetic_derived
EMP-007199,2025-09-14,4.85,synthetic_derived
EMP-007199,2026-03-16,5.03,synthetic_derived
EMP-007200,2025-09-28,5.63,synthetic_derived
EMP-007200,2026-03-30,5.86,synthetic_derived
EMP-007201,2025-10-12,5.6,synthetic_derived
EMP-007201,2026-04-13,5.83,synthetic_derived
EMP-007202,2025-11-08,5.47,synthetic_derived
EMP-007202,2026-05-10,5.65,synthetic_derived
EMP-007203,2025-11-22,4.21,synthetic_derived
EMP-007203,2026-05-24,4.36,synthetic_derived
EMP-007204,2025-12-06,4.74,synthetic_derived
EMP-007204,2026-06-07,4.91,synthetic_derived
EMP-007205,2025-12-20,4.16,synthetic_derived
EMP-007205,2026-06-21,4.29,synthetic_derived
EMP-007206,2026-01-03,4.98,synthetic_derived
EMP-007206,2026-07-05,5.16,synthetic_derived
EMP-007207,2026-01-17,4.49,synthetic_derived
EMP-007207,2026-07-19,4.65,synthetic_derived
EMP-007208,2026-01-31,5.32,synthetic_derived
EMP-007208,2026-08-02,5.51,synthetic_derived
EMP-007209,2026-02-14,5.57,synthetic_derived
EMP-007209,2026-08-16,5.77,synthetic_derived
EMP-007210,2026-02-28,4.93,synthetic_derived
EMP-007211,2026-01-03,4.3,synthetic_derived
EMP-007211,2026-07-05,4.44,synthetic_derived
EMP-007212,2024-01-28,5.04,synthetic_derived
EMP-007212,2024-07-29,5.23,synthetic_derived
EMP-007213,2024-02-11,3.94,synthetic_derived
EMP-007213,2024-08-12,4.08,synthetic_derived
EMP-007214,2024-02-25,4.58,synthetic_derived
EMP-007215,2024-03-23,4.76,synthetic_derived
EMP-007215,2024-09-22,4.94,synthetic_derived
EMP-007216,2024-04-06,5.66,synthetic_derived
EMP-007216,2024-10-06,5.86,synthetic_derived
EMP-007217,2024-04-20,4.42,synthetic_derived
EMP-007217,2024-10-20,4.56,synthetic_derived
EMP-007218,2024-05-04,4.06,synthetic_derived
EMP-007218,2024-11-03,4.2,synthetic_derived
EMP-007219,2024-05-31,3.67,synthetic_derived
EMP-007219,2024-11-30,3.8,synthetic_derived
EMP-007220,2024-06-14,3.36,synthetic_derived
EMP-007220,2024-12-14,3.45,synthetic_derived
EMP-007221,2024-06-28,4.45,synthetic_derived
EMP-007221,2024-12-28,4.61,synthetic_derived
EMP-007222,2024-07-12,3.42,synthetic_derived
EMP-007222,2025-01-11,3.52,synthetic_derived
EMP-007223,2024-07-26,5.79,synthetic_derived
EMP-007223,2025-01-25,6.02,synthetic_derived
EMP-007224,2024-08-22,4.02,synthetic_derived
EMP-007224,2025-02-21,4.14,synthetic_derived
EMP-007225,2024-09-05,4.94,synthetic_derived
EMP-007225,2025-03-07,5.12,synthetic_derived
EMP-007226,2024-09-19,4.5,synthetic_derived
EMP-007226,2025-03-21,4.64,synthetic_derived
EMP-007227,2024-10-03,5.52,synthetic_derived
EMP-007227,2025-04-04,5.74,synthetic_derived
EMP-007228,2024-10-17,4.59,synthetic_derived
EMP-007228,2025-04-18,4.73,synthetic_derived
EMP-007229,2024-10-31,4.26,synthetic_derived
EMP-007230,2024-11-14,4.91,synthetic_derived
EMP-007230,2025-05-16,5.11,synthetic_derived
EMP-007231,2024-11-28,4.22,synthetic_derived
EMP-007231,2025-05-30,4.38,synthetic_derived
EMP-007232,2024-12-12,4.01,synthetic_derived
EMP-007232,2025-06-13,4.15,synthetic_derived
EMP-007233,2024-12-26,4.36,synthetic_derived
EMP-007233,2025-06-27,4.5,synthetic_derived
EMP-007234,2025-01-09,4.78,synthetic_derived
EMP-007234,2025-07-11,4.93,synthetic_derived
EMP-007235,2025-01-23,4.86,synthetic_derived
EMP-007235,2025-07-25,5.03,synthetic_derived
EMP-007236,2025-02-06,4.8,synthetic_derived
EMP-007236,2025-08-08,4.96,synthetic_derived
EMP-007237,2025-02-20,4.55,synthetic_derived
EMP-007238,2025-03-06,4.55,synthetic_derived
EMP-007238,2025-09-05,4.71,synthetic_derived
EMP-007239,2025-03-20,4.57,synthetic_derived
EMP-007239,2025-09-19,4.73,synthetic_derived
EMP-007240,2025-04-03,4.55,synthetic_derived
EMP-007240,2025-10-03,4.7,synthetic_derived
EMP-007241,2025-04-17,4.03,synthetic_derived
EMP-007241,2025-10-17,4.19,synthetic_derived
EMP-007242,2025-05-01,3.27,synthetic_derived
EMP-007242,2025-10-31,3.38,synthetic_derived
EMP-007243,2025-05-15,3.74,synthetic_derived
EMP-007243,2025-11-14,3.84,synthetic_derived
EMP-007244,2025-05-29,4.13,synthetic_derived
EMP-007244,2025-11-28,4.26,synthetic_derived
EMP-007245,2025-06-12,4.08,synthetic_derived
EMP-007245,2025-12-12,4.23,synthetic_derived
EMP-007246,2025-06-26,5.65,synthetic_derived
EMP-007246,2025-12-26,5.82,synthetic_derived
EMP-007247,2025-07-10,3.89,synthetic_derived
EMP-007247,2026-01-09,4.01,synthetic_derived
EMP-007248,2025-07-24,3.92,synthetic_derived
EMP-007248,2026-01-23,4.04,synthetic_derived
EMP-007249,2025-08-07,4.23,synthetic_derived
EMP-007249,2026-02-06,4.37,synthetic_derived
EMP-007250,2025-08-21,4.53,synthetic_derived
EMP-007250,2026-02-20,4.67,synthetic_derived
EMP-007251,2025-09-04,6.13,synthetic_derived
EMP-007251,2026-03-06,6.35,synthetic_derived
EMP-007252,2025-10-01,4.51,synthetic_derived
EMP-007252,2026-04-02,4.71,synthetic_derived
EMP-007253,2025-10-15,4.49,synthetic_derived
EMP-007254,2025-10-29,3.14,synthetic_derived
EMP-007254,2026-04-30,3.23,synthetic_derived
EMP-007255,2025-11-12,4.55,synthetic_derived
EMP-007255,2026-05-14,4.72,synthetic_derived
EMP-007256,2025-11-26,5.38,synthetic_derived
EMP-007256,2026-05-28,5.61,synthetic_derived
EMP-007257,2025-12-23,3.81,synthetic_derived
EMP-007257,2026-06-24,3.95,synthetic_derived
EMP-007258,2026-01-06,4.62,synthetic_derived
EMP-007258,2026-07-08,4.81,synthetic_derived
EMP-007259,2026-02-15,3.96,synthetic_derived
EMP-007260,2024-03-11,5.59,synthetic_derived
EMP-007260,2024-09-10,5.82,synthetic_derived
EMP-007261,2024-03-25,4.25,synthetic_derived
EMP-007262,2024-04-08,3.59,synthetic_derived
EMP-007262,2024-10-08,3.71,synthetic_derived
EMP-007263,2024-04-22,4.75,synthetic_derived
EMP-007263,2024-10-22,4.92,synthetic_derived
EMP-007264,2024-05-19,4.22,synthetic_derived
EMP-007264,2024-11-18,4.39,synthetic_derived
EMP-007265,2024-06-02,5.73,synthetic_derived
EMP-007265,2024-12-02,5.93,synthetic_derived
EMP-007266,2024-06-16,4.57,synthetic_derived
EMP-007266,2024-12-16,4.75,synthetic_derived
EMP-007267,2024-06-30,4.08,synthetic_derived
EMP-007267,2024-12-30,4.2,synthetic_derived
EMP-007268,2024-07-14,4.72,synthetic_derived
EMP-007268,2025-01-13,4.91,synthetic_derived
EMP-007269,2024-08-10,5.29,synthetic_derived
EMP-007269,2025-02-09,5.49,synthetic_derived
EMP-007270,2024-08-24,5.39,synthetic_derived
EMP-007270,2025-02-23,5.58,synthetic_derived
EMP-007271,2024-09-20,4.97,synthetic_derived
EMP-007271,2025-03-22,5.16,synthetic_derived
EMP-007272,2024-10-04,4.38,synthetic_derived
EMP-007273,2024-10-18,5.63,synthetic_derived
EMP-007273,2025-04-19,5.83,synthetic_derived
EMP-007274,2024-11-01,5.24,synthetic_derived
EMP-007274,2025-05-03,5.42,synthetic_derived
EMP-007275,2024-11-15,3.45,synthetic_derived
EMP-007275,2025-05-17,3.54,synthetic_derived
EMP-007276,2024-11-29,3.56,synthetic_derived
EMP-007276,2025-05-31,3.66,synthetic_derived
EMP-007277,2024-12-13,4.26,synthetic_derived
EMP-007277,2025-06-14,4.41,synthetic_derived
EMP-007278,2024-12-27,3.54,synthetic_derived
EMP-007278,2025-06-28,3.64,synthetic_derived
EMP-007279,2025-01-10,4.39,synthetic_derived
EMP-007279,2025-07-12,4.52,synthetic_derived
EMP-007280,2025-01-24,5.58,synthetic_derived
EMP-007280,2025-07-26,5.8,synthetic_derived
EMP-007281,2024-11-29,5.59,synthetic_derived
EMP-007281,2025-05-31,5.79,synthetic_derived
EMP-007282,2024-12-13,3.49,synthetic_derived
EMP-007282,2025-06-14,3.62,synthetic_derived
EMP-007283,2024-12-27,4.92,synthetic_derived
EMP-007283,2025-06-28,5.08,synthetic_derived
EMP-007284,2025-01-10,3.21,synthetic_derived
EMP-007285,2025-01-24,5.15,synthetic_derived
EMP-007285,2025-07-26,5.36,synthetic_derived
EMP-007286,2025-02-07,3.19,synthetic_derived
EMP-007286,2025-08-09,3.29,synthetic_derived
EMP-007287,2025-02-21,4.63,synthetic_derived
EMP-007287,2025-08-23,4.79,synthetic_derived
EMP-007288,2025-03-07,4.36,synthetic_derived
EMP-007288,2025-09-06,4.54,synthetic_derived
