Employment_ID,Trainee_ID,Actual_Job_Role,Industry,Employment_Type,Start_Date,End_Date,Termination_Observed,Data_Origin
EMP-008877,TRN-SIH26135-010324,Support Engineer,Banking & Finance,Apprenticeship,2024-12-15,,False,synthetic_derived
EMP-008878,TRN-SIH26135-010325,Healthcare Assistant,Telecom,Full-time,2024-12-29,,False,synthetic_derived
EMP-008879,TRN-SIH26135-010326,Account Executive,Logistics,Full-time,2025-01-12,2025-03-16,True,synthetic_derived
EMP-008880,TRN-SIH26135-010328,Data Analyst,Education,Apprenticeship,2025-02-08,,False,synthetic_derived
EMP-008881,TRN-SIH26135-010329,Healthcare Assistant,Logistics,Self-employed,2025-02-22,,False,synthetic_derived
EMP-008882,TRN-SIH26135-010330,Account Executive,Telecom,Full-time,2025-03-08,,False,synthetic_derived
EMP-008883,TRN-SIH26135-010331,Software Developer,Retail,Full-time,2025-03-22,,False,synthetic_derived
EMP-008884,TRN-SIH26135-010332,Data Analyst,E-commerce,Full-time,2025-04-05,,False,synthetic_derived
EMP-008885,TRN-SIH26135-010333,Graphic Designer,Banking & Finance,Self-employed,2025-04-19,,False,synthetic_derived
EMP-008886,TRN-SIH26135-010334,Cybersecurity Associate,Healthcare,Full-time,2025-05-03,,False,synthetic_derived
EMP-008887,TRN-SIH26135-010335,Cybersecurity Associate,Retail,Contract,2025-05-17,,False,synthetic_derived
EMP-008888,TRN-SIH26135-010336,Healthcare Assistant,Telecom,Full-time,2025-05-31,,False,synthetic_derived
EMP-008889,TRN-SIH26135-010337,Data Analyst,Education,Full-time,2025-06-14,,False,synthetic_derived
EMP-008890,TRN-SIH26135-010338,Graphic Designer,Retail,Contract,2025-06-28,2025-09-10,True,synthetic_derived
EMP-008891,TRN-SIH26135-010339,Graphic Designer,Retail,Part-time,2025-05-03,2025-07-17,True,synthetic_derived
EMP-008892,TRN-SIH26135-010341,Cloud Associate,Retail,Full-time,2025-05-30,2025-08-14,True,synthetic_derived
EMP-008893,TRN-SIH26135-010342,Support Engineer,Banking & Finance,Full-time,2025-06-13,,False,synthetic_derived
EMP-008894,TRN-SIH26135-010343,Software Developer,E-commerce,Self-employed,2025-06-27,,False,synthetic_derived
EMP-008895,TRN-SIH26135-010344,Technician,Manufacturing,Contract,2025-07-11,,False,synthetic_derived
EMP-008896,TRN-SIH26135-010345,Account Executive,Healthcare,Self-employed,2025-07-25,,False,synthetic_derived
EMP-008897,TRN-SIH26135-010346,Web Developer,Logistics,Part-time,2025-08-08,,False,synthetic_derived
EMP-008898,TRN-SIH26135-010348,Graphic Designer,Retail,Part-time,2025-09-04,,False,synthetic_derived
EMP-008899,TRN-SIH26135-010349,Account Executive,Logistics,Full-time,2025-09-18,,False,synthetic_derived
EMP-008900,TRN-SIH26135-010350,Web Developer,Retail,Full-time,2025-10-02,,False,synthetic_derived
EMP-008901,TRN-SIH26135-010351,Healthcare Assistant,IT Services,Full-time,2025-10-16,,False,synthetic_derived
EMP-008902,TRN-SIH26135-010352,Cloud Associate,Education,Full-time,2025-10-30,,False,synthetic_derived
EMP-008903,TRN-SIH26135-010353,Web Developer,Banking & Finance,Full-time,2025-11-13,2026-02-08,True,synthetic_derived
EMP-008904,TRN-SIH26135-010354,Cybersecurity Associate,IT Services,Full-time,2025-11-27,,False,synthetic_derived
EMP-008905,TRN-SIH26135-010356,Technician,Healthcare,Self-employed,2025-12-24,,False,synthetic_derived
EMP-008906,TRN-SIH26135-010357,Sales Executive,Manufacturing,Contract,2026-01-07,,False,synthetic_derived
EMP-008907,TRN-SIH26135-010358,Digital Marketing Executive,Retail,Full-time,2024-02-01,,False,synthetic_derived
EMP-008908,TRN-SIH26135-010359,Software Developer,IT Services,Full-time,2024-02-15,,False,synthetic_derived
EMP-008909,TRN-SIH26135-010360,Web Developer,Healthcare,Contract,2024-02-29,,False,synthetic_derived
EMP-008910,TRN-SIH26135-010361,Cybersecurity Associate,E-commerce,Self-employed,2024-03-14,,False,synthetic_derived
EMP-008911,TRN-SIH26135-010362,Support Engineer,Government Services,Part-time,2024-03-28,,False,synthetic_derived
EMP-008912,TRN-SIH26135-010363,Account Executive,Education,Full-time,2024-04-11,2024-07-16,True,synthetic_derived
EMP-008913,TRN-SIH26135-010364,Cybersecurity Associate,Banking & Finance,Full-time,2024-04-25,,False,synthetic_derived
EMP-008914,TRN-SIH26135-010365,Account Executive,Logistics,Full-time,2024-05-09,2024-08-15,True,synthetic_derived
EMP-008915,TRN-SIH26135-010366,Support Engineer,Retail,Contract,2024-05-23,,False,synthetic_derived
EMP-008916,TRN-SIH26135-010367,Cybersecurity Associate,Manufacturing,Contract,2024-06-06,,False,synthetic_derived
EMP-008917,TRN-SIH26135-010368,Technician,Banking & Finance,Full-time,2024-06-20,,False,synthetic_derived
EMP-008918,TRN-SIH26135-010369,Cloud Associate,Logistics,Full-time,2024-07-04,,False,synthetic_derived
EMP-008919,TRN-SIH26135-010371,Web Developer,Banking & Finance,Full-time,2024-07-31,2024-11-11,True,synthetic_derived
EMP-008920,TRN-SIH26135-010372,Software Developer,Healthcare,Part-time,2024-08-14,2024-11-26,True,synthetic_derived
EMP-008921,TRN-SIH26135-010373,Data Analyst,Telecom,Contract,2024-08-28,2024-12-11,True,synthetic_derived
EMP-008922,TRN-SIH26135-010374,Cybersecurity Associate,Education,Full-time,2024-09-11,,False,synthetic_derived
EMP-008923,TRN-SIH26135-010375,Digital Marketing Executive,Manufacturing,Full-time,2024-09-25,,False,synthetic_derived
EMP-008924,TRN-SIH26135-010376,Sales Executive,IT Services,Full-time,2024-10-09,,False,synthetic_derived
EMP-008925,TRN-SIH26135-010377,Support Engineer,Retail,Full-time,2024-10-23,,False,synthetic_derived
EMP-008926,TRN-SIH26135-010378,Account Executive,Telecom,Full-time,2024-11-06,,False,synthetic_derived
EMP-008927,TRN-SIH26135-010379,Software Developer,E-commerce,Part-time,2024-11-20,,False,synthetic_derived
EMP-008928,TRN-SIH26135-010380,Technician,Telecom,Contract,2024-12-04,,False,synthetic_derived
EMP-008929,TRN-SIH26135-010381,Support Engineer,Government Services,Full-time,2024-12-18,,False,synthetic_derived
EMP-008930,TRN-SIH26135-010383,Support Engineer,Retail,Full-time,2025-01-14,,False,synthetic_derived
EMP-008931,TRN-SIH26135-010385,Cybersecurity Associate,E-commerce,Contract,2025-02-10,,False,synthetic_derived
EMP-008932,TRN-SIH26135-010386,Technician,Manufacturing,Full-time,2025-02-24,2025-06-20,True,synthetic_derived
EMP-008933,TRN-SIH26135-010388,Technician,Government Services,Full-time,2025-03-23,,False,synthetic_derived
EMP-008934,TRN-SIH26135-010389,Cybersecurity Associate,Banking & Finance,Contract,2025-04-06,,False,synthetic_derived
EMP-008935,TRN-SIH26135-010390,Account Executive,Education,Full-time,2025-04-20,,False,synthetic_derived
EMP-008936,TRN-SIH26135-010391,Data Analyst,Banking & Finance,Full-time,2025-05-04,,False,synthetic_derived
EMP-008937,TRN-SIH26135-010393,Data Analyst,IT Services,Contract,2025-05-31,,False,synthetic_derived
EMP-008938,TRN-SIH26135-010394,Web Developer,Healthcare,Part-time,2025-06-14,,False,synthetic_derived
EMP-008939,TRN-SIH26135-010395,Web Developer,Education,Part-time,2025-06-28,,False,synthetic_derived
EMP-008940,TRN-SIH26135-010397,Account Executive,Telecom,Full-time,2025-07-25,,False,synthetic_derived
EMP-008941,TRN-SIH26135-010398,Account Executive,Banking & Finance,Self-employed,2025-08-08,2025-12-11,True,synthetic_derived
EMP-008942,TRN-SIH26135-010399,Technician,Logistics,Full-time,2025-08-22,,False,synthetic_derived
EMP-008943,TRN-SIH26135-010400,Healthcare Assistant,Education,Contract,2025-09-05,,False,synthetic_derived
EMP-008944,TRN-SIH26135-010401,Cybersecurity Associate,Education,Part-time,2025-09-19,,False,synthetic_derived
EMP-008945,TRN-SIH26135-010402,Web Developer,E-commerce,Contract,2025-10-03,,False,synthetic_derived
EMP-008946,TRN-SIH26135-010403,Healthcare Assistant,Banking & Finance,Full-time,2025-10-17,,False,synthetic_derived
EMP-008947,TRN-SIH26135-010404,Account Executive,IT Services,Full-time,2025-10-31,,False,synthetic_derived
EMP-008948,TRN-SIH26135-010405,Software Developer,Manufacturing,Full-time,2025-11-14,,False,synthetic_derived
EMP-008949,TRN-SIH26135-010406,Software Developer,Education,Full-time,2025-11-28,,False,synthetic_derived
EMP-008950,TRN-SIH26135-010407,Software Developer,Education,Contract,2025-12-12,,False,synthetic_derived
EMP-008951,TRN-SIH26135-010409,Sales Executive,IT Services,Self-employed,2026-01-08,,False,synthetic_derived
EMP-008952,TRN-SIH26135-010410,Sales Executive,E-commerce,Full-time,2026-01-22,,False,synthetic_derived
EMP-008953,TRN-SIH26135-010411,Technician,E-commerce,Contract,2026-02-05,,False,synthetic_derived
EMP-008954,TRN-SIH26135-010412,Data Analyst,Logistics,Full-time,2026-02-19,,False,synthetic_derived
EMP-008955,TRN-SIH26135-010413,Data Analyst,Education,Part-time,2026-03-05,,False,synthetic_derived
EMP-008956,TRN-SIH26135-010414,Digital Marketing Executive,Healthcare,Full-time,2024-03-29,,False,synthetic_derived
EMP-008957,TRN-SIH26135-010415,Data Analyst,E-commerce,Full-time,2024-04-12,,False,synthetic_derived
EMP-008958,TRN-SIH26135-010416,Graphic Designer,Banking & Finance,Full-time,2024-04-26,,False,synthetic_derived
EMP-008959,TRN-SIH26135-010417,Healthcare Assistant,Government Services,Part-time,2024-05-10,2024-09-30,True,synthetic_derived
EMP-008960,TRN-SIH26135-010418,Sales Executive,Manufacturing,Full-time,2024-05-24,,False,synthetic_derived
EMP-008961,TRN-SIH26135-010419,Cybersecurity Associate,Education,Self-employed,2024-03-29,,False,synthetic_derived
EMP-008962,TRN-SIH26135-010420,Digital Marketing Executive,Manufacturing,Contract,2024-04-12,,False,synthetic_derived
EMP-008963,TRN-SIH26135-010422,Support Engineer,Banking & Finance,Full-time,2024-05-09,,False,synthetic_derived
EMP-008964,TRN-SIH26135-010423,Sales Executive,Banking & Finance,Contract,2024-05-23,,False,synthetic_derived
EMP-008965,TRN-SIH26135-010424,Healthcare Assistant,Government Services,Full-time,2024-06-06,,False,synthetic_derived
EMP-008966,TRN-SIH26135-010425,Graphic Designer,Education,Full-time,2024-06-20,,False,synthetic_derived
EMP-008967,TRN-SIH26135-010426,Digital Marketing Executive,Logistics,Contract,2024-07-04,,False,synthetic_derived
EMP-008968,TRN-SIH26135-010427,Cloud Associate,E-commerce,Apprenticeship,2024-07-18,2024-12-17,True,synthetic_derived
EMP-008969,TRN-SIH26135-010428,Data Analyst,Logistics,Contract,2024-08-01,,False,synthetic_derived
EMP-008970,TRN-SIH26135-010429,Digital Marketing Executive,IT Services,Full-time,2024-08-15,,False,synthetic_derived
EMP-008971,TRN-SIH26135-010430,Account Executive,Government Services,Contract,2024-08-29,,False,synthetic_derived
EMP-008972,TRN-SIH26135-010431,Web Developer,E-commerce,Full-time,2024-09-12,,False,synthetic_derived
EMP-008973,TRN-SIH26135-010432,Data Analyst,Manufacturing,Full-time,2024-09-26,,False,synthetic_derived
EMP-008974,TRN-SIH26135-010433,Web Developer,IT Services,Self-employed,2024-10-10,,False,synthetic_derived
EMP-008975,TRN-SIH26135-010434,Digital Marketing Executive,Healthcare,Part-time,2024-10-24,,False,synthetic_derived
EMP-008976,TRN-SIH26135-010435,Account Executive,IT Services,Part-time,2024-11-07,2025-04-16,True,synthetic_derived
EMP-008977,TRN-SIH26135-010436,Software Developer,Manufacturing,Full-time,2024-11-21,,False,synthetic_derived
EMP-008978,TRN-SIH26135-010437,Digital Marketing Executive,Banking & Finance,Full-time,2024-12-05,,False,synthetic_derived
EMP-008979,TRN-SIH26135-010438,Software Developer,Banking & Finance,Part-time,2024-12-19,,False,synthetic_derived
EMP-008980,TRN-SIH26135-010439,Healthcare Assistant,IT Services,Full-time,2025-01-02,,False,synthetic_derived
EMP-008981,TRN-SIH26135-010440,Account Executive,Government Services,Contract,2025-01-16,,False,synthetic_derived
EMP-008982,TRN-SIH26135-010441,Technician,Education,Part-time,2025-01-30,,False,synthetic_derived
EMP-008983,TRN-SIH26135-010442,Data Analyst,Education,Full-time,2025-02-13,,False,synthetic_derived
EMP-008984,TRN-SIH26135-010443,Cybersecurity Associate,Healthcare,Full-time,2025-02-27,,False,synthetic_derived
EMP-008985,TRN-SIH26135-010444,Healthcare Assistant,E-commerce,Full-time,2025-03-13,,False,synthetic_derived
EMP-008986,TRN-SIH26135-010445,Cybersecurity Associate,Banking & Finance,Full-time,2025-03-27,,False,synthetic_derived
EMP-008987,TRN-SIH26135-010446,Digital Marketing Executive,Manufacturing,Part-time,2025-04-10,,False,synthetic_derived
EMP-008988,TRN-SIH26135-010447,Digital Marketing Executive,Government Services,Full-time,2025-04-24,,False,synthetic_derived
EMP-008989,TRN-SIH26135-010448,Sales Executive,Telecom,Full-time,2025-05-08,2025-10-28,True,synthetic_derived
EMP-008990,TRN-SIH26135-010449,Account Executive,IT Services,Contract,2025-05-22,,False,synthetic_derived
EMP-008991,TRN-SIH26135-010452,Support Engineer,Retail,Full-time,2025-07-01,,False,synthetic_derived
EMP-008992,TRN-SIH26135-010453,Software Developer,Manufacturing,Full-time,2025-07-15,,False,synthetic_derived
EMP-008993,TRN-SIH26135-010454,Web Developer,Government Services,Full-time,2025-07-29,2025-08-30,True,synthetic_derived
EMP-008994,TRN-SIH26135-010455,Account Executive,Telecom,Self-employed,2025-08-12,2025-09-14,True,synthetic_derived
EMP-008995,TRN-SIH26135-010456,Account Executive,Education,Apprenticeship,2025-08-26,,False,synthetic_derived
EMP-008996,TRN-SIH26135-010458,Cloud Associate,Education,Full-time,2025-09-22,,False,synthetic_derived
EMP-008997,TRN-SIH26135-010460,Cloud Associate,IT Services,Full-time,2025-10-19,,False,synthetic_derived
EMP-008998,TRN-SIH26135-010461,Cybersecurity Associate,Banking & Finance,Contract,2025-11-02,2025-12-09,True,synthetic_derived
EMP-008999,TRN-SIH26135-010463,Support Engineer,Logistics,Full-time,2025-11-29,,False,synthetic_derived
EMP-009000,TRN-SIH26135-010465,Graphic Designer,Education,Full-time,2025-12-26,,False,synthetic_derived
EMP-009001,TRN-SIH26135-010466,Sales Executive,Healthcare,Apprenticeship,2026-01-09,,False,synthetic_derived
EMP-009002,TRN-SIH26135-010467,Technician,Banking & Finance,Full-time,2026-01-23,2026-03-05,True,synthetic_derived
EMP-009003,TRN-SIH26135-010468,Sales Executive,Retail,Full-time,2026-02-06,,False,synthetic_derived
EMP-009004,TRN-SIH26135-010469,Support Engineer,Education,Full-time,2024-03-02,,False,synthetic_derived
EMP-009005,TRN-SIH26135-010470,Web Developer,Telecom,Full-time,2024-03-16,,False,synthetic_derived
EMP-009006,TRN-SIH26135-010471,Technician,Banking & Finance,Full-time,2024-03-30,,False,synthetic_derived
EMP-009007,TRN-SIH26135-010472,Digital Marketing Executive,Manufacturing,Apprenticeship,2024-04-13,,False,synthetic_derived
EMP-009008,TRN-SIH26135-010473,Data Analyst,Government Services,Part-time,2024-04-27,,False,synthetic_derived
EMP-009009,TRN-SIH26135-010474,Software Developer,Retail,Full-time,2024-05-11,,False,synthetic_derived
EMP-009010,TRN-SIH26135-010476,Technician,Banking & Finance,Self-employed,2024-06-07,,False,synthetic_derived
EMP-009011,TRN-SIH26135-010477,Data Analyst,Logistics,Full-time,2024-06-21,,False,synthetic_derived
EMP-009012,TRN-SIH26135-010478,Data Analyst,E-commerce,Full-time,2024-07-05,2024-08-25,True,synthetic_derived
EMP-009013,TRN-SIH26135-010479,Data Analyst,E-commerce,Contract,2024-07-19,,False,synthetic_derived
EMP-009014,TRN-SIH26135-010480,Account Executive,Logistics,Self-employed,2024-08-02,,False,synthetic_derived
EMP-009015,TRN-SIH26135-010481,Software Developer,IT Services,Full-time,2024-08-16,,False,synthetic_derived
EMP-009016,TRN-SIH26135-010482,Cloud Associate,Manufacturing,Apprenticeship,2024-08-30,2024-10-24,True,synthetic_derived
EMP-009017,TRN-SIH26135-010483,Sales Executive,Healthcare,Full-time,2024-09-13,,False,synthetic_derived
EMP-009018,TRN-SIH26135-010484,Software Developer,Government Services,Part-time,2024-09-27,,False,synthetic_derived
EMP-009019,TRN-SIH26135-010485,Web Developer,Government Services,Part-time,2024-10-11,,False,synthetic_derived
EMP-009020,TRN-SIH26135-010486,Data Analyst,Telecom,Contract,2024-10-25,,False,synthetic_derived
EMP-009021,TRN-SIH26135-010489,Support Engineer,Retail,Full-time,2024-12-04,,False,synthetic_derived
EMP-009022,TRN-SIH26135-010490,Healthcare Assistant,Government Services,Full-time,2024-12-18,,False,synthetic_derived
EMP-009023,TRN-SIH26135-010491,Cloud Associate,Logistics,Apprenticeship,2025-01-01,,False,synthetic_derived
EMP-009024,TRN-SIH26135-010492,Sales Executive,E-commerce,Contract,2025-01-15,,False,synthetic_derived
EMP-009025,TRN-SIH26135-010493,Cybersecurity Associate,Healthcare,Part-time,2025-01-29,,False,synthetic_derived
EMP-009026,TRN-SIH26135-010494,Graphic Designer,E-commerce,Full-time,2025-02-12,,False,synthetic_derived
EMP-009027,TRN-SIH26135-010495,Software Developer,Retail,Self-employed,2025-02-26,,False,synthetic_derived
EMP-009028,TRN-SIH26135-010496,Web Developer,IT Services,Self-employed,2025-03-12,,False,synthetic_derived
EMP-009029,TRN-SIH26135-010497,Cybersecurity Associate,Education,Full-time,2025-03-26,2025-06-02,True,synthetic_derived
EMP-009030,TRN-SIH26135-010498,Support Engineer,Manufacturing,Full-time,2025-04-09,,False,synthetic_derived
EMP-009031,TRN-SIH26135-010499,Cybersecurity Associate,Government Services,Full-time,2025-02-12,,False,synthetic_derived
EMP-009032,TRN-SIH26135-010500,Web Developer,Telecom,Full-time,2025-02-26,,False,synthetic_derived
EMP-009033,TRN-SIH26135-010501,Healthcare Assistant,IT Services,Full-time,2025-03-12,,False,synthetic_derived
EMP-009034,TRN-SIH26135-010504,Data Analyst,IT Services,Self-employed,2025-04-21,,False,synthetic_derived
EMP-009035,TRN-SIH26135-010505,Support Engineer,Manufacturing,Full-time,2025-05-05,2025-07-18,True,synthetic_derived
EMP-009036,TRN-SIH26135-010506,Web Developer,Government Services,Self-employed,2025-05-19,,False,synthetic_derived
EMP-009037,TRN-SIH26135-010507,Sales Executive,Government Services,Full-time,2025-06-02,,False,synthetic_derived
EMP-009038,TRN-SIH26135-010508,Web Developer,Education,Contract,2025-06-16,,False,synthetic_derived
EMP-009039,TRN-SIH26135-010509,Software Developer,Retail,Full-time,2025-06-30,2025-09-16,True,synthetic_derived
EMP-009040,TRN-SIH26135-010510,Web Developer,Retail,Contract,2025-07-14,,False,synthetic_derived
EMP-009041,TRN-SIH26135-010512,Sales Executive,IT Services,Self-employed,2025-08-10,2025-10-29,True,synthetic_derived
EMP-009042,TRN-SIH26135-010513,Technician,Education,Self-employed,2025-08-24,,False,synthetic_derived
EMP-009043,TRN-SIH26135-010514,Graphic Designer,Manufacturing,Full-time,2025-09-07,,False,synthetic_derived
EMP-009044,TRN-SIH26135-010515,Account Executive,Government Services,Contract,2025-09-21,,False,synthetic_derived
EMP-009045,TRN-SIH26135-010516,Graphic Designer,Government Services,Full-time,2025-10-05,,False,synthetic_derived
EMP-009046,TRN-SIH26135-010518,Healthcare Assistant,Logistics,Contract,2025-11-01,,False,synthetic_derived
EMP-009047,TRN-SIH26135-010519,Data Analyst,Education,Full-time,2025-11-15,,False,synthetic_derived
EMP-009048,TRN-SIH26135-010520,Software Developer,Logistics,Full-time,2025-11-29,,False,synthetic_derived
EMP-009049,TRN-SIH26135-010522,Data Analyst,Banking & Finance,Contract,2025-12-26,,False,synthetic_derived
EMP-009050,TRN-SIH26135-010523,Data Analyst,Retail,Full-time,2026-01-09,,False,synthetic_derived
EMP-009051,TRN-SIH26135-010524,Graphic Designer,Manufacturing,Full-time,2026-01-23,,False,synthetic_derived
EMP-009052,TRN-SIH26135-010525,Healthcare Assistant,Retail,Apprenticeship,2024-02-17,,False,synthetic_derived
EMP-009053,TRN-SIH26135-010526,Technician,Retail,Full-time,2024-03-02,,False,synthetic_derived
EMP-009054,TRN-SIH26135-010527,Account Executive,Telecom,Full-time,2024-03-16,,False,synthetic_derived
EMP-009055,TRN-SIH26135-010528,Digital Marketing Executive,Retail,Part-time,2024-03-30,,False,synthetic_derived
EMP-009056,TRN-SIH26135-010529,Software Developer,Telecom,Full-time,2024-04-13,,False,synthetic_derived
EMP-009057,TRN-SIH26135-010531,Cybersecurity Associate,Telecom,Apprenticeship,2024-05-10,,False,synthetic_derived
EMP-009058,TRN-SIH26135-010532,Cybersecurity Associate,Manufacturing,Full-time,2024-05-24,,False,synthetic_derived
EMP-009059,TRN-SIH26135-010533,Account Executive,IT Services,Full-time,2024-06-07,,False,synthetic_derived
EMP-009060,TRN-SIH26135-010534,Cybersecurity Associate,Manufacturing,Part-time,2024-06-21,,False,synthetic_derived
EMP-009061,TRN-SIH26135-010535,Cloud Associate,IT Services,Full-time,2024-07-05,,False,synthetic_derived
EMP-009062,TRN-SIH26135-010536,Healthcare Assistant,Logistics,Full-time,2024-07-19,,False,synthetic_derived
EMP-009063,TRN-SIH26135-010537,Software Developer,Healthcare,Full-time,2024-08-02,,False,synthetic_derived
EMP-009064,TRN-SIH26135-010539,Support Engineer,Healthcare,Contract,2024-08-29,,False,synthetic_derived
EMP-009065,TRN-SIH26135-010540,Digital Marketing Executive,Manufacturing,Full-time,2024-09-12,,False,synthetic_derived
EMP-009066,TRN-SIH26135-010541,Software Developer,Telecom,Full-time,2024-09-26,,False,synthetic_derived
EMP-009067,TRN-SIH26135-010542,Digital Marketing Executive,Manufacturing,Full-time,2024-10-10,2025-01-24,True,synthetic_derived
EMP-009068,TRN-SIH26135-010543,Cloud Associate,Logistics,Full-time,2024-10-24,,False,synthetic_derived
EMP-009069,TRN-SIH26135-010544,Account Executive,Retail,Self-employed,2024-11-07,2025-02-23,True,synthetic_derived
EMP-009070,TRN-SIH26135-010546,Sales Executive,Logistics,Self-employed,2024-12-04,,False,synthetic_derived
EMP-009071,TRN-SIH26135-010547,Sales Executive,Education,Full-time,2024-12-18,2025-04-07,True,synthetic_derived
EMP-009072,TRN-SIH26135-010548,Graphic Designer,Retail,Full-time,2025-01-01,,False,synthetic_derived
EMP-009073,TRN-SIH26135-010549,Support Engineer,Government Services,Full-time,2025-01-15,,False,synthetic_derived
EMP-009074,TRN-SIH26135-010550,Data Analyst,IT Services,Self-employed,2025-01-29,,False,synthetic_derived
EMP-009075,TRN-SIH26135-010551,Web Developer,IT Services,Full-time,2025-02-12,,False,synthetic_derived
EMP-009076,TRN-SIH26135-010552,Cloud Associate,Manufacturing,Full-time,2025-02-26,,False,synthetic_derived
EMP-009077,TRN-SIH26135-010553,Sales Executive,Manufacturing,Full-time,2025-03-12,,False,synthetic_derived
EMP-009078,TRN-SIH26135-010554,Web Developer,Healthcare,Self-employed,2025-03-26,,False,synthetic_derived
EMP-009079,TRN-SIH26135-010555,Support Engineer,Logistics,Apprenticeship,2025-04-09,,False,synthetic_derived
EMP-009080,TRN-SIH26135-010556,Support Engineer,E-commerce,Full-time,2025-04-23,,False,synthetic_derived
EMP-009081,TRN-SIH26135-010557,Graphic Designer,Telecom,Full-time,2025-05-07,,False,synthetic_derived
EMP-009082,TRN-SIH26135-010558,Graphic Designer,Banking & Finance,Full-time,2025-05-21,2025-09-19,True,synthetic_derived
EMP-009083,TRN-SIH26135-010559,Account Executive,Retail,Contract,2025-06-04,2025-10-04,True,synthetic_derived
EMP-009084,TRN-SIH26135-010560,Data Analyst,Banking & Finance,Full-time,2025-06-18,,False,synthetic_derived
EMP-009085,TRN-SIH26135-010561,Account Executive,IT Services,Full-time,2025-07-02,,False,synthetic_derived
EMP-009086,TRN-SIH26135-010562,Support Engineer,Retail,Self-employed,2025-07-16,,False,synthetic_derived
EMP-009087,TRN-SIH26135-010564,Healthcare Assistant,Healthcare,Full-time,2025-08-12,,False,synthetic_derived
EMP-009088,TRN-SIH26135-010565,Software Developer,E-commerce,Apprenticeship,2025-08-26,,False,synthetic_derived
EMP-009089,TRN-SIH26135-010567,Account Executive,Education,Full-time,2025-09-22,,False,synthetic_derived
EMP-009090,TRN-SIH26135-010568,Web Developer,Education,Full-time,2025-10-06,,False,synthetic_derived
EMP-009091,TRN-SIH26135-010569,Healthcare Assistant,Retail,Apprenticeship,2025-10-20,,False,synthetic_derived
EMP-009092,TRN-SIH26135-010570,Cloud Associate,Education,Self-employed,2025-11-03,,False,synthetic_derived
EMP-009093,TRN-SIH26135-010571,Sales Executive,Manufacturing,Full-time,2025-11-17,,False,synthetic_derived
EMP-009094,TRN-SIH26135-010572,Graphic Designer,Government Services,Full-time,2025-12-01,,False,synthetic_derived
EMP-009095,TRN-SIH26135-010573,Support Engineer,Retail,Apprenticeship,2025-12-15,,False,synthetic_derived
EMP-009096,TRN-SIH26135-010574,Software Developer,Healthcare,Contract,2025-12-29,,False,synthetic_derived
EMP-009097,TRN-SIH26135-010575,Data Analyst,Telecom,Full-time,2026-01-12,,False,synthetic_derived
EMP-009098,TRN-SIH26135-010576,Digital Marketing Executive,Logistics,Full-time,2026-01-26,,False,synthetic_derived
EMP-009099,TRN-SIH26135-010577,Healthcare Assistant,Manufacturing,Full-time,2026-02-09,,False,synthetic_derived
EMP-009100,TRN-SIH26135-010578,Data Analyst,Retail,Contract,2026-02-23,2026-07-12,True,synthetic_derived
EMP-009101,TRN-SIH26135-010579,Digital Marketing Executive,Government Services,Part-time,2025-12-29,,False,synthetic_derived
EMP-009102,TRN-SIH26135-010580,Cybersecurity Associate,Retail,Apprenticeship,2024-01-23,2024-06-12,True,synthetic_derived
EMP-009103,TRN-SIH26135-010581,Cloud Associate,Education,Contract,2024-02-06,,False,synthetic_derived
EMP-009104,TRN-SIH26135-010583,Cybersecurity Associate,Logistics,Full-time,2024-03-04,,False,synthetic_derived
EMP-009105,TRN-SIH26135-010584,Cybersecurity Associate,Telecom,Self-employed,2024-03-18,,False,synthetic_derived
EMP-009106,TRN-SIH26135-010585,Software Developer,Telecom,Contract,2024-04-01,,False,synthetic_derived
EMP-009107,TRN-SIH26135-010587,Graphic Designer,Logistics,Part-time,2024-04-28,,False,synthetic_derived
EMP-009108,TRN-SIH26135-010588,Support Engineer,Education,Full-time,2024-05-12,,False,synthetic_derived
EMP-009109,TRN-SIH26135-010589,Web Developer,Banking & Finance,Self-employed,2024-05-26,2024-10-21,True,synthetic_derived
EMP-009110,TRN-SIH26135-010591,Cybersecurity Associate,Logistics,Full-time,2024-06-22,,False,synthetic_derived
EMP-009111,TRN-SIH26135-010592,Sales Executive,Telecom,Self-employed,2024-07-06,,False,synthetic_derived
EMP-009112,TRN-SIH26135-010593,Cloud Associate,Telecom,Apprenticeship,2024-07-20,,False,synthetic_derived
EMP-009113,TRN-SIH26135-010594,Technician,Healthcare,Apprenticeship,2024-08-03,2025-01-02,True,synthetic_derived
EMP-009114,TRN-SIH26135-010595,Data Analyst,Retail,Apprenticeship,2024-08-17,,False,synthetic_derived
EMP-009115,TRN-SIH26135-010596,Data Analyst,Logistics,Self-employed,2024-08-31,,False,synthetic_derived
EMP-009116,TRN-SIH26135-010597,Graphic Designer,IT Services,Self-employed,2024-09-14,2025-02-16,True,synthetic_derived
EMP-009117,TRN-SIH26135-010598,Graphic Designer,IT Services,Contract,2024-09-28,,False,synthetic_derived
EMP-009118,TRN-SIH26135-010599,Software Developer,Government Services,Full-time,2024-10-12,,False,synthetic_derived
EMP-009119,TRN-SIH26135-010600,Software Developer,E-commerce,Full-time,2024-10-26,,False,synthetic_derived
EMP-009120,TRN-SIH26135-010601,Software Developer,Education,Full-time,2024-11-09,,False,synthetic_derived
