Trainee_ID,Employment_ID,Snapshot_Date,Snapshot_Observed_On,Employment_Duration_Months,Current_Salary_LPA,Job_History_Count,Engagement_Score,Attendance_Percent,Assessment_Score,Skill_Gap_Score,Demand_Score,Employment_Type,Industry,Actual_Job_Role,Target_Job_Role,Skills_Text,Attrition_Target,Data_Origin
TRN-SIH26135-014360,EMP-012310,2025-02-01,2025-02-14,4.93,5.45,1,5.19,69.5,71.8,100.0,30.46,Full-time,Manufacturing,Graphic Designer,Software Developer,communication linux power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-014361,EMP-012311,2024-10-01,2024-10-31,0.99,4.16,1,5.58,92.2,66.9,100.0,29.73,Apprenticeship,Healthcare,Digital Marketing Executive,Web Developer,accounting communication cybersecurity,0,synthetic_longitudinal_derivation
TRN-SIH26135-014362,EMP-012312,2024-12-01,2024-12-14,1.97,5.08,1,5.81,93.9,68.3,62.15,44.23,Full-time,Telecom,Healthcare Assistant,Data Analyst,data_analysis react sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014364,EMP-012313,2025-02-01,2025-02-09,2.96,5.43,1,6.18,87.4,78.4,100.0,31.82,Apprenticeship,Telecom,Cybersecurity Associate,Software Developer,communication healthcare_operations react,0,synthetic_longitudinal_derivation
TRN-SIH26135-014365,EMP-012314,2025-03-01,2025-03-25,3.94,5.31,3,5.81,83.8,84.4,70.0,28.68,Full-time,E-commerce,Cloud Associate,Cybersecurity Associate,aws linux sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-014366,EMP-012315,2025-05-01,2025-05-08,4.93,3.89,0,4.54,71.4,51.5,70.86,46.02,Apprenticeship,Healthcare,Account Executive,Healthcare Assistant,communication machine_learning sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014367,EMP-012316,2025-01-01,2025-01-22,0.99,4.35,2,5.29,68.6,71.2,100.0,35.14,Full-time,Government Services,Graphic Designer,Software Developer,aws communication power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-014368,EMP-012317,2025-03-01,2025-03-07,1.97,2.34,0,4.95,72.2,49.0,100.0,32.7,Full-time,Healthcare,Technician,Cloud Associate,cybersecurity machine_learning sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014369,EMP-012318,2025-04-01,2025-04-20,2.96,5.22,2,6.68,100.0,100.0,100.0,35.43,Apprenticeship,Manufacturing,Graphic Designer,Data Analyst,aws azure linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-014370,EMP-012319,2025-06-01,2025-06-03,3.94,5.04,1,6.36,82.7,90.7,100.0,36.36,Full-time,Retail,Technician,Account Executive,autocad power_bi sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-014371,EMP-012320,2025-07-01,2025-07-17,4.93,4.76,8,5.38,87.2,62.6,100.0,20.87,Contract,Manufacturing,Technician,Software Developer,accounting javascript linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-014372,EMP-012321,2025-01-01,2025-01-22,0.99,5.13,0,5.99,82.5,100.0,100.0,50.6,Contract,IT Services,Digital Marketing Executive,Digital Marketing Executive,accounting linux react,0,synthetic_longitudinal_derivation
TRN-SIH26135-014373,EMP-012322,2025-03-01,2025-03-07,1.97,4.26,1,5.92,86.5,88.6,100.0,58.06,Full-time,Manufacturing,Support Engineer,Support Engineer,data_analysis healthcare_operations sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014374,EMP-012323,2025-04-01,2025-04-20,2.96,4.29,2,5.32,66.7,65.3,100.0,67.53,Contract,Logistics,Sales Executive,Sales Executive,aws azure javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-014375,EMP-012324,2025-06-01,2025-06-03,3.94,4.25,0,5.57,78.9,67.2,100.0,56.34,Full-time,IT Services,Account Executive,Data Analyst,communication data_analysis machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-014376,EMP-012325,2025-07-01,2025-07-17,4.93,4.39,0,5.67,84.6,81.6,100.0,31.16,Apprenticeship,Government Services,Technician,Digital Marketing Executive,cybersecurity python sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-014378,EMP-012327,2025-05-01,2025-05-16,1.97,4.87,0,6.0,77.1,79.7,100.0,39.22,Self-employed,Retail,Cybersecurity Associate,Cloud Associate,data_analysis javascript python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014379,EMP-012328,2025-06-01,2025-06-29,2.96,3.08,0,5.24,82.5,62.2,100.0,36.22,Contract,Government Services,Healthcare Assistant,Healthcare Assistant,data_analysis javascript linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-014380,EMP-012329,2025-08-01,2025-08-12,3.94,4.36,0,5.93,98.5,80.2,35.0,25.0,Full-time,Government Services,Healthcare Assistant,Software Developer,excel python sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014381,EMP-012330,2025-09-01,2025-09-25,4.93,5.7,1,5.38,79.8,78.3,100.0,59.22,Contract,Education,Graphic Designer,Cloud Associate,cybersecurity healthcare_operations power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-014382,EMP-012331,2025-06-01,2025-06-11,0.99,4.65,0,5.75,73.0,84.7,75.0,27.47,Part-time,Government Services,Healthcare Assistant,Data Analyst,azure healthcare_operations power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-014383,EMP-012332,2025-07-01,2025-07-25,1.97,5.36,0,5.58,82.4,66.8,100.0,46.9,Full-time,Manufacturing,Sales Executive,Support Engineer,data_analysis healthcare_operations machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-014384,EMP-012333,2025-09-01,2025-09-07,2.96,4.29,3,6.38,90.2,88.5,70.0,34.87,Contract,Telecom,Software Developer,Digital Marketing Executive,communication data_analysis sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014385,EMP-012334,2025-10-01,2025-10-21,3.94,5.26,3,6.42,92.1,86.5,25.0,27.73,Apprenticeship,IT Services,Support Engineer,Support Engineer,accounting linux networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-014386,EMP-012335,2025-12-01,2025-12-04,4.93,3.27,1,4.95,77.5,68.4,100.0,19.53,Part-time,Logistics,Account Executive,Software Developer,aws digital_marketing power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-014387,EMP-012336,2025-08-01,2025-08-20,0.99,5.26,2,5.89,88.3,90.5,20.5,41.76,Part-time,Government Services,Data Analyst,Account Executive,accounting autocad excel,0,synthetic_longitudinal_derivation
TRN-SIH26135-014388,EMP-012337,2025-10-01,2025-10-03,1.97,3.95,0,5.02,69.8,56.1,80.24,35.67,Full-time,Banking & Finance,Data Analyst,Software Developer,communication networking sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014389,EMP-012338,2025-11-01,2025-11-16,2.96,4.11,1,5.73,81.8,72.6,70.0,49.41,Full-time,Telecom,Cybersecurity Associate,Healthcare Assistant,communication linux networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-014390,EMP-012339,2025-12-01,2025-12-30,3.94,4.84,0,5.8,78.3,73.3,79.6,64.41,Full-time,Telecom,Cybersecurity Associate,Technician,accounting autocad azure,0,synthetic_longitudinal_derivation
TRN-SIH26135-014391,EMP-012340,2026-02-01,2026-02-12,4.93,5.15,0,4.86,75.8,49.8,31.63,26.74,Full-time,Manufacturing,Support Engineer,Software Developer,accounting java python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014392,EMP-012341,2025-10-01,2025-10-29,0.99,5.09,1,5.47,62.0,68.3,42.48,37.65,Full-time,Healthcare,Account Executive,Cybersecurity Associate,accounting cybersecurity networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-014393,EMP-012342,2025-12-01,2025-12-12,1.97,4.68,3,5.93,88.4,91.3,65.0,44.19,Contract,E-commerce,Sales Executive,Software Developer,azure java sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-014394,EMP-012343,2026-01-01,2026-01-25,2.96,3.47,0,5.25,70.5,64.1,100.0,40.74,Contract,Government Services,Data Analyst,Healthcare Assistant,data_analysis react sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-014395,EMP-012344,2026-03-01,2026-03-10,3.94,5.46,1,5.86,73.9,83.9,73.65,26.04,Full-time,Telecom,Account Executive,Technician,accounting azure networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-014396,EMP-012345,2026-04-01,2026-04-23,4.93,5.49,3,5.98,100.0,91.0,100.0,50.0,Full-time,E-commerce,Data Analyst,Data Analyst,digital_marketing java react,0,synthetic_longitudinal_derivation
TRN-SIH26135-014397,EMP-012346,2026-01-01,2026-01-07,0.99,4.49,1,6.04,100.0,82.3,100.0,40.56,Self-employed,Manufacturing,Technician,Digital Marketing Executive,data_analysis react sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-014398,EMP-012347,2026-02-01,2026-02-20,1.97,5.38,0,5.92,78.0,79.3,85.0,15.65,Full-time,Education,Technician,Sales Executive,excel machine_learning python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014399,EMP-012348,2026-04-01,2026-04-05,2.96,3.26,3,5.85,79.5,68.7,100.0,51.75,Apprenticeship,Education,Data Analyst,Software Developer,data_analysis power_bi sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-014400,EMP-012349,2026-05-01,2026-05-19,3.94,5.3,1,5.71,63.4,88.6,100.0,45.75,Full-time,Logistics,Technician,Data Analyst,cybersecurity healthcare_operations react,0,synthetic_longitudinal_derivation
TRN-SIH26135-014401,EMP-012350,2024-07-01,2024-07-12,4.93,4.44,0,5.22,98.1,67.9,100.0,39.47,Full-time,Government Services,Software Developer,Web Developer,aws communication power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-014402,EMP-012351,2024-03-01,2024-03-28,0.99,4.88,0,5.72,88.9,80.5,70.41,39.53,Full-time,Government Services,Technician,Data Analyst,digital_marketing python react,0,synthetic_longitudinal_derivation
TRN-SIH26135-014403,EMP-012352,2024-05-01,2024-05-11,1.97,4.75,1,5.55,66.8,75.2,100.0,61.45,Contract,E-commerce,Sales Executive,Software Developer,aws digital_marketing linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-014404,EMP-012353,2024-06-01,2024-06-24,2.96,3.99,3,5.39,60.3,64.1,100.0,36.72,Self-employed,Banking & Finance,Account Executive,Data Analyst,digital_marketing healthcare_operations java,0,synthetic_longitudinal_derivation
TRN-SIH26135-014405,EMP-012354,2024-08-01,2024-08-07,3.94,3.38,0,5.8,74.1,72.0,65.0,27.27,Full-time,IT Services,Web Developer,Software Developer,accounting digital_marketing python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014406,EMP-012355,2024-09-01,2024-09-20,4.93,4.43,0,5.23,66.8,65.0,100.0,29.6,Part-time,Banking & Finance,Web Developer,Digital Marketing Executive,accounting java power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-014408,EMP-012356,2024-06-01,2024-06-19,0.99,4.65,1,5.34,85.7,73.0,100.0,25.97,Full-time,IT Services,Web Developer,Technician,azure linux python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014409,EMP-012357,2024-08-01,2024-08-02,1.97,5.08,1,5.69,75.2,84.0,65.0,43.1,Full-time,IT Services,Cloud Associate,Cloud Associate,azure data_analysis java,0,synthetic_longitudinal_derivation
TRN-SIH26135-014410,EMP-012358,2024-09-01,2024-09-15,2.96,4.24,4,5.1,86.8,48.3,52.93,73.08,Part-time,Manufacturing,Support Engineer,Web Developer,healthcare_operations javascript sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014411,EMP-012359,2024-10-01,2024-10-29,3.94,5.02,1,5.26,67.0,59.6,53.29,34.88,Full-time,Banking & Finance,Data Analyst,Cybersecurity Associate,digital_marketing linux networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-014412,EMP-012360,2024-12-01,2024-12-12,4.93,4.94,1,5.17,67.4,68.4,100.0,33.54,Full-time,Healthcare,Cloud Associate,Software Developer,azure data_analysis linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-014413,EMP-012361,2024-08-01,2024-08-28,0.99,3.82,1,5.09,71.4,52.6,71.81,34.83,Apprenticeship,Logistics,Web Developer,Software Developer,accounting java javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-014414,EMP-012362,2024-10-01,2024-10-11,1.97,4.21,1,5.84,76.4,73.2,72.89,33.98,Part-time,E-commerce,Data Analyst,Cloud Associate,azure data_analysis networking,1,synthetic_longitudinal_derivation
TRN-SIH26135-014415,EMP-012363,2024-11-01,2024-11-24,2.96,5.53,0,6.0,100.0,85.5,100.0,70.8,Full-time,Retail,Support Engineer,Digital Marketing Executive,autocad healthcare_operations javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-014417,EMP-012364,2025-01-01,2025-01-20,3.94,4.86,1,5.19,64.5,64.3,100.0,28.57,Apprenticeship,Education,Data Analyst,Account Executive,azure data_analysis python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014418,EMP-012365,2025-03-01,2025-03-05,4.93,5.06,0,5.71,79.7,91.8,100.0,42.58,Self-employed,Government Services,Technician,Account Executive,data_analysis java sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-014419,EMP-012366,2024-11-01,2024-11-19,0.99,5.09,0,5.57,72.4,77.9,100.0,46.98,Contract,Banking & Finance,Cybersecurity Associate,Account Executive,react sales sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014420,EMP-012367,2025-01-01,2025-01-02,1.97,4.91,0,5.91,75.8,82.7,73.87,53.79,Full-time,Banking & Finance,Sales Executive,Web Developer,azure data_analysis react,0,synthetic_longitudinal_derivation
TRN-SIH26135-014421,EMP-012368,2025-02-01,2025-02-15,2.96,5.1,1,5.89,97.1,66.4,76.6,25.51,Full-time,Government Services,Healthcare Assistant,Data Analyst,data_analysis networking sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014424,EMP-012370,2025-05-01,2025-05-27,4.93,5.3,0,5.27,84.4,78.7,100.0,20.0,Part-time,Retail,Web Developer,Software Developer,accounting cybersecurity networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-014425,EMP-012371,2025-02-01,2025-02-10,0.99,5.28,0,5.5,73.1,81.0,82.31,27.54,Full-time,Education,Cybersecurity Associate,Digital Marketing Executive,excel javascript react,0,synthetic_longitudinal_derivation
TRN-SIH26135-014426,EMP-012372,2025-03-01,2025-03-26,1.97,3.26,2,5.22,81.2,59.5,100.0,37.5,Full-time,E-commerce,Cybersecurity Associate,Digital Marketing Executive,javascript power_bi python,1,synthetic_longitudinal_derivation
TRN-SIH26135-014428,EMP-012374,2025-06-01,2025-06-22,3.94,5.39,2,6.28,79.0,92.2,100.0,42.67,Full-time,Healthcare,Digital Marketing Executive,Cloud Associate,healthcare_operations java sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014429,EMP-012375,2025-08-01,2025-08-05,4.93,3.84,1,5.39,77.3,70.2,53.21,37.25,Full-time,Retail,Support Engineer,Technician,excel networking python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014430,EMP-012376,2025-04-01,2025-04-21,0.99,3.8,3,5.32,73.8,57.5,59.0,40.69,Self-employed,Retail,Technician,Digital Marketing Executive,digital_marketing linux python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014431,EMP-012377,2025-06-01,2025-06-04,1.97,4.0,0,5.51,78.1,78.8,100.0,44.78,Full-time,Government Services,Software Developer,Healthcare Assistant,cybersecurity java react,1,synthetic_longitudinal_derivation
TRN-SIH26135-014432,EMP-012378,2025-07-01,2025-07-18,2.96,3.98,0,4.89,72.3,49.1,100.0,29.8,Self-employed,IT Services,Account Executive,Web Developer,data_analysis excel machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-014434,EMP-012379,2025-09-01,2025-09-13,3.94,4.28,1,5.29,68.9,63.3,100.0,25.0,Full-time,Education,Software Developer,Support Engineer,cybersecurity machine_learning power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-014435,EMP-012380,2025-10-01,2025-10-27,4.93,3.57,1,5.33,87.5,70.0,100.0,65.26,Full-time,Government Services,Digital Marketing Executive,Software Developer,autocad digital_marketing javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-014436,EMP-012381,2025-07-01,2025-07-13,0.99,4.57,2,5.27,64.6,65.6,100.0,34.45,Contract,Education,Account Executive,Healthcare Assistant,accounting cybersecurity power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-014437,EMP-012382,2025-08-01,2025-08-26,1.97,4.48,2,5.9,69.0,82.1,100.0,40.0,Full-time,Government Services,Web Developer,Graphic Designer,java react sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014438,EMP-012383,2025-10-01,2025-10-09,2.96,3.74,0,5.21,56.9,52.0,100.0,34.69,Apprenticeship,Healthcare,Cybersecurity Associate,Data Analyst,autocad linux react,0,synthetic_longitudinal_derivation
TRN-SIH26135-014439,EMP-012384,2025-11-01,2025-11-22,3.94,4.77,0,5.07,85.5,54.3,100.0,61.73,Full-time,Logistics,Technician,Software Developer,azure excel javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-014441,EMP-012386,2025-09-01,2025-09-21,0.99,4.36,1,5.62,72.9,82.6,100.0,53.26,Full-time,Retail,Support Engineer,Healthcare Assistant,azure machine_learning sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014442,EMP-012387,2025-11-01,2025-11-04,1.97,4.9,1,5.81,86.7,77.8,67.71,62.32,Full-time,Banking & Finance,Cybersecurity Associate,Sales Executive,autocad communication digital_marketing,0,synthetic_longitudinal_derivation
TRN-SIH26135-014443,EMP-012388,2025-12-01,2025-12-18,2.96,4.51,1,5.74,76.1,71.9,100.0,46.75,Apprenticeship,Telecom,Technician,Data Analyst,accounting aws data_analysis,0,synthetic_longitudinal_derivation
TRN-SIH26135-014444,EMP-012389,2026-01-01,2026-01-31,3.94,4.64,2,5.56,66.5,65.3,100.0,45.78,Part-time,E-commerce,Data Analyst,Cloud Associate,accounting cybersecurity javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-014446,EMP-012390,2026-03-01,2026-03-29,4.93,3.67,1,5.67,72.7,79.9,100.0,62.31,Full-time,Healthcare,Support Engineer,Web Developer,accounting excel machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-014447,EMP-012391,2025-10-01,2025-10-04,0.99,5.22,2,5.09,79.2,65.5,100.0,55.48,Full-time,Telecom,Cloud Associate,Sales Executive,autocad healthcare_operations networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-014448,EMP-012392,2025-11-01,2025-11-17,1.97,3.84,3,4.75,66.8,49.7,100.0,56.49,Contract,Education,Cloud Associate,Web Developer,azure digital_marketing sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-014449,EMP-012393,2025-12-01,2025-12-31,2.96,4.83,0,5.41,68.5,68.0,49.83,45.56,Part-time,Healthcare,Data Analyst,Digital Marketing Executive,digital_marketing excel react,0,synthetic_longitudinal_derivation
TRN-SIH26135-014451,EMP-012394,2026-02-01,2026-02-26,3.94,4.71,1,5.92,95.2,74.6,100.0,45.24,Self-employed,Retail,Digital Marketing Executive,Healthcare Assistant,javascript linux sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-014454,EMP-012396,2026-01-01,2026-01-08,0.99,5.16,1,5.94,72.0,86.5,100.0,26.05,Apprenticeship,Education,Web Developer,Support Engineer,digital_marketing react sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014455,EMP-012397,2026-02-01,2026-02-21,1.97,5.66,1,6.09,74.9,84.0,65.14,43.52,Self-employed,E-commerce,Support Engineer,Software Developer,communication python sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-014456,EMP-012398,2026-04-01,2026-04-06,2.96,5.52,2,6.07,95.1,90.2,35.0,39.58,Part-time,Government Services,Sales Executive,Data Analyst,linux power_bi sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014457,EMP-012399,2024-05-01,2024-05-30,3.94,4.78,0,5.66,69.1,81.3,100.0,55.83,Part-time,Banking & Finance,Sales Executive,Sales Executive,data_analysis networking python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014458,EMP-012400,2024-07-01,2024-07-13,4.93,4.87,5,5.16,77.6,70.5,100.0,42.05,Full-time,Manufacturing,Sales Executive,Software Developer,digital_marketing javascript power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-014459,EMP-012401,2024-03-01,2024-03-29,0.99,5.29,1,5.25,82.5,60.9,65.0,21.57,Full-time,Education,Account Executive,Software Developer,digital_marketing machine_learning python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014461,EMP-012402,2024-05-01,2024-05-25,1.97,3.7,2,6.0,82.8,83.8,85.0,35.71,Self-employed,Education,Account Executive,Sales Executive,cybersecurity excel python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014463,EMP-012403,2024-07-01,2024-07-21,2.96,3.88,0,5.87,84.8,70.4,100.0,30.0,Full-time,Telecom,Account Executive,Cybersecurity Associate,accounting javascript machine_learning,1,synthetic_longitudinal_derivation
TRN-SIH26135-014465,EMP-012405,2024-10-01,2024-10-17,4.93,4.36,0,5.7,73.5,100.0,50.0,55.56,Full-time,IT Services,Healthcare Assistant,Cybersecurity Associate,azure cybersecurity python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014466,EMP-012406,2024-07-01,2024-07-03,0.99,5.77,2,5.62,89.7,79.1,100.0,17.43,Part-time,Government Services,Cybersecurity Associate,Web Developer,autocad data_analysis digital_marketing,0,synthetic_longitudinal_derivation
TRN-SIH26135-014467,EMP-012407,2024-08-01,2024-08-16,1.97,3.84,3,5.17,67.4,62.9,100.0,65.85,Full-time,Telecom,Cloud Associate,Cybersecurity Associate,autocad aws power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-014469,EMP-012408,2024-10-01,2024-10-12,2.96,4.85,1,6.12,99.0,81.0,100.0,59.43,Full-time,Logistics,Cloud Associate,Technician,communication javascript sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014470,EMP-012409,2024-11-01,2024-11-25,3.94,5.05,1,5.45,66.1,64.2,100.0,26.79,Apprenticeship,IT Services,Web Developer,Data Analyst,cybersecurity digital_marketing java,0,synthetic_longitudinal_derivation
TRN-SIH26135-014472,EMP-012411,2024-09-01,2024-09-24,0.99,4.88,2,6.08,80.1,85.4,100.0,44.51,Full-time,Banking & Finance,Sales Executive,Digital Marketing Executive,azure networking sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014473,EMP-012412,2024-11-01,2024-11-07,1.97,4.59,0,5.52,87.4,75.4,100.0,56.19,Apprenticeship,Manufacturing,Web Developer,Digital Marketing Executive,azure data_analysis healthcare_operations,0,synthetic_longitudinal_derivation
TRN-SIH26135-014475,EMP-012413,2025-01-01,2025-01-03,2.96,3.87,0,4.93,63.2,54.2,100.0,47.71,Apprenticeship,Logistics,Web Developer,Graphic Designer,accounting javascript power_bi,1,synthetic_longitudinal_derivation
TRN-SIH26135-014477,EMP-012414,2025-03-01,2025-03-01,3.94,5.85,2,5.79,71.2,82.2,54.75,36.9,Full-time,IT Services,Web Developer,Account Executive,accounting aws data_analysis,0,synthetic_longitudinal_derivation
TRN-SIH26135-014478,EMP-012415,2025-04-01,2025-04-14,4.93,3.45,0,5.15,65.5,71.8,100.0,28.78,Apprenticeship,Government Services,Technician,Technician,azure java sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014480,EMP-012416,2025-01-01,2025-01-11,0.99,5.62,5,5.87,82.9,82.4,100.0,42.86,Full-time,Education,Account Executive,Sales Executive,cybersecurity data_analysis javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-014481,EMP-012417,2025-02-01,2025-02-24,1.97,5.29,3,5.82,85.9,72.0,100.0,66.67,Full-time,Telecom,Sales Executive,Technician,cybersecurity javascript linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-014482,EMP-012418,2025-04-01,2025-04-09,2.96,5.07,2,6.49,93.4,88.5,70.0,66.22,Full-time,IT Services,Technician,Software Developer,accounting data_analysis sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-014483,EMP-012419,2025-05-01,2025-05-23,3.94,4.93,1,5.17,86.2,57.8,100.0,40.22,Apprenticeship,Telecom,Web Developer,Healthcare Assistant,cybersecurity linux python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014484,EMP-012420,2025-07-01,2025-07-06,4.93,4.67,2,5.11,67.4,75.8,100.0,67.27,Full-time,Retail,Data Analyst,Software Developer,accounting azure data_analysis,0,synthetic_longitudinal_derivation
TRN-SIH26135-014485,EMP-012421,2025-03-01,2025-03-22,0.99,5.36,2,6.15,83.2,100.0,100.0,49.07,Apprenticeship,Healthcare,Graphic Designer,Sales Executive,data_analysis java react,0,synthetic_longitudinal_derivation
TRN-SIH26135-014486,EMP-012422,2025-05-01,2025-05-05,1.97,5.29,1,6.03,77.4,90.2,100.0,55.45,Part-time,Healthcare,Graphic Designer,Cloud Associate,javascript networking power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-014487,EMP-012423,2025-06-01,2025-06-18,2.96,4.76,3,5.46,72.8,61.9,74.21,29.0,Apprenticeship,IT Services,Support Engineer,Graphic Designer,aws digital_marketing java,0,synthetic_longitudinal_derivation
TRN-SIH26135-014488,EMP-012424,2025-08-01,2025-08-01,3.94,4.1,3,5.73,73.8,69.2,100.0,21.98,Contract,E-commerce,Web Developer,Support Engineer,data_analysis digital_marketing machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-014489,EMP-012425,2025-09-01,2025-09-14,4.93,4.45,1,5.91,79.9,86.7,100.0,55.63,Full-time,Banking & Finance,Cybersecurity Associate,Healthcare Assistant,cybersecurity digital_marketing power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-014490,EMP-012426,2025-05-01,2025-05-31,0.99,3.64,1,5.23,67.7,75.5,70.46,43.64,Full-time,Manufacturing,Web Developer,Software Developer,azure power_bi python,0,synthetic_longitudinal_derivation
TRN-SIH26135-014491,EMP-012427,2025-07-01,2025-07-14,1.97,5.2,4,5.76,81.4,84.0,100.0,23.17,Full-time,Banking & Finance,Healthcare Assistant,Technician,cybersecurity data_analysis digital_marketing,0,synthetic_longitudinal_derivation
TRN-SIH26135-014492,EMP-012428,2025-08-01,2025-08-27,2.96,4.42,0,5.18,78.7,54.8,100.0,44.37,Contract,Telecom,Technician,Software Developer,autocad communication react,0,synthetic_longitudinal_derivation
TRN-SIH26135-014493,EMP-012429,2025-10-01,2025-10-10,3.94,4.78,2,5.78,72.8,78.0,65.0,54.55,Contract,Education,Sales Executive,Software Developer,linux python react,0,synthetic_longitudinal_derivation
TRN-SIH26135-014494,EMP-012430,2025-11-01,2025-11-23,4.93,3.6,3,4.85,80.5,50.5,100.0,65.69,Full-time,E-commerce,Healthcare Assistant,Software Developer,digital_marketing linux react,0,synthetic_longitudinal_derivation
TRN-SIH26135-014495,EMP-012431,2025-08-01,2025-08-09,0.99,4.84,0,5.72,98.5,66.9,100.0,37.66,Part-time,E-commerce,Support Engineer,Data Analyst,cybersecurity data_analysis digital_marketing,0,synthetic_longitudinal_derivation
TRN-SIH26135-014496,EMP-012432,2025-09-01,2025-09-22,1.97,4.38,0,5.65,69.9,68.4,71.16,30.14,Part-time,Manufacturing,Technician,Software Developer,aws healthcare_operations java,0,synthetic_longitudinal_derivation
TRN-SIH26135-014497,EMP-012433,2025-11-01,2025-11-05,2.96,4.71,0,5.22,75.4,64.2,27.62,19.23,Self-employed,E-commerce,Sales Executive,Healthcare Assistant,communication healthcare_operations sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-014498,EMP-012434,2025-12-01,2025-12-19,3.94,4.15,0,5.9,90.4,82.3,100.0,46.41,Apprenticeship,E-commerce,Account Executive,Account Executive,linux machine_learning networking,0,synthetic_longitudinal_derivation
