Trainee_ID,Skill,Assessment_Date,Evidence_Source,Proficiency
TRN-SIH26135-013903,aws,2023-12-17,legacy_skill_assessment,87.7
TRN-SIH26135-013903,azure,2023-12-24,legacy_skill_assessment,83.7
TRN-SIH26135-013903,healthcare operations,2023-12-31,legacy_skill_assessment,90.7
TRN-SIH26135-013904,cybersecurity,2023-12-30,legacy_skill_assessment,54.9
TRN-SIH26135-013904,java,2024-01-13,legacy_skill_assessment,57.9
TRN-SIH26135-013904,linux,2024-01-06,legacy_skill_assessment,50.9
TRN-SIH26135-013905,excel,2024-01-12,legacy_skill_assessment,68.6
TRN-SIH26135-013905,javascript,2024-01-26,legacy_skill_assessment,71.6
TRN-SIH26135-013905,networking,2024-01-19,legacy_skill_assessment,64.6
TRN-SIH26135-013906,aws,2024-02-08,legacy_skill_assessment,68.6
TRN-SIH26135-013906,excel,2024-02-01,legacy_skill_assessment,61.6
TRN-SIH26135-013906,react,2024-01-25,legacy_skill_assessment,65.6
TRN-SIH26135-013907,aws,2024-02-14,legacy_skill_assessment,61.8
TRN-SIH26135-013907,communication,2024-02-07,legacy_skill_assessment,65.8
TRN-SIH26135-013907,linux,2024-02-21,legacy_skill_assessment,68.8
TRN-SIH26135-013908,java,2024-02-27,legacy_skill_assessment,72.1
TRN-SIH26135-013908,power bi,2024-02-20,legacy_skill_assessment,76.1
TRN-SIH26135-013908,sales,2024-03-05,legacy_skill_assessment,79.1
TRN-SIH26135-013909,accounting,2024-03-11,legacy_skill_assessment,60.9
TRN-SIH26135-013909,azure,2024-03-04,legacy_skill_assessment,64.9
TRN-SIH26135-013909,healthcare operations,2024-03-18,legacy_skill_assessment,67.9
TRN-SIH26135-013910,cybersecurity,2024-03-31,legacy_skill_assessment,75.3
TRN-SIH26135-013910,javascript,2024-03-24,legacy_skill_assessment,68.3
TRN-SIH26135-013910,sales,2024-03-17,legacy_skill_assessment,72.3
TRN-SIH26135-013911,cybersecurity,2024-04-13,legacy_skill_assessment,61.8
TRN-SIH26135-013911,healthcare operations,2024-04-06,legacy_skill_assessment,54.8
TRN-SIH26135-013911,python,2024-03-30,legacy_skill_assessment,58.8
TRN-SIH26135-013912,accounting,2024-04-12,legacy_skill_assessment,83.3
TRN-SIH26135-013912,azure,2024-04-19,legacy_skill_assessment,79.3
TRN-SIH26135-013912,python,2024-04-26,legacy_skill_assessment,86.3
TRN-SIH26135-013913,autocad,2024-05-09,legacy_skill_assessment,70.9
TRN-SIH26135-013913,aws,2024-04-25,legacy_skill_assessment,67.9
TRN-SIH26135-013913,javascript,2024-05-02,legacy_skill_assessment,63.9
TRN-SIH26135-013914,accounting,2024-05-15,legacy_skill_assessment,87.1
TRN-SIH26135-013914,azure,2024-05-08,legacy_skill_assessment,91.1
TRN-SIH26135-013914,javascript,2024-05-22,legacy_skill_assessment,94.1
TRN-SIH26135-013915,linux,2024-05-28,legacy_skill_assessment,58.8
TRN-SIH26135-013915,power bi,2024-05-21,legacy_skill_assessment,62.8
TRN-SIH26135-013915,sql,2024-06-04,legacy_skill_assessment,65.8
TRN-SIH26135-013916,linux,2024-06-10,legacy_skill_assessment,72.4
TRN-SIH26135-013916,machine learning,2024-06-17,legacy_skill_assessment,79.4
TRN-SIH26135-013916,react,2024-06-03,legacy_skill_assessment,76.4
TRN-SIH26135-013917,data analysis,2024-06-23,legacy_skill_assessment,48.8
TRN-SIH26135-013917,healthcare operations,2024-06-30,legacy_skill_assessment,55.8
TRN-SIH26135-013917,python,2024-06-16,legacy_skill_assessment,52.8
TRN-SIH26135-013918,autocad,2024-07-13,legacy_skill_assessment,51.9
TRN-SIH26135-013918,communication,2024-06-29,legacy_skill_assessment,48.9
TRN-SIH26135-013918,networking,2024-07-06,legacy_skill_assessment,44.9
TRN-SIH26135-013919,communication,2024-07-26,legacy_skill_assessment,59.8
TRN-SIH26135-013919,data analysis,2024-07-19,legacy_skill_assessment,52.8
TRN-SIH26135-013919,python,2024-07-12,legacy_skill_assessment,56.8
TRN-SIH26135-013920,accounting,2024-08-01,legacy_skill_assessment,44.7
TRN-SIH26135-013920,communication,2024-08-08,legacy_skill_assessment,51.7
TRN-SIH26135-013920,digital marketing,2024-07-25,legacy_skill_assessment,48.7
TRN-SIH26135-013921,accounting,2024-08-14,legacy_skill_assessment,54.0
TRN-SIH26135-013921,javascript,2024-08-21,legacy_skill_assessment,61.0
TRN-SIH26135-013921,linux,2024-08-07,legacy_skill_assessment,58.0
TRN-SIH26135-013922,accounting,2024-08-27,legacy_skill_assessment,63.1
TRN-SIH26135-013922,data analysis,2024-08-20,legacy_skill_assessment,67.1
TRN-SIH26135-013922,linux,2024-09-03,legacy_skill_assessment,70.1
TRN-SIH26135-013923,cybersecurity,2024-09-16,legacy_skill_assessment,83.8
TRN-SIH26135-013923,digital marketing,2024-09-09,legacy_skill_assessment,76.8
TRN-SIH26135-013923,linux,2024-09-02,legacy_skill_assessment,80.8
TRN-SIH26135-013924,communication,2024-09-15,legacy_skill_assessment,66.9
TRN-SIH26135-013924,machine learning,2024-09-29,legacy_skill_assessment,69.9
TRN-SIH26135-013924,python,2024-09-22,legacy_skill_assessment,62.9
TRN-SIH26135-013925,javascript,2024-10-05,legacy_skill_assessment,53.2
TRN-SIH26135-013925,react,2024-09-28,legacy_skill_assessment,57.2
TRN-SIH26135-013925,sales,2024-10-12,legacy_skill_assessment,60.2
TRN-SIH26135-013926,healthcare operations,2024-10-18,legacy_skill_assessment,74.1
TRN-SIH26135-013926,power bi,2024-10-11,legacy_skill_assessment,78.1
TRN-SIH26135-013926,sql,2024-10-25,legacy_skill_assessment,81.1
TRN-SIH26135-013927,aws,2024-10-24,legacy_skill_assessment,57.3
TRN-SIH26135-013927,data analysis,2024-10-31,legacy_skill_assessment,53.3
TRN-SIH26135-013927,linux,2024-11-07,legacy_skill_assessment,60.3
TRN-SIH26135-013928,data analysis,2024-11-20,legacy_skill_assessment,58.5
TRN-SIH26135-013928,java,2024-11-06,legacy_skill_assessment,55.5
TRN-SIH26135-013928,linux,2024-11-13,legacy_skill_assessment,51.5
TRN-SIH26135-013929,autocad,2024-11-19,legacy_skill_assessment,68.3
TRN-SIH26135-013929,machine learning,2024-11-26,legacy_skill_assessment,64.3
TRN-SIH26135-013929,python,2024-12-03,legacy_skill_assessment,71.3
TRN-SIH26135-013930,azure,2024-12-09,legacy_skill_assessment,82.6
TRN-SIH26135-013930,cybersecurity,2024-12-16,legacy_skill_assessment,89.6
TRN-SIH26135-013930,digital marketing,2024-12-02,legacy_skill_assessment,86.6
TRN-SIH26135-013931,communication,2024-12-29,legacy_skill_assessment,53.3
TRN-SIH26135-013931,sales,2024-12-22,legacy_skill_assessment,46.3
TRN-SIH26135-013931,sql,2024-12-15,legacy_skill_assessment,50.3
TRN-SIH26135-013932,communication,2025-01-11,legacy_skill_assessment,59.1
TRN-SIH26135-013932,javascript,2024-12-28,legacy_skill_assessment,56.1
TRN-SIH26135-013932,sales,2025-01-04,legacy_skill_assessment,52.1
TRN-SIH26135-013933,networking,2025-01-17,legacy_skill_assessment,64.7
TRN-SIH26135-013933,sales,2025-01-10,legacy_skill_assessment,68.7
TRN-SIH26135-013933,sql,2025-01-24,legacy_skill_assessment,71.7
TRN-SIH26135-013934,autocad,2025-01-23,legacy_skill_assessment,60.8
TRN-SIH26135-013934,communication,2025-01-30,legacy_skill_assessment,56.8
TRN-SIH26135-013934,power bi,2025-02-06,legacy_skill_assessment,63.8
TRN-SIH26135-013935,healthcare operations,2025-02-05,legacy_skill_assessment,59.2
TRN-SIH26135-013935,javascript,2025-02-19,legacy_skill_assessment,62.2
TRN-SIH26135-013935,react,2025-02-12,legacy_skill_assessment,55.2
TRN-SIH26135-013936,azure,2025-03-04,legacy_skill_assessment,84.1
TRN-SIH26135-013936,data analysis,2025-02-25,legacy_skill_assessment,77.1
TRN-SIH26135-013936,digital marketing,2025-02-18,legacy_skill_assessment,81.1
TRN-SIH26135-013937,azure,2025-03-03,legacy_skill_assessment,69.7
TRN-SIH26135-013937,javascript,2025-03-17,legacy_skill_assessment,72.7
TRN-SIH26135-013937,react,2025-03-10,legacy_skill_assessment,65.7
TRN-SIH26135-013938,aws,2025-03-30,legacy_skill_assessment,67.2
TRN-SIH26135-013938,communication,2025-03-23,legacy_skill_assessment,60.2
TRN-SIH26135-013938,java,2025-03-16,legacy_skill_assessment,64.2
TRN-SIH26135-013939,aws,2025-04-12,legacy_skill_assessment,64.7
TRN-SIH26135-013939,networking,2025-03-29,legacy_skill_assessment,61.7
TRN-SIH26135-013939,sales,2025-04-05,legacy_skill_assessment,57.7
TRN-SIH26135-013940,autocad,2025-04-25,legacy_skill_assessment,42.9
TRN-SIH26135-013940,networking,2025-04-11,legacy_skill_assessment,39.9
TRN-SIH26135-013940,sales,2025-04-18,legacy_skill_assessment,35.9
TRN-SIH26135-013941,azure,2025-05-08,legacy_skill_assessment,72.6
TRN-SIH26135-013941,networking,2025-04-24,legacy_skill_assessment,69.6
TRN-SIH26135-013941,sales,2025-05-01,legacy_skill_assessment,65.6
TRN-SIH26135-013942,data analysis,2025-05-07,legacy_skill_assessment,79.9
TRN-SIH26135-013942,react,2025-05-21,legacy_skill_assessment,82.9
TRN-SIH26135-013942,sql,2025-05-14,legacy_skill_assessment,75.9
TRN-SIH26135-013943,aws,2025-05-27,legacy_skill_assessment,73.4
TRN-SIH26135-013943,communication,2025-05-20,legacy_skill_assessment,77.4
TRN-SIH26135-013943,excel,2025-06-03,legacy_skill_assessment,80.4
TRN-SIH26135-013944,azure,2025-06-09,legacy_skill_assessment,50.7
TRN-SIH26135-013944,data analysis,2025-06-16,legacy_skill_assessment,57.7
TRN-SIH26135-013944,linux,2025-06-02,legacy_skill_assessment,54.7
TRN-SIH26135-013945,accounting,2025-06-15,legacy_skill_assessment,55.6
TRN-SIH26135-013945,data analysis,2025-06-29,legacy_skill_assessment,58.6
TRN-SIH26135-013945,power bi,2025-06-22,legacy_skill_assessment,51.6
TRN-SIH26135-013946,aws,2025-07-12,legacy_skill_assessment,70.4
TRN-SIH26135-013946,azure,2025-07-05,legacy_skill_assessment,63.4
TRN-SIH26135-013946,linux,2025-06-28,legacy_skill_assessment,67.4
TRN-SIH26135-013947,java,2025-07-11,legacy_skill_assessment,96.2
TRN-SIH26135-013947,javascript,2025-07-25,legacy_skill_assessment,99.2
TRN-SIH26135-013947,power bi,2025-07-18,legacy_skill_assessment,92.2
TRN-SIH26135-013948,aws,2025-07-24,legacy_skill_assessment,61.1
TRN-SIH26135-013948,data analysis,2025-08-07,legacy_skill_assessment,64.1
TRN-SIH26135-013948,power bi,2025-07-31,legacy_skill_assessment,57.1
TRN-SIH26135-013949,java,2025-08-13,legacy_skill_assessment,68.3
TRN-SIH26135-013949,javascript,2025-08-06,legacy_skill_assessment,72.3
TRN-SIH26135-013949,react,2025-08-20,legacy_skill_assessment,75.3
TRN-SIH26135-013950,communication,2025-08-26,legacy_skill_assessment,64.9
TRN-SIH26135-013950,digital marketing,2025-09-02,legacy_skill_assessment,71.9
TRN-SIH26135-013950,java,2025-08-19,legacy_skill_assessment,68.9
TRN-SIH26135-013951,accounting,2025-09-08,legacy_skill_assessment,42.7
TRN-SIH26135-013951,networking,2025-09-15,legacy_skill_assessment,49.7
TRN-SIH26135-013951,sales,2025-09-01,legacy_skill_assessment,46.7
TRN-SIH26135-013952,accounting,2025-09-28,legacy_skill_assessment,54.6
TRN-SIH26135-013952,communication,2025-09-14,legacy_skill_assessment,51.6
TRN-SIH26135-013952,python,2025-09-21,legacy_skill_assessment,47.6
TRN-SIH26135-013953,azure,2025-10-11,legacy_skill_assessment,74.3
TRN-SIH26135-013953,excel,2025-09-27,legacy_skill_assessment,71.3
TRN-SIH26135-013953,sql,2025-10-04,legacy_skill_assessment,67.3
TRN-SIH26135-013954,aws,2025-10-24,legacy_skill_assessment,52.5
TRN-SIH26135-013954,linux,2025-10-10,legacy_skill_assessment,49.5
TRN-SIH26135-013954,networking,2025-10-17,legacy_skill_assessment,45.5
TRN-SIH26135-013955,aws,2025-10-23,legacy_skill_assessment,73.2
TRN-SIH26135-013955,healthcare operations,2025-10-30,legacy_skill_assessment,69.2
TRN-SIH26135-013955,machine learning,2025-11-06,legacy_skill_assessment,76.2
TRN-SIH26135-013956,accounting,2025-11-12,legacy_skill_assessment,52.4
TRN-SIH26135-013956,react,2025-11-19,legacy_skill_assessment,59.4
TRN-SIH26135-013956,sales,2025-11-05,legacy_skill_assessment,56.4
TRN-SIH26135-013957,aws,2025-12-02,legacy_skill_assessment,80.9
TRN-SIH26135-013957,excel,2025-11-18,legacy_skill_assessment,77.9
TRN-SIH26135-013957,networking,2025-11-25,legacy_skill_assessment,73.9
TRN-SIH26135-013958,aws,2023-12-12,legacy_skill_assessment,86.8
TRN-SIH26135-013958,excel,2023-12-26,legacy_skill_assessment,89.8
TRN-SIH26135-013958,sales,2023-12-19,legacy_skill_assessment,82.8
TRN-SIH26135-013959,digital marketing,2024-01-08,legacy_skill_assessment,39.0
TRN-SIH26135-013959,java,2024-01-01,legacy_skill_assessment,32.0
TRN-SIH26135-013959,sales,2023-12-25,legacy_skill_assessment,36.0
TRN-SIH26135-013960,digital marketing,2024-01-14,legacy_skill_assessment,59.9
TRN-SIH26135-013960,javascript,2024-01-21,legacy_skill_assessment,66.9
TRN-SIH26135-013960,networking,2024-01-07,legacy_skill_assessment,63.9
TRN-SIH26135-013961,data analysis,2024-01-20,legacy_skill_assessment,64.8
TRN-SIH26135-013961,linux,2024-02-03,legacy_skill_assessment,67.8
TRN-SIH26135-013961,power bi,2024-01-27,legacy_skill_assessment,60.8
TRN-SIH26135-013962,java,2024-02-16,legacy_skill_assessment,60.6
TRN-SIH26135-013962,linux,2024-02-02,legacy_skill_assessment,57.6
TRN-SIH26135-013962,power bi,2024-02-09,legacy_skill_assessment,53.6
TRN-SIH26135-013963,aws,2024-02-15,legacy_skill_assessment,79.2
TRN-SIH26135-013963,azure,2024-02-29,legacy_skill_assessment,82.2
TRN-SIH26135-013963,linux,2024-02-22,legacy_skill_assessment,75.2
TRN-SIH26135-013964,excel,2024-03-13,legacy_skill_assessment,56.1
TRN-SIH26135-013964,javascript,2024-02-28,legacy_skill_assessment,53.1
TRN-SIH26135-013964,react,2024-03-06,legacy_skill_assessment,49.1
TRN-SIH26135-013965,javascript,2024-03-19,legacy_skill_assessment,66.2
TRN-SIH26135-013965,linux,2024-03-26,legacy_skill_assessment,73.2
TRN-SIH26135-013965,machine learning,2024-03-12,legacy_skill_assessment,70.2
TRN-SIH26135-013966,digital marketing,2024-03-25,legacy_skill_assessment,52.1
TRN-SIH26135-013966,java,2024-04-08,legacy_skill_assessment,55.1
TRN-SIH26135-013966,javascript,2024-04-01,legacy_skill_assessment,48.1
TRN-SIH26135-013967,communication,2024-04-21,legacy_skill_assessment,56.0
TRN-SIH26135-013967,javascript,2024-04-07,legacy_skill_assessment,53.0
TRN-SIH26135-013967,python,2024-04-14,legacy_skill_assessment,49.0
TRN-SIH26135-013968,accounting,2024-04-20,legacy_skill_assessment,56.1
TRN-SIH26135-013968,digital marketing,2024-05-04,legacy_skill_assessment,59.1
TRN-SIH26135-013968,react,2024-04-27,legacy_skill_assessment,52.1
TRN-SIH26135-013969,digital marketing,2024-05-17,legacy_skill_assessment,48.0
TRN-SIH26135-013969,healthcare operations,2024-05-10,legacy_skill_assessment,41.0
TRN-SIH26135-013969,javascript,2024-05-03,legacy_skill_assessment,45.0
TRN-SIH26135-013970,azure,2024-05-30,legacy_skill_assessment,60.3
TRN-SIH26135-013970,excel,2024-05-16,legacy_skill_assessment,57.3
TRN-SIH26135-013970,javascript,2024-05-23,legacy_skill_assessment,53.3
TRN-SIH26135-013971,data analysis,2024-05-29,legacy_skill_assessment,74.0
TRN-SIH26135-013971,java,2024-06-05,legacy_skill_assessment,70.0
TRN-SIH26135-013971,react,2024-06-12,legacy_skill_assessment,77.0
TRN-SIH26135-013972,aws,2024-06-18,legacy_skill_assessment,74.7
TRN-SIH26135-013972,java,2024-06-11,legacy_skill_assessment,78.7
TRN-SIH26135-013972,sql,2024-06-25,legacy_skill_assessment,81.7
TRN-SIH26135-013973,data analysis,2024-07-08,legacy_skill_assessment,71.6
TRN-SIH26135-013973,javascript,2024-07-01,legacy_skill_assessment,64.6
TRN-SIH26135-013973,python,2024-06-24,legacy_skill_assessment,68.6
TRN-SIH26135-013974,autocad,2024-07-07,legacy_skill_assessment,76.5
TRN-SIH26135-013974,excel,2024-07-14,legacy_skill_assessment,72.5
TRN-SIH26135-013974,networking,2024-07-21,legacy_skill_assessment,79.5
TRN-SIH26135-013975,accounting,2024-07-27,legacy_skill_assessment,59.1
TRN-SIH26135-013975,python,2024-07-20,legacy_skill_assessment,63.1
TRN-SIH26135-013975,sql,2024-08-03,legacy_skill_assessment,66.1
TRN-SIH26135-013976,excel,2024-08-16,legacy_skill_assessment,79.0
TRN-SIH26135-013976,java,2024-08-02,legacy_skill_assessment,76.0
TRN-SIH26135-013976,sql,2024-08-09,legacy_skill_assessment,72.0
TRN-SIH26135-013977,healthcare operations,2024-08-29,legacy_skill_assessment,37.5
TRN-SIH26135-013977,machine learning,2024-08-15,legacy_skill_assessment,34.5
TRN-SIH26135-013977,power bi,2024-08-22,legacy_skill_assessment,30.5
TRN-SIH26135-013978,autocad,2024-09-11,legacy_skill_assessment,38.2
TRN-SIH26135-013978,data analysis,2024-08-28,legacy_skill_assessment,35.2
TRN-SIH26135-013978,sql,2024-09-04,legacy_skill_assessment,31.2
TRN-SIH26135-013979,accounting,2024-09-17,legacy_skill_assessment,73.9
TRN-SIH26135-013979,autocad,2024-09-10,legacy_skill_assessment,77.9
TRN-SIH26135-013979,javascript,2024-09-24,legacy_skill_assessment,80.9
TRN-SIH26135-013980,azure,2024-09-23,legacy_skill_assessment,61.3
TRN-SIH26135-013980,digital marketing,2024-10-07,legacy_skill_assessment,64.3
TRN-SIH26135-013980,java,2024-09-30,legacy_skill_assessment,57.3
TRN-SIH26135-013981,react,2024-10-13,legacy_skill_assessment,47.6
TRN-SIH26135-013981,sales,2024-10-06,legacy_skill_assessment,51.6
TRN-SIH26135-013981,sql,2024-10-20,legacy_skill_assessment,54.6
TRN-SIH26135-013982,aws,2024-11-02,legacy_skill_assessment,51.1
TRN-SIH26135-013982,power bi,2024-10-19,legacy_skill_assessment,48.1
TRN-SIH26135-013982,sales,2024-10-26,legacy_skill_assessment,44.1
TRN-SIH26135-013983,java,2024-11-08,legacy_skill_assessment,46.9
TRN-SIH26135-013983,linux,2024-11-15,legacy_skill_assessment,53.9
TRN-SIH26135-013983,react,2024-11-01,legacy_skill_assessment,50.9
TRN-SIH26135-013984,machine learning,2024-11-21,legacy_skill_assessment,72.2
TRN-SIH26135-013984,power bi,2024-11-28,legacy_skill_assessment,79.2
TRN-SIH26135-013984,react,2024-11-14,legacy_skill_assessment,76.2
TRN-SIH26135-013985,aws,2024-12-04,legacy_skill_assessment,78.3
TRN-SIH26135-013985,react,2024-11-27,legacy_skill_assessment,82.3
TRN-SIH26135-013985,sql,2024-12-11,legacy_skill_assessment,85.3
TRN-SIH26135-013986,python,2024-12-17,legacy_skill_assessment,17.0
TRN-SIH26135-013986,sales,2024-12-24,legacy_skill_assessment,24.0
TRN-SIH26135-013986,sql,2024-12-10,legacy_skill_assessment,21.0
TRN-SIH26135-013987,autocad,2025-01-06,legacy_skill_assessment,90.6
TRN-SIH26135-013987,excel,2024-12-30,legacy_skill_assessment,83.6
TRN-SIH26135-013987,machine learning,2024-12-23,legacy_skill_assessment,87.6
TRN-SIH26135-013988,cybersecurity,2025-01-05,legacy_skill_assessment,58.9
TRN-SIH26135-013988,excel,2025-01-12,legacy_skill_assessment,54.9
TRN-SIH26135-013988,python,2025-01-19,legacy_skill_assessment,61.9
TRN-SIH26135-013989,communication,2025-02-01,legacy_skill_assessment,76.5
TRN-SIH26135-013989,cybersecurity,2025-01-25,legacy_skill_assessment,69.5
TRN-SIH26135-013989,networking,2025-01-18,legacy_skill_assessment,73.5
TRN-SIH26135-013990,aws,2025-01-31,legacy_skill_assessment,59.4
TRN-SIH26135-013990,java,2025-02-07,legacy_skill_assessment,55.4
TRN-SIH26135-013990,sales,2025-02-14,legacy_skill_assessment,62.4
TRN-SIH26135-013991,azure,2025-02-13,legacy_skill_assessment,70.2
TRN-SIH26135-013991,healthcare operations,2025-02-20,legacy_skill_assessment,66.2
TRN-SIH26135-013991,linux,2025-02-27,legacy_skill_assessment,73.2
TRN-SIH26135-013992,cybersecurity,2025-02-26,legacy_skill_assessment,76.1
TRN-SIH26135-013992,digital marketing,2025-03-05,legacy_skill_assessment,72.1
TRN-SIH26135-013992,machine learning,2025-03-12,legacy_skill_assessment,79.1
TRN-SIH26135-013993,linux,2025-03-11,legacy_skill_assessment,66.4
TRN-SIH26135-013993,machine learning,2025-03-18,legacy_skill_assessment,62.4
TRN-SIH26135-013993,sql,2025-03-25,legacy_skill_assessment,69.4
TRN-SIH26135-013994,digital marketing,2025-04-07,legacy_skill_assessment,66.6
TRN-SIH26135-013994,excel,2025-03-31,legacy_skill_assessment,59.6
TRN-SIH26135-013994,linux,2025-03-24,legacy_skill_assessment,63.6
TRN-SIH26135-013995,power bi,2025-04-20,legacy_skill_assessment,65.8
TRN-SIH26135-013995,react,2025-04-06,legacy_skill_assessment,62.8
TRN-SIH26135-013995,sales,2025-04-13,legacy_skill_assessment,58.8
TRN-SIH26135-013996,autocad,2025-05-03,legacy_skill_assessment,66.1
TRN-SIH26135-013996,networking,2025-04-26,legacy_skill_assessment,59.1
TRN-SIH26135-013996,sales,2025-04-19,legacy_skill_assessment,63.1
TRN-SIH26135-013997,autocad,2025-05-09,legacy_skill_assessment,63.1
TRN-SIH26135-013997,aws,2025-05-02,legacy_skill_assessment,67.1
TRN-SIH26135-013997,sales,2025-05-16,legacy_skill_assessment,70.1
TRN-SIH26135-013998,cybersecurity,2025-05-15,legacy_skill_assessment,61.3
TRN-SIH26135-013998,data analysis,2025-05-29,legacy_skill_assessment,64.3
TRN-SIH26135-013998,excel,2025-05-22,legacy_skill_assessment,57.3
TRN-SIH26135-013999,autocad,2025-06-04,legacy_skill_assessment,61.5
TRN-SIH26135-013999,digital marketing,2025-05-28,legacy_skill_assessment,65.5
TRN-SIH26135-013999,sql,2025-06-11,legacy_skill_assessment,68.5
TRN-SIH26135-014000,aws,2025-06-24,legacy_skill_assessment,82.9
TRN-SIH26135-014000,machine learning,2025-06-10,legacy_skill_assessment,79.9
TRN-SIH26135-014000,power bi,2025-06-17,legacy_skill_assessment,75.9
TRN-SIH26135-014001,machine learning,2025-06-30,legacy_skill_assessment,54.7
TRN-SIH26135-014001,networking,2025-07-07,legacy_skill_assessment,61.7
TRN-SIH26135-014001,sales,2025-06-23,legacy_skill_assessment,58.7
TRN-SIH26135-014002,data analysis,2025-07-06,legacy_skill_assessment,39.7
TRN-SIH26135-014002,java,2025-07-20,legacy_skill_assessment,42.7
TRN-SIH26135-014002,javascript,2025-07-13,legacy_skill_assessment,35.7
TRN-SIH26135-014003,cybersecurity,2025-08-02,legacy_skill_assessment,73.1
TRN-SIH26135-014003,healthcare operations,2025-07-26,legacy_skill_assessment,66.1
TRN-SIH26135-014003,sql,2025-07-19,legacy_skill_assessment,70.1
TRN-SIH26135-014004,digital marketing,2025-08-01,legacy_skill_assessment,73.5
TRN-SIH26135-014004,power bi,2025-08-08,legacy_skill_assessment,69.5
TRN-SIH26135-014004,python,2025-08-15,legacy_skill_assessment,76.5
TRN-SIH26135-014005,excel,2025-08-14,legacy_skill_assessment,85.1
TRN-SIH26135-014005,healthcare operations,2025-08-28,legacy_skill_assessment,88.1
TRN-SIH26135-014005,python,2025-08-21,legacy_skill_assessment,81.1
TRN-SIH26135-014006,data analysis,2025-09-10,legacy_skill_assessment,71.1
TRN-SIH26135-014006,healthcare operations,2025-09-03,legacy_skill_assessment,64.1
TRN-SIH26135-014006,sales,2025-08-27,legacy_skill_assessment,68.1
TRN-SIH26135-014007,excel,2025-09-16,legacy_skill_assessment,61.6
TRN-SIH26135-014007,javascript,2025-09-23,legacy_skill_assessment,68.6
TRN-SIH26135-014007,sql,2025-09-09,legacy_skill_assessment,65.6
TRN-SIH26135-014008,accounting,2025-09-22,legacy_skill_assessment,72.5
TRN-SIH26135-014008,data analysis,2025-09-29,legacy_skill_assessment,68.5
TRN-SIH26135-014008,react,2025-10-06,legacy_skill_assessment,75.5
TRN-SIH26135-014009,digital marketing,2025-10-12,legacy_skill_assessment,61.7
TRN-SIH26135-014009,linux,2025-10-05,legacy_skill_assessment,65.7
TRN-SIH26135-014009,networking,2025-10-19,legacy_skill_assessment,68.7
TRN-SIH26135-014010,aws,2025-10-18,legacy_skill_assessment,53.6
TRN-SIH26135-014010,javascript,2025-11-01,legacy_skill_assessment,56.6
TRN-SIH26135-014010,networking,2025-10-25,legacy_skill_assessment,49.6
TRN-SIH26135-014011,aws,2025-11-14,legacy_skill_assessment,57.9
TRN-SIH26135-014011,javascript,2025-10-31,legacy_skill_assessment,54.9
TRN-SIH26135-014011,linux,2025-11-07,legacy_skill_assessment,50.9
TRN-SIH26135-014012,accounting,2025-11-13,legacy_skill_assessment,59.0
TRN-SIH26135-014012,excel,2025-11-20,legacy_skill_assessment,55.0
TRN-SIH26135-014012,networking,2025-11-27,legacy_skill_assessment,62.0
TRN-SIH26135-014013,autocad,2025-11-26,legacy_skill_assessment,67.9
TRN-SIH26135-014013,cybersecurity,2025-12-10,legacy_skill_assessment,70.9
TRN-SIH26135-014013,networking,2025-12-03,legacy_skill_assessment,63.9
TRN-SIH26135-014014,accounting,2023-12-20,legacy_skill_assessment,51.2
TRN-SIH26135-014014,communication,2024-01-03,legacy_skill_assessment,54.2
TRN-SIH26135-014014,java,2023-12-27,legacy_skill_assessment,47.2
TRN-SIH26135-014015,accounting,2024-01-02,legacy_skill_assessment,60.6
TRN-SIH26135-014015,python,2024-01-16,legacy_skill_assessment,63.6
TRN-SIH26135-014015,sales,2024-01-09,legacy_skill_assessment,56.6
TRN-SIH26135-014016,healthcare operations,2024-01-29,legacy_skill_assessment,35.5
TRN-SIH26135-014016,linux,2024-01-15,legacy_skill_assessment,32.5
TRN-SIH26135-014016,power bi,2024-01-22,legacy_skill_assessment,28.5
TRN-SIH26135-014017,accounting,2024-02-11,legacy_skill_assessment,50.5
TRN-SIH26135-014017,aws,2024-01-28,legacy_skill_assessment,47.5
TRN-SIH26135-014017,react,2024-02-04,legacy_skill_assessment,43.5
TRN-SIH26135-014018,aws,2024-02-17,legacy_skill_assessment,80.2
TRN-SIH26135-014018,java,2024-02-10,legacy_skill_assessment,84.2
TRN-SIH26135-014018,machine learning,2024-02-24,legacy_skill_assessment,87.2
TRN-SIH26135-014019,data analysis,2024-03-08,legacy_skill_assessment,63.3
TRN-SIH26135-014019,linux,2024-02-23,legacy_skill_assessment,60.3
TRN-SIH26135-014019,networking,2024-03-01,legacy_skill_assessment,56.3
TRN-SIH26135-014020,excel,2024-03-21,legacy_skill_assessment,49.2
TRN-SIH26135-014020,python,2024-03-14,legacy_skill_assessment,42.2
TRN-SIH26135-014020,sales,2024-03-07,legacy_skill_assessment,46.2
TRN-SIH26135-014021,communication,2024-03-20,legacy_skill_assessment,46.5
TRN-SIH26135-014021,javascript,2024-04-03,legacy_skill_assessment,49.5
TRN-SIH26135-014021,sql,2024-03-27,legacy_skill_assessment,42.5
TRN-SIH26135-014022,accounting,2024-04-02,legacy_skill_assessment,89.8
TRN-SIH26135-014022,excel,2024-04-16,legacy_skill_assessment,92.8
TRN-SIH26135-014022,networking,2024-04-09,legacy_skill_assessment,85.8
TRN-SIH26135-014023,machine learning,2024-04-22,legacy_skill_assessment,44.1
