Trainee_ID,Target_Job_Role,Skill,Required_Proficiency,Importance_Weight,Effective_From,Data_Origin,Current_Proficiency,Missing_Skill,Proficiency_Deficit,Weighted_Deficit
TRN-SIH26135-014620,Cloud Associate,azure,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014620,Cloud Associate,linux,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014621,Graphic Designer,digital marketing,65,0.35,2024-01-01,synthetic_derived,0.0,True,65.0,0.35
TRN-SIH26135-014621,Graphic Designer,excel,60,0.25,2024-01-01,synthetic_derived,0.0,True,60.0,0.25
TRN-SIH26135-014621,Graphic Designer,communication,70,0.4,2024-01-01,synthetic_derived,96.2,False,0.0,0.0
TRN-SIH26135-014622,Healthcare Assistant,healthcare operations,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014622,Healthcare Assistant,communication,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014622,Healthcare Assistant,excel,60,0.2,2024-01-01,synthetic_derived,0.0,True,60.0,0.2
TRN-SIH26135-014623,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014623,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014623,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014624,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014624,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014624,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014625,Cloud Associate,aws,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014625,Cloud Associate,azure,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014625,Cloud Associate,linux,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014626,Support Engineer,networking,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014626,Support Engineer,communication,65,0.25,2024-01-01,synthetic_derived,0.0,True,65.0,0.25
TRN-SIH26135-014626,Support Engineer,linux,75,0.35,2024-01-01,synthetic_derived,50.4,False,24.6,0.1148
TRN-SIH26135-014627,Data Analyst,sql,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014627,Data Analyst,power bi,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014627,Data Analyst,python,75,0.35,2024-01-01,synthetic_derived,64.6,False,10.4,0.0485
TRN-SIH26135-014628,Data Analyst,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014628,Data Analyst,power bi,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014628,Data Analyst,sql,80,0.4,2024-01-01,synthetic_derived,54.9,False,25.1,0.1255
TRN-SIH26135-014629,Cybersecurity Associate,cybersecurity,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014629,Cybersecurity Associate,linux,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014629,Cybersecurity Associate,networking,70,0.2,2024-01-01,synthetic_derived,0.0,True,70.0,0.2
TRN-SIH26135-014630,Healthcare Assistant,healthcare operations,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014630,Healthcare Assistant,communication,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014630,Healthcare Assistant,excel,60,0.2,2024-01-01,synthetic_derived,51.9,False,8.1,0.027
TRN-SIH26135-014631,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014631,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,68.2,False,6.8,0.0317
TRN-SIH26135-014631,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,72.2,False,0.0,0.0
TRN-SIH26135-014632,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014632,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014632,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014633,Data Analyst,sql,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014633,Data Analyst,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014633,Data Analyst,power bi,70,0.25,2024-01-01,synthetic_derived,64.2,False,5.8,0.0207
TRN-SIH26135-014634,Digital Marketing Executive,digital marketing,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014634,Digital Marketing Executive,communication,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014634,Digital Marketing Executive,excel,65,0.2,2024-01-01,synthetic_derived,0.0,True,65.0,0.2
TRN-SIH26135-014635,Data Analyst,sql,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014635,Data Analyst,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014635,Data Analyst,power bi,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014636,Sales Executive,communication,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014636,Sales Executive,excel,60,0.15,2024-01-01,synthetic_derived,0.0,True,60.0,0.15
TRN-SIH26135-014636,Sales Executive,sales,80,0.5,2024-01-01,synthetic_derived,62.6,False,17.4,0.1087
TRN-SIH26135-014637,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014637,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014637,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014638,Digital Marketing Executive,digital marketing,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014638,Digital Marketing Executive,excel,65,0.2,2024-01-01,synthetic_derived,0.0,True,65.0,0.2
TRN-SIH26135-014638,Digital Marketing Executive,communication,70,0.3,2024-01-01,synthetic_derived,64.9,False,5.1,0.0219
TRN-SIH26135-014639,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014639,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014639,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014640,Sales Executive,sales,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014640,Sales Executive,communication,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014640,Sales Executive,excel,60,0.15,2024-01-01,synthetic_derived,74.6,False,0.0,0.0
TRN-SIH26135-014641,Data Analyst,sql,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014641,Data Analyst,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014641,Data Analyst,power bi,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014642,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014642,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014642,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,49.5,False,25.5,0.119
TRN-SIH26135-014643,Support Engineer,networking,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014643,Support Engineer,linux,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014643,Support Engineer,communication,65,0.25,2024-01-01,synthetic_derived,0.0,True,65.0,0.25
TRN-SIH26135-014644,Support Engineer,networking,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014644,Support Engineer,linux,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014644,Support Engineer,communication,65,0.25,2024-01-01,synthetic_derived,0.0,True,65.0,0.25
TRN-SIH26135-014645,Cloud Associate,aws,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014645,Cloud Associate,azure,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014645,Cloud Associate,linux,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014646,Web Developer,javascript,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014646,Web Developer,react,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014646,Web Developer,sql,65,0.25,2024-01-01,synthetic_derived,0.0,True,65.0,0.25
TRN-SIH26135-014647,Web Developer,react,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014647,Web Developer,sql,65,0.25,2024-01-01,synthetic_derived,0.0,True,65.0,0.25
TRN-SIH26135-014647,Web Developer,javascript,80,0.4,2024-01-01,synthetic_derived,61.6,False,18.4,0.092
TRN-SIH26135-014648,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014648,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014648,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,35.8,False,34.2,0.1466
TRN-SIH26135-014649,Data Analyst,sql,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014649,Data Analyst,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014649,Data Analyst,power bi,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014650,Digital Marketing Executive,communication,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014650,Digital Marketing Executive,digital marketing,80,0.5,2024-01-01,synthetic_derived,68.3,False,11.7,0.0731
TRN-SIH26135-014650,Digital Marketing Executive,excel,65,0.2,2024-01-01,synthetic_derived,71.3,False,0.0,0.0
TRN-SIH26135-014651,Data Analyst,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014651,Data Analyst,power bi,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014651,Data Analyst,sql,80,0.4,2024-01-01,synthetic_derived,72.8,False,7.2,0.036
TRN-SIH26135-014652,Data Analyst,sql,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014652,Data Analyst,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014652,Data Analyst,power bi,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014653,Healthcare Assistant,healthcare operations,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014653,Healthcare Assistant,communication,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014653,Healthcare Assistant,excel,60,0.2,2024-01-01,synthetic_derived,0.0,True,60.0,0.2
TRN-SIH26135-014654,Data Analyst,sql,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014654,Data Analyst,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014654,Data Analyst,power bi,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014655,Web Developer,javascript,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014655,Web Developer,sql,65,0.25,2024-01-01,synthetic_derived,0.0,True,65.0,0.25
TRN-SIH26135-014655,Web Developer,react,75,0.35,2024-01-01,synthetic_derived,52.5,False,22.5,0.105
TRN-SIH26135-014656,Sales Executive,sales,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014656,Sales Executive,communication,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014656,Sales Executive,excel,60,0.15,2024-01-01,synthetic_derived,57.2,False,2.8,0.007
TRN-SIH26135-014657,Data Analyst,sql,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014657,Data Analyst,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014657,Data Analyst,power bi,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014658,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014658,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014658,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,57.7,False,17.3,0.0807
TRN-SIH26135-014659,Digital Marketing Executive,digital marketing,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014659,Digital Marketing Executive,communication,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014659,Digital Marketing Executive,excel,65,0.2,2024-01-01,synthetic_derived,0.0,True,65.0,0.2
TRN-SIH26135-014660,Cloud Associate,aws,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014660,Cloud Associate,linux,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014660,Cloud Associate,azure,75,0.35,2024-01-01,synthetic_derived,54.5,False,20.5,0.0957
TRN-SIH26135-014661,Data Analyst,sql,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014661,Data Analyst,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014661,Data Analyst,power bi,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014662,Digital Marketing Executive,communication,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014662,Digital Marketing Executive,excel,65,0.2,2024-01-01,synthetic_derived,0.0,True,65.0,0.2
TRN-SIH26135-014662,Digital Marketing Executive,digital marketing,80,0.5,2024-01-01,synthetic_derived,65.3,False,14.7,0.0919
TRN-SIH26135-014663,Cloud Associate,aws,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014663,Cloud Associate,azure,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014663,Cloud Associate,linux,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014664,Graphic Designer,communication,70,0.4,2024-01-01,synthetic_derived,0.0,True,70.0,0.4
TRN-SIH26135-014664,Graphic Designer,digital marketing,65,0.35,2024-01-01,synthetic_derived,0.0,True,65.0,0.35
TRN-SIH26135-014664,Graphic Designer,excel,60,0.25,2024-01-01,synthetic_derived,0.0,True,60.0,0.25
TRN-SIH26135-014665,Support Engineer,networking,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014665,Support Engineer,linux,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014665,Support Engineer,communication,65,0.25,2024-01-01,synthetic_derived,65.8,False,0.0,0.0
TRN-SIH26135-014666,Account Executive,accounting,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014666,Account Executive,communication,65,0.2,2024-01-01,synthetic_derived,0.0,True,65.0,0.2
TRN-SIH26135-014666,Account Executive,excel,70,0.3,2024-01-01,synthetic_derived,55.9,False,14.1,0.0604
TRN-SIH26135-014667,Web Developer,javascript,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014667,Web Developer,sql,65,0.25,2024-01-01,synthetic_derived,0.0,True,65.0,0.25
TRN-SIH26135-014667,Web Developer,react,75,0.35,2024-01-01,synthetic_derived,64.7,False,10.3,0.0481
TRN-SIH26135-014668,Data Analyst,sql,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014668,Data Analyst,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014668,Data Analyst,power bi,70,0.25,2024-01-01,synthetic_derived,0.0,True,70.0,0.25
TRN-SIH26135-014669,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014669,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014669,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014670,Technician,autocad,75,0.45,2024-01-01,synthetic_derived,0.0,True,75.0,0.45
TRN-SIH26135-014670,Technician,networking,65,0.3,2024-01-01,synthetic_derived,0.0,True,65.0,0.3
TRN-SIH26135-014670,Technician,excel,60,0.25,2024-01-01,synthetic_derived,0.0,True,60.0,0.25
TRN-SIH26135-014671,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014671,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014671,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014672,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014672,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014672,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014673,Cloud Associate,aws,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014673,Cloud Associate,azure,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014673,Cloud Associate,linux,70,0.25,2024-01-01,synthetic_derived,52.4,False,17.6,0.0629
TRN-SIH26135-014674,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014674,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014674,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,70.3,False,4.7,0.0219
TRN-SIH26135-014675,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014675,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014675,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,60.3,False,9.7,0.0416
TRN-SIH26135-014676,Support Engineer,networking,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014676,Support Engineer,communication,65,0.25,2024-01-01,synthetic_derived,0.0,True,65.0,0.25
TRN-SIH26135-014676,Support Engineer,linux,75,0.35,2024-01-01,synthetic_derived,74.5,False,0.5,0.0023
TRN-SIH26135-014677,Data Analyst,sql,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014677,Data Analyst,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014677,Data Analyst,power bi,70,0.25,2024-01-01,synthetic_derived,72.1,False,0.0,0.0
TRN-SIH26135-014678,Healthcare Assistant,healthcare operations,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014678,Healthcare Assistant,communication,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014678,Healthcare Assistant,excel,60,0.2,2024-01-01,synthetic_derived,0.0,True,60.0,0.2
TRN-SIH26135-014679,Technician,autocad,75,0.45,2024-01-01,synthetic_derived,0.0,True,75.0,0.45
TRN-SIH26135-014679,Technician,networking,65,0.3,2024-01-01,synthetic_derived,0.0,True,65.0,0.3
TRN-SIH26135-014679,Technician,excel,60,0.25,2024-01-01,synthetic_derived,0.0,True,60.0,0.25
TRN-SIH26135-014680,Technician,autocad,75,0.45,2024-01-01,synthetic_derived,0.0,True,75.0,0.45
TRN-SIH26135-014680,Technician,networking,65,0.3,2024-01-01,synthetic_derived,0.0,True,65.0,0.3
TRN-SIH26135-014680,Technician,excel,60,0.25,2024-01-01,synthetic_derived,0.0,True,60.0,0.25
TRN-SIH26135-014681,Software Developer,python,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014681,Software Developer,sql,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014681,Software Developer,java,75,0.35,2024-01-01,synthetic_derived,61.0,False,14.0,0.0653
TRN-SIH26135-014682,Digital Marketing Executive,digital marketing,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014682,Digital Marketing Executive,excel,65,0.2,2024-01-01,synthetic_derived,0.0,True,65.0,0.2
TRN-SIH26135-014682,Digital Marketing Executive,communication,70,0.3,2024-01-01,synthetic_derived,63.9,False,6.1,0.0261
TRN-SIH26135-014683,Sales Executive,sales,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014683,Sales Executive,communication,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014683,Sales Executive,excel,60,0.15,2024-01-01,synthetic_derived,0.0,True,60.0,0.15
TRN-SIH26135-014684,Cybersecurity Associate,cybersecurity,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014684,Cybersecurity Associate,linux,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014684,Cybersecurity Associate,networking,70,0.2,2024-01-01,synthetic_derived,0.0,True,70.0,0.2
TRN-SIH26135-014685,Cybersecurity Associate,cybersecurity,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014685,Cybersecurity Associate,networking,70,0.2,2024-01-01,synthetic_derived,0.0,True,70.0,0.2
TRN-SIH26135-014685,Cybersecurity Associate,linux,70,0.3,2024-01-01,synthetic_derived,55.8,False,14.2,0.0609
TRN-SIH26135-014686,Graphic Designer,communication,70,0.4,2024-01-01,synthetic_derived,0.0,True,70.0,0.4
TRN-SIH26135-014686,Graphic Designer,excel,60,0.25,2024-01-01,synthetic_derived,0.0,True,60.0,0.25
TRN-SIH26135-014686,Graphic Designer,digital marketing,65,0.35,2024-01-01,synthetic_derived,83.5,False,0.0,0.0
TRN-SIH26135-014687,Healthcare Assistant,healthcare operations,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014687,Healthcare Assistant,communication,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014687,Healthcare Assistant,excel,60,0.2,2024-01-01,synthetic_derived,0.0,True,60.0,0.2
TRN-SIH26135-014688,Web Developer,javascript,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014688,Web Developer,react,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014688,Web Developer,sql,65,0.25,2024-01-01,synthetic_derived,0.0,True,65.0,0.25
TRN-SIH26135-014689,Cybersecurity Associate,linux,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014689,Cybersecurity Associate,networking,70,0.2,2024-01-01,synthetic_derived,0.0,True,70.0,0.2
TRN-SIH26135-014689,Cybersecurity Associate,cybersecurity,80,0.5,2024-01-01,synthetic_derived,59.3,False,20.7,0.1294
TRN-SIH26135-014690,Cybersecurity Associate,cybersecurity,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014690,Cybersecurity Associate,linux,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014690,Cybersecurity Associate,networking,70,0.2,2024-01-01,synthetic_derived,0.0,True,70.0,0.2
TRN-SIH26135-014691,Healthcare Assistant,communication,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014691,Healthcare Assistant,healthcare operations,80,0.5,2024-01-01,synthetic_derived,42.6,False,37.4,0.2338
TRN-SIH26135-014691,Healthcare Assistant,excel,60,0.2,2024-01-01,synthetic_derived,0.0,True,60.0,0.2
TRN-SIH26135-014692,Graphic Designer,communication,70,0.4,2024-01-01,synthetic_derived,0.0,True,70.0,0.4
TRN-SIH26135-014692,Graphic Designer,digital marketing,65,0.35,2024-01-01,synthetic_derived,0.0,True,65.0,0.35
TRN-SIH26135-014692,Graphic Designer,excel,60,0.25,2024-01-01,synthetic_derived,0.0,True,60.0,0.25
TRN-SIH26135-014693,Web Developer,javascript,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014693,Web Developer,react,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
TRN-SIH26135-014693,Web Developer,sql,65,0.25,2024-01-01,synthetic_derived,0.0,True,65.0,0.25
TRN-SIH26135-014694,Graphic Designer,digital marketing,65,0.35,2024-01-01,synthetic_derived,0.0,True,65.0,0.35
TRN-SIH26135-014694,Graphic Designer,excel,60,0.25,2024-01-01,synthetic_derived,0.0,True,60.0,0.25
TRN-SIH26135-014694,Graphic Designer,communication,70,0.4,2024-01-01,synthetic_derived,53.9,False,16.1,0.092
TRN-SIH26135-014695,Healthcare Assistant,healthcare operations,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014695,Healthcare Assistant,communication,70,0.3,2024-01-01,synthetic_derived,0.0,True,70.0,0.3
TRN-SIH26135-014695,Healthcare Assistant,excel,60,0.2,2024-01-01,synthetic_derived,63.3,False,0.0,0.0
TRN-SIH26135-014696,Support Engineer,networking,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014696,Support Engineer,communication,65,0.25,2024-01-01,synthetic_derived,0.0,True,65.0,0.25
TRN-SIH26135-014696,Support Engineer,linux,75,0.35,2024-01-01,synthetic_derived,67.2,False,7.8,0.0364
TRN-SIH26135-014697,Cybersecurity Associate,cybersecurity,80,0.5,2024-01-01,synthetic_derived,0.0,True,80.0,0.5
TRN-SIH26135-014697,Cybersecurity Associate,networking,70,0.2,2024-01-01,synthetic_derived,0.0,True,70.0,0.2
TRN-SIH26135-014697,Cybersecurity Associate,linux,70,0.3,2024-01-01,synthetic_derived,39.2,False,30.8,0.132
TRN-SIH26135-014698,Support Engineer,networking,80,0.4,2024-01-01,synthetic_derived,0.0,True,80.0,0.4
TRN-SIH26135-014698,Support Engineer,linux,75,0.35,2024-01-01,synthetic_derived,0.0,True,75.0,0.35
